,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,sca_types_sca,sca_types_passlive,sca_types_passdead,sca_types_drib,sca_types_sh,sca_types_fld,sca_types_def,gca_types_gca,gca_types_passlive,gca_types_passdead,gca_types_drib,gca_types_sh,gca_types_fld,gca_types_def,team
2622,2019-09-21,16:00,La Liga,Matchweek 5,Sat,Away,D,0,0,Levante,28.0,19.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2623,2019-09-26,19:00,La Liga,Matchweek 6,Thu,Home,W,3,2,Sevilla,11.0,7.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,Eibar
2624,2019-09-29,14:00,La Liga,Matchweek 7,Sun,Home,W,2,0,Celta Vigo,13.0,11.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Eibar
2625,2019-10-04,21:00,La Liga,Matchweek 8,Fri,Away,D,1,1,Betis,16.0,7.0,5.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,Eibar
2626,2019-10-19,13:00,La Liga,Matchweek 9,Sat,Home,L,0,3,Barcelona,7.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2627,2019-10-26,18:30,La Liga,Matchweek 10,Sat,Away,L,0,2,Valladolid,22.0,16.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2628,2019-10-31,19:00,La Liga,Matchweek 11,Thu,Home,W,2,1,Villarreal,43.0,29.0,4.0,4.0,5.0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Eibar
2629,2019-11-03,18:30,La Liga,Matchweek 12,Sun,Away,W,2,1,Leganés,12.0,9.0,1.0,1.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Eibar
2630,2019-11-09,18:30,La Liga,Matchweek 13,Sat,Home,L,0,4,Real Madrid,25.0,15.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2631,2019-11-24,16:00,La Liga,Matchweek 14,Sun,Home,L,0,2,Alavés,32.0,20.0,5.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2632,2019-11-30,16:00,La Liga,Matchweek 15,Sat,Away,L,1,4,Real Sociedad,19.0,11.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Eibar
2633,2019-12-08,12:00,La Liga,Matchweek 16,Sun,Home,L,0,1,Getafe,11.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2634,2019-12-14,18:30,La Liga,Matchweek 17,Sat,Away,D,0,0,Athletic Club,14.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2635,2019-12-17,19:00,Copa del Rey,First round,Tue,Away,W,5,0,SD Logroñés,,,,,,,,,,,,,,,Eibar
2636,2019-12-20,21:00,La Liga,Matchweek 18,Fri,Home,W,3,0,Granada,37.0,20.0,4.0,3.0,5.0,4.0,1.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,Eibar
2637,2020-01-04,13:00,La Liga,Matchweek 19,Sat,Away,L,0,1,Valencia,18.0,14.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2638,2020-01-12,12:00,Copa del Rey,Second round,Sun,Away,W,2,1,CP Cacereño,,,,,,,,,,,,,,,Eibar
2639,2020-01-18,21:00,La Liga,Matchweek 20,Sat,Home,W,2,0,Atlético Madrid,15.0,5.0,3.0,0.0,2.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,Eibar
2640,2020-01-23,21:00,Copa del Rey,Round of 32,Thu,Away,L,1,3,Badajoz,,,,,,,,,,,,,,,Eibar
2641,2020-01-26,14:00,La Liga,Matchweek 21,Sun,Away,D,0,0,Celta Vigo,8.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2642,2020-02-02,14:00,La Liga,Matchweek 22,Sun,Home,D,1,1,Betis,12.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Eibar
2643,2020-02-07,21:00,La Liga,Matchweek 23,Fri,Away,L,1,2,Alavés,7.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Eibar
2644,2020-02-22,16:00,La Liga,Matchweek 25,Sat,Away,L,0,5,Barcelona,22.0,14.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Eibar
2645,2020-02-29,13:00,La Liga,Matchweek 26,Sat,Home,W,3,0,Levante,25.0,19.0,1.0,1.0,3.0,1.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,Eibar
2646,2020-03-07,13:00,La Liga,Matchweek 27,Sat,Home,L,1,2,Mallorca,25.0,17.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,Eibar
2647,2020-03-10,20:00,La Liga,Matchweek 24,Tue,Home,L,1,2,Real Sociedad,22.0,15.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Eibar
2648,2020-06-14,19:30,La Liga,Matchweek 28,Sun,Away,L,1,3,Real Madrid,16.0,8.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,Eibar
2649,2020-06-17,19:30,La Liga,Matchweek 29,Wed,Home,D,2,2,Athletic Club,22.0,13.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Eibar
2650,2020-06-20,19:30,La Liga,Matchweek 30,Sat,Away,D,1,1,Getafe,12.0,5.0,3.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Eibar
2651,2020-06-25,19:30,La Liga,Matchweek 31,Thu,Home,W,1,0,Valencia,24.0,12.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2652,2020-06-28,19:30,La Liga,Matchweek 32,Sun,Away,W,2,1,Granada,20.0,13.0,3.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Eibar
2653,2020-07-02,19:30,La Liga,Matchweek 33,Thu,Home,L,0,2,Osasuna,21.0,11.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2654,2020-07-06,22:00,La Liga,Matchweek 34,Mon,Away,L,0,1,Sevilla,26.0,10.0,4.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2655,2020-07-09,19:30,La Liga,Matchweek 35,Thu,Home,D,0,0,Leganés,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2656,2020-07-12,14:00,La Liga,Matchweek 36,Sun,Away,W,2,0,Espanyol,16.0,10.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Eibar
2657,2020-07-16,18:30,La Liga,Matchweek 37,Thu,Home,W,3,1,Valladolid,19.0,13.0,2.0,2.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,0.0,Eibar
2658,2020-07-19,18:30,La Liga,Matchweek 38,Sun,Away,L,0,4,Villarreal,19.0,15.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Eibar
2659,2019-08-16,21:00,La Liga,Matchweek 1,Fri,Home,W,1,0,Barcelona,18.0,11.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2660,2019-08-24,21:00,La Liga,Matchweek 2,Sat,Away,D,1,1,Getafe,8.0,5.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2661,2019-08-30,22:00,La Liga,Matchweek 3,Fri,Home,W,2,0,Real Sociedad,23.0,12.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2662,2019-09-13,21:00,La Liga,Matchweek 4,Fri,Away,D,0,0,Mallorca,21.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2663,2019-09-22,18:30,La Liga,Matchweek 5,Sun,Home,W,2,0,Alavés,17.0,12.0,0.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,Athletic Club
2664,2019-09-25,19:00,La Liga,Matchweek 6,Wed,Away,D,1,1,Leganés,16.0,10.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Athletic Club
2665,2019-09-28,13:00,La Liga,Matchweek 7,Sat,Home,L,0,1,Valencia,22.0,12.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2666,2019-10-06,14:00,La Liga,Matchweek 8,Sun,Away,L,0,1,Celta Vigo,12.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2667,2019-10-20,18:30,La Liga,Matchweek 9,Sun,Home,D,1,1,Valladolid,36.0,22.0,3.0,8.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Athletic Club
2668,2019-10-26,21:00,La Liga,Matchweek 10,Sat,Away,L,0,2,Atlético Madrid,12.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2669,2019-10-30,20:00,La Liga,Matchweek 11,Wed,Home,W,3,0,Espanyol,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2670,2019-11-03,14:00,La Liga,Matchweek 12,Sun,Away,D,0,0,Villarreal,19.0,15.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2671,2019-11-10,14:00,La Liga,Matchweek 13,Sun,Home,W,2,1,Levante,37.0,25.0,6.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2672,2019-11-24,14:00,La Liga,Matchweek 14,Sun,Away,W,2,1,Osasuna,11.0,8.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Athletic Club
2673,2019-12-01,14:00,La Liga,Matchweek 15,Sun,Home,W,2,0,Granada,25.0,19.0,2.0,2.0,1.0,1.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,Athletic Club
2674,2019-12-08,14:00,La Liga,Matchweek 16,Sun,Away,L,2,3,Betis,16.0,9.0,2.0,0.0,0.0,3.0,2.0,4.0,0.0,1.0,0.0,0.0,2.0,1.0,Athletic Club
2675,2019-12-14,18:30,La Liga,Matchweek 17,Sat,Home,D,0,0,Eibar,16.0,11.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2676,2019-12-17,21:00,Copa del Rey,First round,Tue,Away,W,3,0,Intercity,,,,,,,,,,,,,,,Athletic Club
2677,2019-12-22,21:00,La Liga,Matchweek 18,Sun,Away,D,0,0,Real Madrid,12.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2678,2020-01-03,21:00,La Liga,Matchweek 19,Fri,Away,D,1,1,Sevilla,11.0,7.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,Athletic Club
2679,2020-01-11,19:00,Copa del Rey,Second round,Sat,Away,W,4,0,Sestao,,,,,,,,,,,,,,,Athletic Club
2680,2020-01-19,18:30,La Liga,Matchweek 20,Sun,Home,D,1,1,Celta Vigo,38.0,25.0,5.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,Athletic Club
2681,2020-01-22,19:00,Copa del Rey,Round of 32,Wed,Away,D,1 (5),1 (4),Elche,,,,,,,,,,,,,,,Athletic Club
2682,2020-01-25,13:00,La Liga,Matchweek 21,Sat,Away,D,1,1,Espanyol,16.0,11.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2683,2020-01-28,20:00,Copa del Rey,Round of 16,Tue,Away,D,3 (4),3 (2),Tenerife,,,,,,,,,,,,,,,Athletic Club
2684,2020-02-02,16:00,La Liga,Matchweek 22,Sun,Home,L,0,2,Getafe,13.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2685,2020-02-06,21:00,Copa del Rey,Quarter-finals,Thu,Home,W,1,0,Barcelona,,,,,,,,,,,,,,,Athletic Club
2686,2020-02-09,14:00,La Liga,Matchweek 23,Sun,Away,L,1,2,Real Sociedad,8.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Athletic Club
2687,2020-02-12,21:00,Copa del Rey,Semi-finals,Wed,Home,W,1,0,Granada,,,,,,,,,,,,,,,Athletic Club
2688,2020-02-16,18:30,La Liga,Matchweek 24,Sun,Home,L,0,1,Osasuna,22.0,15.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2689,2020-02-23,14:00,La Liga,Matchweek 25,Sun,Away,L,1,2,Alavés,21.0,8.0,7.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2690,2020-03-01,14:00,La Liga,Matchweek 26,Sun,Home,W,1,0,Villarreal,30.0,20.0,4.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Athletic Club
2691,2020-03-05,21:00,Copa del Rey,Semi-finals,Thu,Away,L,1,2,Granada,,,,,,,,,,,,,,,Athletic Club
2692,2020-03-08,14:00,La Liga,Matchweek 27,Sun,Away,W,4,1,Valladolid,15.0,11.0,2.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,Athletic Club
2693,2020-06-14,14:00,La Liga,Matchweek 28,Sun,Home,D,1,1,Atlético Madrid,17.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Athletic Club
2694,2020-06-17,19:30,La Liga,Matchweek 29,Wed,Away,D,2,2,Eibar,9.0,6.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Athletic Club
2695,2020-06-20,17:00,La Liga,Matchweek 30,Sat,Home,W,1,0,Betis,17.0,11.0,4.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Athletic Club
2696,2020-06-23,22:00,La Liga,Matchweek 31,Tue,Away,L,0,1,Barcelona,12.0,9.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Athletic Club
2697,2020-06-27,14:00,La Liga,Matchweek 32,Sat,Home,W,3,1,Mallorca,21.0,15.0,2.0,1.0,0.0,1.0,2.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,Athletic Club
2698,2020-07-01,19:30,La Liga,Matchweek 33,Wed,Away,W,2,0,Valencia,20.0,16.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2699,2020-07-05,14:00,La Liga,Matchweek 34,Sun,Home,L,0,1,Real Madrid,14.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2700,2020-07-09,22:00,La Liga,Matchweek 35,Thu,Home,L,1,2,Sevilla,21.0,13.0,2.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Athletic Club
2701,2020-07-12,17:00,La Liga,Matchweek 36,Sun,Away,W,2,1,Levante,20.0,13.0,4.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2702,2020-07-16,21:00,La Liga,Matchweek 37,Thu,Home,L,0,2,Leganés,15.0,12.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2703,2020-07-19,21:00,La Liga,Matchweek 38,Sun,Away,L,0,4,Granada,14.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Athletic Club
2704,2021-04-03,21:30,Copa del Rey,Final,Sat,Home,L,0,1,Real Sociedad,,,,,,,,,,,,,,,Athletic Club
2705,2019-08-18,21:00,La Liga,Matchweek 1,Sun,Home,L,1,2,Valladolid,24.0,13.0,1.0,6.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2706,2019-08-25,21:00,La Liga,Matchweek 2,Sun,Away,L,2,5,Barcelona,7.0,4.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Real Betis
2707,2019-08-31,21:00,La Liga,Matchweek 3,Sat,Home,W,2,1,Leganés,30.0,20.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2708,2019-09-15,21:00,La Liga,Matchweek 4,Sun,Home,D,1,1,Getafe,11.0,7.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Real Betis
2709,2019-09-20,21:00,La Liga,Matchweek 5,Fri,Away,D,0,0,Osasuna,13.0,8.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2710,2019-09-24,20:00,La Liga,Matchweek 6,Tue,Home,W,3,1,Levante,33.0,25.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,Real Betis
2711,2019-09-27,21:00,La Liga,Matchweek 7,Fri,Away,L,1,5,Villarreal,19.0,12.0,1.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2712,2019-10-04,21:00,La Liga,Matchweek 8,Fri,Home,D,1,1,Eibar,21.0,16.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Real Betis
2713,2019-10-20,14:00,La Liga,Matchweek 9,Sun,Away,L,1,3,Real Sociedad,21.0,15.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Real Betis
2714,2019-10-27,14:00,La Liga,Matchweek 10,Sun,Away,L,0,1,Granada,22.0,18.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2715,2019-10-30,21:00,La Liga,Matchweek 11,Wed,Home,W,2,1,Celta Vigo,18.0,9.0,3.0,3.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Real Betis
2716,2019-11-02,21:00,La Liga,Matchweek 12,Sat,Away,D,0,0,Real Madrid,17.0,8.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2717,2019-11-10,21:00,La Liga,Matchweek 13,Sun,Home,L,1,2,Sevilla,30.0,19.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Real Betis
2718,2019-11-23,16:00,La Liga,Matchweek 14,Sat,Home,W,2,1,Valencia,46.0,37.0,0.0,5.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,Real Betis
2719,2019-11-30,18:30,La Liga,Matchweek 15,Sat,Away,W,2,1,Mallorca,30.0,20.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Real Betis
2720,2019-12-08,14:00,La Liga,Matchweek 16,Sun,Home,W,3,2,Athletic Club,14.0,13.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2721,2019-12-15,16:00,La Liga,Matchweek 17,Sun,Away,D,2,2,Espanyol,18.0,13.0,1.0,2.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2722,2019-12-19,19:00,Copa del Rey,First round,Thu,Away,W,4,0,CA Antoniano,,,,,,,,,,,,,,,Real Betis
2723,2019-12-22,16:00,La Liga,Matchweek 18,Sun,Home,L,1,2,Atlético Madrid,26.0,20.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2724,2020-01-05,16:00,La Liga,Matchweek 19,Sun,Away,D,1,1,Alavés,20.0,16.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2725,2020-01-11,16:00,Copa del Rey,Second round,Sat,Away,W,3,0,Club Portugalete,,,,,,,,,,,,,,,Real Betis
2726,2020-01-19,14:00,La Liga,Matchweek 20,Sun,Home,W,3,0,Real Sociedad,23.0,17.0,2.0,1.0,2.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,Real Betis
2727,2020-01-23,21:00,Copa del Rey,Round of 32,Thu,Away,D,2 (2),2 (4),Rayo Vallecano,,,,,,,,,,,,,,,Real Betis
2728,2020-01-26,16:00,La Liga,Matchweek 21,Sun,Away,L,0,1,Getafe,15.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2729,2020-02-02,14:00,La Liga,Matchweek 22,Sun,Away,D,1,1,Eibar,26.0,20.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Real Betis
2730,2020-02-09,21:00,La Liga,Matchweek 23,Sun,Home,L,2,3,Barcelona,9.0,5.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,Real Betis
2731,2020-02-16,14:00,La Liga,Matchweek 24,Sun,Away,D,0,0,Leganés,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2732,2020-02-21,21:00,La Liga,Matchweek 25,Fri,Home,D,3,3,Mallorca,33.0,25.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,Real Betis
2733,2020-02-29,16:00,La Liga,Matchweek 26,Sat,Away,L,1,2,Valencia,22.0,12.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Real Betis
2734,2020-03-08,21:00,La Liga,Matchweek 27,Sun,Home,W,2,1,Real Madrid,25.0,18.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Real Betis
2735,2020-06-11,22:00,La Liga,Matchweek 28,Thu,Away,L,0,2,Sevilla,21.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2736,2020-06-15,22:00,La Liga,Matchweek 29,Mon,Home,D,2,2,Granada,34.0,24.0,3.0,3.0,1.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Real Betis
2737,2020-06-20,17:00,La Liga,Matchweek 30,Sat,Away,L,0,1,Athletic Club,18.0,12.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2738,2020-06-25,22:00,La Liga,Matchweek 31,Thu,Home,W,1,0,Espanyol,22.0,14.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Real Betis
2739,2020-06-28,14:00,La Liga,Matchweek 32,Sun,Away,L,2,4,Levante,31.0,25.0,1.0,3.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0,Real Betis
2740,2020-07-01,22:00,La Liga,Matchweek 33,Wed,Home,L,0,2,Villarreal,15.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2741,2020-07-04,17:00,La Liga,Matchweek 34,Sat,Away,D,1,1,Celta Vigo,15.0,9.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2742,2020-07-08,20:30,La Liga,Matchweek 35,Wed,Home,W,3,0,Osasuna,22.0,18.0,1.0,0.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2743,2020-07-11,22:00,La Liga,Matchweek 36,Sat,Away,L,0,1,Atlético Madrid,35.0,31.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2744,2020-07-16,21:00,La Liga,Matchweek 37,Thu,Home,L,1,2,Alavés,25.0,21.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2745,2020-07-19,18:30,La Liga,Matchweek 38,Sun,Away,L,0,2,Valladolid,20.0,17.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real Betis
2746,2019-08-18,17:00,La Liga,Matchweek 1,Sun,Home,W,1,0,Levante,17.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Alaves
2747,2019-08-25,17:00,La Liga,Matchweek 2,Sun,Home,D,0,0,Espanyol,20.0,14.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
2748,2019-08-31,19:00,La Liga,Matchweek 3,Sat,Away,D,1,1,Getafe,8.0,2.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Alaves
2749,2019-09-15,14:00,La Liga,Matchweek 4,Sun,Home,L,0,1,Sevilla,11.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
2750,2019-09-22,18:30,La Liga,Matchweek 5,Sun,Away,L,0,2,Athletic Club,8.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
2751,2019-09-26,21:00,La Liga,Matchweek 6,Thu,Away,L,0,3,Real Sociedad,8.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
2752,2019-09-29,16:00,La Liga,Matchweek 7,Sun,Home,W,2,0,Mallorca,17.0,10.0,3.0,1.0,1.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Alaves
2753,2019-10-05,18:30,La Liga,Matchweek 8,Sat,Away,L,1,2,Valencia,18.0,12.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Alaves
2754,2019-10-20,12:00,La Liga,Matchweek 9,Sun,Home,W,2,0,Celta Vigo,25.0,17.0,4.0,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,Alaves
