,_date_,_time_,comp,round,_day_,venue,_result_,gf,ga,opponent,sca_types_sca,sca_types_passlive,sca_types_passdead,sca_types_drib,sca_types_sh,sca_types_fld,sca_types_def,gca_types_gca,gca_types_passlive,gca_types_passdead,gca_types_drib,gca_types_sh,gca_types_fld,gca_types_def,team
1100,2021-08-21,19:30,La Liga,Matchweek 2,Sat,Home,D,1,1,Valencia,18.0,10.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1101,2021-08-29,19:30,La Liga,Matchweek 3,Sun,Away,L,0,4,Rayo Vallecano,15.0,8.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1102,2021-09-13,22:00,La Liga,Matchweek 4,Mon,Home,L,1,2,Betis,16.0,9.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1103,2021-09-20,21:00,La Liga,Matchweek 5,Mon,Away,D,1,1,Barcelona,9.0,5.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Granada
1104,2021-09-23,19:30,La Liga,Matchweek 6,Thu,Home,L,2,3,Real Sociedad,17.0,9.0,2.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,Granada
1105,2021-09-27,21:00,La Liga,Matchweek 7,Mon,Away,L,0,1,Celta Vigo,9.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1106,2021-10-03,21:00,La Liga,Matchweek 8,Sun,Home,W,1,0,Sevilla,5.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1107,2021-10-22,21:00,La Liga,Matchweek 10,Fri,Away,D,1,1,Osasuna,17.0,13.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1108,2021-10-28,20:00,La Liga,Matchweek 11,Thu,Home,D,1,1,Getafe,32.0,26.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Granada
1109,2021-11-01,21:00,La Liga,Matchweek 12,Mon,Away,W,3,0,Levante,19.0,13.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,Granada
1110,2021-11-06,14:00,La Liga,Matchweek 13,Sat,Away,L,0,2,Espanyol,33.0,21.0,2.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1111,2021-11-21,16:15,La Liga,Matchweek 14,Sun,Home,L,1,4,Real Madrid,18.0,13.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,Granada
1112,2021-11-26,21:00,La Liga,Matchweek 15,Fri,Away,D,2,2,Athletic Club,16.0,9.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Granada
1113,2021-11-30,18:00,Copa del Rey,First round,Tue,Away,W,7,0,CD Laguna,,,,,,,,,,,,,,,Granada
1114,2021-12-03,21:00,La Liga,Matchweek 16,Fri,Home,W,2,1,Alavés,13.0,8.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Granada
1115,2021-12-13,21:00,La Liga,Matchweek 17,Mon,Away,D,1,1,Cádiz,30.0,22.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1116,2021-12-16,21:00,Copa del Rey,Second round,Thu,Away,L,0,1,Atlético Mancha Real,,,,,,,,,,,,,,,Granada
1117,2021-12-19,14:00,La Liga,Matchweek 18,Sun,Home,W,4,1,Mallorca,21.0,14.0,2.0,1.0,3.0,0.0,1.0,7.0,3.0,1.0,1.0,1.0,0.0,1.0,Granada
1118,2021-12-22,19:00,La Liga,Matchweek 9,Wed,Home,W,2,1,Atlético Madrid,14.0,10.0,0.0,2.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Granada
1119,2022-01-02,16:15,La Liga,Matchweek 19,Sun,Away,D,0,0,Elche,17.0,10.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1120,2022-01-08,18:30,La Liga,Matchweek 20,Sat,Home,D,1,1,Barcelona,25.0,18.0,3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Granada
1121,2022-01-20,19:00,La Liga,Matchweek 21,Thu,Away,L,2,4,Getafe,10.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1122,2022-01-23,14:00,La Liga,Matchweek 22,Sun,Home,L,0,2,Osasuna,8.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1123,2022-02-06,21:00,La Liga,Matchweek 23,Sun,Away,L,0,1,Real Madrid,14.0,10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1124,2022-02-13,18:30,La Liga,Matchweek 24,Sun,Away,L,0,2,Real Sociedad,26.0,20.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1125,2022-02-19,14:00,La Liga,Matchweek 25,Sat,Home,L,1,4,Villarreal,30.0,16.0,4.0,0.0,2.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Granada
1126,2022-02-28,21:00,La Liga,Matchweek 26,Mon,Home,D,0,0,Cádiz,10.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1127,2022-03-05,18:30,La Liga,Matchweek 27,Sat,Away,L,1,3,Valencia,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1128,2022-03-12,16:15,La Liga,Matchweek 28,Sat,Home,L,0,1,Elche,30.0,23.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1129,2022-03-19,14:00,La Liga,Matchweek 29,Sat,Away,W,3,2,Alavés,22.0,16.0,3.0,0.0,2.0,1.0,0.0,6.0,4.0,1.0,0.0,1.0,0.0,0.0,Granada
1130,2022-04-03,18:30,La Liga,Matchweek 30,Sun,Home,D,2,2,Rayo Vallecano,30.0,19.0,7.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Granada
1131,2022-04-08,21:00,La Liga,Matchweek 31,Fri,Away,L,2,4,Sevilla,22.0,17.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,Granada
1132,2022-04-17,14:00,La Liga,Matchweek 32,Sun,Home,L,1,4,Levante,27.0,14.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,Granada
1133,2022-04-20,19:00,La Liga,Matchweek 33,Wed,Away,D,0,0,Atlético Madrid,11.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1134,2022-05-01,16:15,La Liga,Matchweek 34,Sun,Home,D,1,1,Celta Vigo,21.0,13.0,2.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1135,2022-05-07,14:00,La Liga,Matchweek 35,Sat,Away,W,6,2,Mallorca,24.0,13.0,4.0,0.0,2.0,3.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,1.0,Granada
1136,2022-05-10,20:00,La Liga,Matchweek 36,Tue,Home,W,1,0,Athletic Club,14.0,11.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Granada
1137,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,0,2,Betis,24.0,18.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1138,2022-05-22,20:00,La Liga,Matchweek 38,Sun,Home,D,0,0,Espanyol,25.0,16.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Granada
1139,2021-08-14,22:00,La Liga,Matchweek 1,Sat,Home,L,1,4,Real Madrid,18.0,15.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Alaves
1140,2021-08-21,17:00,La Liga,Matchweek 2,Sat,Home,L,0,1,Mallorca,19.0,9.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1141,2021-08-27,22:15,La Liga,Matchweek 3,Fri,Away,L,0,3,Valencia,15.0,6.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1142,2021-09-18,21:00,La Liga,Matchweek 5,Sat,Home,L,0,2,Osasuna,8.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1143,2021-09-22,19:30,La Liga,Matchweek 6,Wed,Away,L,0,1,Espanyol,13.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1144,2021-09-25,14:00,La Liga,Matchweek 7,Sat,Home,W,1,0,Atlético Madrid,14.0,7.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Alaves
1145,2021-10-01,21:00,La Liga,Matchweek 8,Fri,Away,L,0,1,Athletic Club,32.0,14.0,8.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1146,2021-10-18,19:00,La Liga,Matchweek 9,Mon,Home,L,0,1,Betis,24.0,12.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1147,2021-10-23,16:15,La Liga,Matchweek 10,Sat,Away,W,2,0,Cádiz,12.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,Alaves
1148,2021-10-26,19:00,La Liga,Matchweek 11,Tue,Home,W,1,0,Elche,28.0,18.0,1.0,2.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Alaves
1149,2021-10-30,21:00,La Liga,Matchweek 12,Sat,Away,D,1,1,Barcelona,8.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Alaves
1150,2021-11-06,18:30,La Liga,Matchweek 13,Sat,Home,W,2,1,Levante,17.0,11.0,2.0,1.0,0.0,3.0,0.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,Alaves
1151,2021-11-20,16:15,La Liga,Matchweek 14,Sat,Away,D,2,2,Sevilla,11.0,6.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,Alaves
1152,2021-11-27,14:00,La Liga,Matchweek 15,Sat,Home,L,1,2,Celta Vigo,23.0,15.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Alaves
1153,2021-11-30,19:00,Copa del Rey,First round,Tue,Away,W,3,0,Unami Club Polideportivo,,,,,,,,,,,,,,,Alaves
1154,2021-12-03,21:00,La Liga,Matchweek 16,Fri,Away,L,1,2,Granada,22.0,19.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1155,2021-12-11,16:15,La Liga,Matchweek 17,Sat,Home,D,1,1,Getafe,16.0,10.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Alaves
1156,2021-12-14,21:00,Copa del Rey,Second round,Tue,Away,L,1,2,Linares,,,,,,,,,,,,,,,Alaves
1157,2021-12-18,14:00,La Liga,Matchweek 18,Sat,Away,L,0,2,Rayo Vallecano,11.0,6.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1158,2021-12-21,19:00,La Liga,Matchweek 4,Tue,Away,L,2,5,Villarreal,6.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Alaves
1159,2022-01-02,18:30,La Liga,Matchweek 19,Sun,Home,D,1,1,Real Sociedad,33.0,21.0,5.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Alaves
1160,2022-01-09,18:30,La Liga,Matchweek 20,Sun,Home,D,0,0,Athletic Club,17.0,8.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1161,2022-01-18,20:00,La Liga,Matchweek 21,Tue,Away,L,0,4,Betis,14.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1162,2022-01-23,21:00,La Liga,Matchweek 22,Sun,Home,L,0,1,Barcelona,13.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1163,2022-02-05,14:00,La Liga,Matchweek 23,Sat,Away,L,1,3,Elche,10.0,8.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Alaves
1164,2022-02-13,14:00,La Liga,Matchweek 24,Sun,Home,W,2,1,Valencia,17.0,8.0,3.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,Alaves
1165,2022-02-19,21:00,La Liga,Matchweek 25,Sat,Away,L,0,3,Real Madrid,8.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1166,2022-02-26,16:15,La Liga,Matchweek 26,Sat,Away,D,2,2,Getafe,12.0,9.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Alaves
1167,2022-03-04,21:00,La Liga,Matchweek 27,Fri,Home,D,0,0,Sevilla,26.0,17.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1168,2022-03-13,18:30,La Liga,Matchweek 28,Sun,Away,L,0,1,Real Sociedad,21.0,11.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1169,2022-03-19,14:00,La Liga,Matchweek 29,Sat,Home,L,2,3,Granada,20.0,15.0,3.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Alaves
1170,2022-04-02,21:00,La Liga,Matchweek 30,Sat,Away,L,1,4,Atlético Madrid,12.0,6.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Alaves
1171,2022-04-10,14:00,La Liga,Matchweek 31,Sun,Away,L,0,1,Osasuna,13.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1172,2022-04-16,16:15,La Liga,Matchweek 32,Sat,Home,W,1,0,Rayo Vallecano,16.0,9.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Alaves
1173,2022-04-19,19:00,La Liga,Matchweek 33,Tue,Away,L,1,2,Mallorca,17.0,14.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1174,2022-04-30,14:00,La Liga,Matchweek 34,Sat,Home,W,2,1,Villarreal,18.0,12.0,5.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Alaves
1175,2022-05-07,18:30,La Liga,Matchweek 35,Sat,Away,L,0,4,Celta Vigo,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1176,2022-05-11,19:00,La Liga,Matchweek 36,Wed,Home,W,2,1,Espanyol,41.0,23.0,7.0,3.0,4.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,Alaves
1177,2022-05-15,19:30,La Liga,Matchweek 37,Sun,Away,L,1,3,Levante,10.0,5.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,Alaves
1178,2022-05-22,20:00,La Liga,Matchweek 38,Sun,Home,L,0,1,Cádiz,16.0,10.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alaves
1179,2020-09-27,16:00,La Liga,Matchweek 3,Sun,Home,W,6,1,Granada,28.0,20.0,1.0,2.0,3.0,1.0,1.0,11.0,9.0,0.0,1.0,1.0,0.0,0.0,Atletico Madrid
1180,2020-09-30,19:00,La Liga,Matchweek 4,Wed,Away,D,0,0,Huesca,26.0,16.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1181,2020-10-03,16:00,La Liga,Matchweek 5,Sat,Home,D,0,0,Villarreal,19.0,11.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1182,2020-10-17,16:00,La Liga,Matchweek 6,Sat,Away,W,2,0,Celta Vigo,15.0,10.0,2.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,Atletico Madrid
1183,2020-10-21,21:00,Champions Lg,Group stage,Wed,Away,L,0,4,de Bayern Munich,11.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1184,2020-10-24,21:00,La Liga,Matchweek 7,Sat,Home,W,2,0,Betis,18.0,14.0,1.0,0.0,2.0,1.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,Atletico Madrid
1185,2020-10-27,21:00,Champions Lg,Group stage,Tue,Home,W,3,2,at RB Salzburg,36.0,29.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,Atletico Madrid
1186,2020-10-31,18:30,La Liga,Matchweek 8,Sat,Away,W,3,1,Osasuna,20.0,15.0,0.0,1.0,2.0,2.0,0.0,6.0,4.0,0.0,1.0,0.0,1.0,0.0,Atletico Madrid
1187,2020-11-03,20:55,Champions Lg,Group stage,Tue,Away,D,1,1,ru Loko Moscow,25.0,22.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1188,2020-11-07,21:00,La Liga,Matchweek 9,Sat,Home,W,4,0,Cádiz,31.0,22.0,4.0,0.0,1.0,2.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,Atletico Madrid
1189,2020-11-21,21:00,La Liga,Matchweek 10,Sat,Home,W,1,0,Barcelona,18.0,14.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Atletico Madrid
1190,2020-11-25,21:00,Champions Lg,Group stage,Wed,Home,D,0,0,ru Loko Moscow,33.0,24.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1191,2020-11-28,16:15,La Liga,Matchweek 11,Sat,Away,W,1,0,Valencia,25.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1192,2020-12-01,21:00,Champions Lg,Group stage,Tue,Home,D,1,1,de Bayern Munich,20.0,13.0,4.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1193,2020-12-05,18:30,La Liga,Matchweek 12,Sat,Home,W,2,0,Valladolid,22.0,18.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1194,2020-12-09,21:00,Champions Lg,Group stage,Wed,Away,W,2,0,at RB Salzburg,11.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,Atletico Madrid
1195,2020-12-12,21:00,La Liga,Matchweek 13,Sat,Away,L,0,2,Real Madrid,9.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1196,2020-12-16,19:00,Copa del Rey,First round,Wed,Away,W,3,0,CE Cardassar,,,,,,,,,,,,,,,Atletico Madrid
1197,2020-12-19,14:00,La Liga,Matchweek 14,Sat,Home,W,3,1,Elche,24.0,17.0,4.0,0.0,0.0,2.0,1.0,6.0,5.0,0.0,0.0,0.0,1.0,0.0,Atletico Madrid
1198,2020-12-22,19:45,La Liga,Matchweek 15,Tue,Away,W,2,0,Real Sociedad,13.0,6.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,Atletico Madrid
1199,2020-12-30,19:15,La Liga,Matchweek 16,Wed,Home,W,1,0,Getafe,19.0,11.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Atletico Madrid
1200,2021-01-03,16:15,La Liga,Matchweek 17,Sun,Away,W,2,1,Alavés,13.0,10.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Atletico Madrid
1201,2021-01-06,18:00,Copa del Rey,Second round,Wed,Away,L,0,1,Cornellà,,,,,,,,,,,,,,,Atletico Madrid
1202,2021-01-12,21:30,La Liga,Matchweek 1,Tue,Home,W,2,0,Sevilla,7.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1203,2021-01-21,21:30,La Liga,Matchweek 19,Thu,Away,W,2,1,Eibar,12.0,9.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Atletico Madrid
1204,2021-01-24,21:00,La Liga,Matchweek 20,Sun,Home,W,3,1,Valencia,28.0,18.0,4.0,2.0,2.0,1.0,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,Atletico Madrid
1205,2021-01-31,16:15,La Liga,Matchweek 21,Sun,Away,W,4,2,Cádiz,16.0,11.0,0.0,2.0,0.0,2.0,1.0,8.0,5.0,0.0,1.0,0.0,2.0,0.0,Atletico Madrid
1206,2021-02-08,21:00,La Liga,Matchweek 22,Mon,Home,D,2,2,Celta Vigo,19.0,12.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1207,2021-02-13,14:00,La Liga,Matchweek 23,Sat,Away,W,2,1,Granada,20.0,14.0,1.0,3.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1208,2021-02-17,19:00,La Liga,Matchweek 2,Wed,Away,D,1,1,Levante,24.0,17.0,4.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Atletico Madrid
1209,2021-02-20,16:15,La Liga,Matchweek 24,Sat,Home,L,0,2,Levante,52.0,36.0,5.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1210,2021-02-23,21:00,Champions Lg,Round of 16,Tue,Home,L,0,1,eng Chelsea,10.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1211,2021-02-28,21:00,La Liga,Matchweek 25,Sun,Away,W,2,0,Villarreal,9.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1212,2021-03-07,16:15,La Liga,Matchweek 26,Sun,Home,D,1,1,Real Madrid,22.0,16.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,Atletico Madrid
1213,2021-03-10,19:00,La Liga,Matchweek 18,Wed,Home,W,2,1,Athletic Club,20.0,17.0,2.0,0.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,Atletico Madrid
1214,2021-03-13,21:00,La Liga,Matchweek 27,Sat,Away,D,0,0,Getafe,27.0,22.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1215,2021-03-17,20:00,Champions Lg,Round of 16,Wed,Away,L,0,2,eng Chelsea,18.0,14.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1216,2021-03-21,18:30,La Liga,Matchweek 28,Sun,Home,W,1,0,Alavés,11.0,9.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1217,2021-04-04,21:00,La Liga,Matchweek 29,Sun,Away,L,0,1,Sevilla,18.0,13.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1218,2021-04-11,21:00,La Liga,Matchweek 30,Sun,Away,D,1,1,Betis,17.0,14.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1219,2021-04-18,16:15,La Liga,Matchweek 33,Sun,Home,W,5,0,Eibar,17.0,11.0,2.0,2.0,2.0,0.0,0.0,9.0,6.0,0.0,2.0,1.0,0.0,0.0,Atletico Madrid
1220,2021-04-22,19:00,La Liga,Matchweek 31,Thu,Home,W,2,0,Huesca,31.0,22.0,2.0,4.0,3.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,Atletico Madrid
1221,2021-04-25,21:00,La Liga,Matchweek 32,Sun,Away,L,1,2,Athletic Club,21.0,14.0,4.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,Atletico Madrid
1222,2021-05-01,16:15,La Liga,Matchweek 34,Sat,Away,W,1,0,Elche,20.0,16.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1223,2021-05-08,16:15,La Liga,Matchweek 35,Sat,Away,D,0,0,Barcelona,17.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1224,2021-05-12,22:00,La Liga,Matchweek 36,Wed,Home,W,2,1,Real Sociedad,18.0,12.0,2.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1225,2021-05-16,18:30,La Liga,Matchweek 37,Sun,Home,W,2,1,Osasuna,47.0,42.0,1.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Atletico Madrid
1226,2021-05-22,18:00,La Liga,Matchweek 38,Sat,Away,W,2,1,Valladolid,19.0,12.0,3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,Atletico Madrid
1227,2020-09-24,21:00,Super Cup,UEFA Super Cup,Thu,Neutral,L,1,2,de Bayern Munich,,,,,,,,,,,,,,,Sevilla
1228,2020-09-27,18:30,La Liga,Matchweek 3,Sun,Away,W,3,1,Cádiz,27.0,23.0,2.0,1.0,1.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,Sevilla
1229,2020-10-01,19:00,La Liga,Matchweek 4,Thu,Home,W,1,0,Levante,27.0,24.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Sevilla
