,_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away
4486,27.0,Sun,2019-03-10,20:45,Valladolid,1–4,Real Madrid,21914.0,Estadio Municipal José Zorrilla,Jesús Gil,2.3,2.7
4488,28.0,Fri,2019-03-15,21:00,Real Sociedad,1–1,Levante,20605.0,Estadio Municipal de Anoeta,Adrián Cordero,2.0,0.8
4489,28.0,Sat,2019-03-16,13:00,Huesca,1–3,Alavés,6811.0,Estadio El Alcoraz,Alberto Undiano,1.5,2.0
4490,28.0,Sat,2019-03-16,16:15,Real Madrid,2–0,Celta Vigo,65054.0,Estadio Santiago Bernabéu,Juan Martínez,2.3,0.4
4491,28.0,Sat,2019-03-16,18:30,Athletic Club,2–0,Atlético Madrid,39659.0,San Mamés,Santiago Jaime,1.1,0.6
4492,28.0,Sat,2019-03-16,20:45,Leganés,0–2,Girona,9873.0,Estadio Municipal de Butarque,José Luis Munuera,0.5,1.3
4493,28.0,Sun,2019-03-17,12:00,Eibar,1–2,Valladolid,4508.0,Estadio Municipal de Ipurúa,David Medié,1.4,2.0
4494,28.0,Sun,2019-03-17,16:15,Espanyol,0–1,Sevilla,20219.0,RCDE Stadium,Guillermo Cuadra,0.8,1.2
4495,28.0,Sun,2019-03-17,18:30,Valencia,0–0,Getafe,41778.0,Estadio de Mestalla,José Sánchez,0.5,0.3
4496,28.0,Sun,2019-03-17,18:30,Villarreal,3–1,Rayo Vallecano,17117.0,Estadio de la Cerámica,José González,2.1,0.2
4497,28.0,Sun,2019-03-17,20:45,Betis,1–4,Barcelona,54172.0,Estadio Benito Villamarín,Ricardo de Burgos,1.0,2.9
4499,29.0,Fri,2019-03-29,21:00,Girona,1–2,Athletic Club,10652.0,Estadi Municipal de Montilivi,José Sánchez,0.3,0.7
4500,29.0,Sat,2019-03-30,13:00,Getafe,0–2,Leganés,12705.0,Coliseum Alfonso Pérez,Pablo González,0.5,1.2
4501,29.0,Sat,2019-03-30,16:15,Barcelona,2–0,Espanyol,92795.0,Camp Nou,Carlos del Cerro,1.1,0.2
4502,29.0,Sat,2019-03-30,18:30,Celta Vigo,3–2,Villarreal,22315.0,Estadio de Balaídos,Jesús Gil,1.5,2.2
4503,29.0,Sat,2019-03-30,20:45,Alavés,0–4,Atlético Madrid,19117.0,Estadio de Mendizorroza,Mario Melero,0.7,1.5
4504,29.0,Sun,2019-03-31,12:00,Levante,2–2,Eibar,16179.0,Estadio Ciudad de Valencia,Eduardo Prieto,1.0,1.7
4505,29.0,Sun,2019-03-31,14:00,Rayo Vallecano,1–1,Betis,12310.0,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,2.2,0.5
4506,29.0,Sun,2019-03-31,16:15,Sevilla,0–1,Valencia,38450.0,Estadio Ramón Sánchez Pizjuán,José González,1.1,0.9
4507,29.0,Sun,2019-03-31,18:30,Valladolid,1–1,Real Sociedad,18775.0,Estadio Municipal José Zorrilla,Alberola Rojas,1.2,0.4
4508,29.0,Sun,2019-03-31,20:45,Real Madrid,3–2,Huesca,49269.0,Estadio Santiago Bernabéu,Javier Estrada,3.5,1.6
4510,30.0,Tue,2019-04-02,19:30,Atlético Madrid,2–0,Girona,40863.0,Estadio Wanda Metropolitano,Ignacio Iglesias,2.5,0.4
4511,30.0,Tue,2019-04-02,20:30,Espanyol,1–1,Getafe,16322.0,RCDE Stadium,Ricardo de Burgos,1.5,1.3
4512,30.0,Tue,2019-04-02,21:30,Villarreal,4–4,Barcelona,19515.0,Estadio de la Cerámica,Alejandro Hernández,2.8,2.4
4513,30.0,Wed,2019-04-03,19:30,Athletic Club,3–2,Levante,36450.0,San Mamés,José Luis Munuera,1.7,1.3
4514,30.0,Wed,2019-04-03,20:30,Huesca,3–3,Celta Vigo,6552.0,Estadio El Alcoraz,Adrián Cordero,2.6,1.4
4515,30.0,Wed,2019-04-03,20:30,Eibar,2–1,Rayo Vallecano,3940.0,Estadio Municipal de Ipurúa,Alberto Undiano,1.4,0.7
4516,30.0,Wed,2019-04-03,21:30,Valencia,2–1,Real Madrid,44274.0,Estadio de Mestalla,Santiago Jaime,1.5,0.7
4517,30.0,Thu,2019-04-04,19:30,Sevilla,2–0,Alavés,33212.0,Estadio Ramón Sánchez Pizjuán,Juan Martínez,1.4,0.4
4518,30.0,Thu,2019-04-04,20:30,Leganés,1–0,Valladolid,10185.0,Estadio Municipal de Butarque,Guillermo Cuadra,1.8,0.8
4519,30.0,Thu,2019-04-04,21:30,Real Sociedad,2–1,Betis,16417.0,Estadio Municipal de Anoeta,David Medié,2.0,1.2
4521,31.0,Sat,2019-04-06,13:00,Girona,1–2,Espanyol,11463.0,Estadi Municipal de Montilivi,Eduardo Prieto,1.7,0.4
4522,31.0,Sat,2019-04-06,16:15,Real Madrid,2–1,Eibar,50284.0,Estadio Santiago Bernabéu,Pablo González,1.3,0.5
4523,31.0,Sat,2019-04-06,18:30,Rayo Vallecano,2–0,Valencia,11320.0,Estadio del Rayo Vallecano,Alberola Rojas,1.8,2.1
4524,31.0,Sat,2019-04-06,20:45,Barcelona,2–0,Atlético Madrid,92453.0,Camp Nou,Jesús Gil,2.2,0.5
4525,31.0,Sun,2019-04-07,12:00,Alavés,1–1,Leganés,16783.0,Estadio de Mendizorroza,Antonio Matéu Lahoz,0.9,0.8
4526,31.0,Sun,2019-04-07,14:00,Getafe,1–0,Athletic Club,11617.0,Coliseum Alfonso Pérez,José González,0.7,0.5
4527,31.0,Sun,2019-04-07,16:15,Valladolid,0–2,Sevilla,17989.0,Estadio Municipal José Zorrilla,José Sánchez,0.8,1.7
4528,31.0,Sun,2019-04-07,18:30,Levante,2–2,Huesca,19824.0,Estadio Ciudad de Valencia,Carlos del Cerro,2.6,0.8
4529,31.0,Sun,2019-04-07,18:30,Celta Vigo,3–1,Real Sociedad,20519.0,Estadio de Balaídos,Mario Melero,2.6,1.4
4530,31.0,Sun,2019-04-07,20:45,Betis,2–1,Villarreal,28475.0,Estadio Benito Villamarín,Javier Estrada,2.4,1.5
4532,32.0,Sat,2019-04-13,13:00,Espanyol,2–1,Alavés,18143.0,RCDE Stadium,Ignacio Iglesias,0.5,0.8
4533,32.0,Sat,2019-04-13,16:15,Huesca,0–0,Barcelona,7332.0,Estadio El Alcoraz,Guillermo Cuadra,0.3,1.0
4534,32.0,Sat,2019-04-13,18:30,Atlético Madrid,2–0,Celta Vigo,55269.0,Estadio Wanda Metropolitano,Ricardo de Burgos,1.5,0.9
4535,32.0,Sat,2019-04-13,20:45,Sevilla,3–2,Betis,42855.0,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,1.7,1.1
4536,32.0,Sun,2019-04-14,12:00,Valladolid,2–2,Getafe,16909.0,Estadio Municipal José Zorrilla,José Luis Munuera,1.2,1.2
4537,32.0,Sun,2019-04-14,14:00,Athletic Club,3–2,Rayo Vallecano,38732.0,San Mamés,Juan Martínez,2.1,1.0
4538,32.0,Sun,2019-04-14,16:15,Real Sociedad,1–1,Eibar,24308.0,Estadio Municipal de Anoeta,Santiago Jaime,0.6,1.0
4539,32.0,Sun,2019-04-14,18:30,Girona,0–1,Villarreal,11535.0,Estadi Municipal de Montilivi,Adrián Cordero,0.8,1.4
4540,32.0,Sun,2019-04-14,20:45,Valencia,3–1,Levante,42120.0,Estadio de Mestalla,Alberto Undiano,2.4,0.2
4541,32.0,Mon,2019-04-15,21:00,Leganés,1–1,Real Madrid,12118.0,Estadio Municipal de Butarque,David Medié,0.5,0.9
4543,33.0,Fri,2019-04-19,21:00,Alavés,2–2,Valladolid,13568.0,Estadio de Mendizorroza,Javier Estrada,1.5,1.5
4544,33.0,Sat,2019-04-20,13:00,Celta Vigo,2–1,Girona,20546.0,Estadio de Balaídos,Carlos del Cerro,1.3,0.7
4545,33.0,Sat,2019-04-20,16:15,Eibar,0–1,Atlético Madrid,4750.0,Estadio Municipal de Ipurúa,Alberola Rojas,0.5,1.4
4546,33.0,Sat,2019-04-20,18:30,Rayo Vallecano,0–0,Huesca,10542.0,Estadio del Rayo Vallecano,José González,1.0,0.5
4547,33.0,Sat,2019-04-20,20:45,Barcelona,2–1,Real Sociedad,75470.0,Camp Nou,Pablo González,1.0,1.0
4548,33.0,Sun,2019-04-21,12:00,Levante,2–2,Espanyol,16876.0,Estadio Ciudad de Valencia,Jesús Gil,1.7,1.3
4549,33.0,Sun,2019-04-21,14:00,Getafe,3–0,Sevilla,11495.0,Coliseum Alfonso Pérez,Antonio Matéu Lahoz,2.6,0.5
4550,33.0,Sun,2019-04-21,16:15,Real Madrid,3–0,Athletic Club,59815.0,Estadio Santiago Bernabéu,Mario Melero,1.4,0.4
4551,33.0,Sun,2019-04-21,18:30,Villarreal,2–1,Leganés,14753.0,Estadio de la Cerámica,Eduardo Prieto,1.2,1.2
4552,33.0,Sun,2019-04-21,20:45,Betis,1–2,Valencia,42508.0,Estadio Benito Villamarín,José Sánchez,1.7,0.4
4554,34.0,Tue,2019-04-23,19:30,Huesca,2–0,Eibar,6157.0,Estadio El Alcoraz,David Medié,1.2,0.6
4555,34.0,Tue,2019-04-23,20:30,Valladolid,1–0,Girona,19106.0,Estadio Municipal José Zorrilla,Juan Martínez,0.8,0.4
4556,34.0,Tue,2019-04-23,21:30,Alavés,0–2,Barcelona,18735.0,Estadio de Mendizorroza,Adrián Cordero,0.3,2.5
4557,34.0,Wed,2019-04-24,19:30,Atlético Madrid,3–2,Valencia,43531.0,Estadio Wanda Metropolitano,Alejandro Hernández,1.2,1.7
4558,34.0,Wed,2019-04-24,20:30,Leganés,0–1,Athletic Club,4155.0,Estadio Municipal de Butarque,Ignacio Iglesias,0.4,0.4
4559,34.0,Wed,2019-04-24,20:30,Espanyol,1–1,Celta Vigo,15680.0,RCDE Stadium,Alberto Undiano,1.4,2.4
4560,34.0,Wed,2019-04-24,21:30,Levante,4–0,Betis,20394.0,Estadio Ciudad de Valencia,Santiago Jaime,1.1,0.3
4561,34.0,Thu,2019-04-25,19:30,Sevilla,5–0,Rayo Vallecano,31636.0,Estadio Ramón Sánchez Pizjuán,Guillermo Cuadra,3.6,0.6
4562,34.0,Thu,2019-04-25,20:30,Real Sociedad,0–1,Villarreal,20060.0,Estadio Municipal de Anoeta,José Luis Munuera,0.8,0.8
4563,34.0,Thu,2019-04-25,21:30,Getafe,0–0,Real Madrid,13135.0,Coliseum Alfonso Pérez,Ricardo de Burgos,0.6,1.5
4565,35.0,Sat,2019-04-27,13:00,Athletic Club,1–1,Alavés,40402.0,San Mamés,Jesús Gil,1.0,1.5
4566,35.0,Sat,2019-04-27,16:15,Atlético Madrid,1–0,Valladolid,53123.0,Estadio Wanda Metropolitano,Mario Melero,0.8,0.7
4567,35.0,Sat,2019-04-27,18:30,Leganés,0–0,Celta Vigo,10324.0,Estadio Municipal de Butarque,Juan Martínez,0.4,0.5
4568,35.0,Sat,2019-04-27,20:45,Barcelona,1–0,Levante,91917.0,Camp Nou,Ricardo de Burgos,2.1,0.7
4569,35.0,Sun,2019-04-28,12:00,Valencia,0–1,Eibar,35393.0,Estadio de Mestalla,Javier Estrada,0.5,0.9
4570,35.0,Sun,2019-04-28,14:00,Girona,1–0,Sevilla,11281.0,Estadi Municipal de Montilivi,José González,1.6,0.6
4571,35.0,Sun,2019-04-28,16:15,Real Sociedad,2–1,Getafe,19386.0,Estadio Municipal de Anoeta,Eduardo Prieto,2.1,0.8
4572,35.0,Sun,2019-04-28,18:30,Villarreal,1–1,Huesca,17901.0,Estadio de la Cerámica,José Sánchez,0.9,1.7
4573,35.0,Sun,2019-04-28,20:45,Rayo Vallecano,1–0,Real Madrid,13273.0,Estadio del Rayo Vallecano,Pablo González,1.5,0.5
4574,35.0,Mon,2019-04-29,21:00,Betis,1–1,Espanyol,30561.0,Estadio Benito Villamarín,Carlos del Cerro,1.3,1.2
4576,36.0,Fri,2019-05-03,21:00,Sevilla,0–3,Leganés,32797.0,Estadio Ramón Sánchez Pizjuán,Alberto Undiano,0.3,1.4
4577,36.0,Sat,2019-05-04,13:00,Levante,4–1,Rayo Vallecano,19868.0,Estadio Ciudad de Valencia,Javier Estrada,1.9,1.3
4578,36.0,Sat,2019-05-04,16:15,Espanyol,3–0,Atlético Madrid,20207.0,RCDE Stadium,José Luis Munuera,1.3,1.2
4579,36.0,Sat,2019-05-04,18:30,Alavés,0–1,Real Sociedad,18509.0,Estadio de Mendizorroza,Alberola Rojas,0.8,0.8
4580,36.0,Sat,2019-05-04,20:45,Celta Vigo,2–0,Barcelona,22519.0,Estadio de Balaídos,José Sánchez,1.8,0.5
4581,36.0,Sun,2019-05-05,12:00,Getafe,2–0,Girona,10615.0,Coliseum Alfonso Pérez,Alejandro Hernández,1.8,0.5
4582,36.0,Sun,2019-05-05,14:00,Eibar,1–0,Betis,4725.0,Estadio Municipal de Ipurúa,Ignacio Iglesias,1.2,2.1
4583,36.0,Sun,2019-05-05,16:15,Real Madrid,3–2,Villarreal,46294.0,Estadio Santiago Bernabéu,Jesús Gil,2.9,0.8
4584,36.0,Sun,2019-05-05,18:30,Valladolid,1–0,Athletic Club,21151.0,Estadio Municipal José Zorrilla,Antonio Matéu Lahoz,0.5,1.1
4585,36.0,Sun,2019-05-05,20:45,Huesca,2–6,Valencia,6378.0,Estadio El Alcoraz,Carlos del Cerro,2.6,2.4
4587,37.0,Sun,2019-05-12,18:30,Leganés,0–2,Espanyol,10597.0,Estadio Municipal de Butarque,Mario Melero,1.0,2.8
4588,37.0,Sun,2019-05-12,18:30,Atlético Madrid,1–1,Sevilla,60234.0,Estadio Wanda Metropolitano,Ricardo de Burgos,1.4,0.9
4589,37.0,Sun,2019-05-12,18:30,Athletic Club,3–1,Celta Vigo,42494.0,San Mamés,Javier Estrada,2.4,1.0
4590,37.0,Sun,2019-05-12,18:30,Girona,1–2,Levante,13342.0,Estadi Municipal de Montilivi,Carlos del Cerro,1.4,0.5
4591,37.0,Sun,2019-05-12,18:30,Rayo Vallecano,1–2,Valladolid,10040.0,Estadio del Rayo Vallecano,José Sánchez,0.9,1.3
4592,37.0,Sun,2019-05-12,18:30,Valencia,3–1,Alavés,37744.0,Estadio de Mestalla,Guillermo Cuadra,1.3,0.7
4593,37.0,Sun,2019-05-12,18:30,Villarreal,1–0,Eibar,17901.0,Estadio de la Cerámica,Pablo González,1.4,0.3
4594,37.0,Sun,2019-05-12,18:30,Barcelona,2–0,Getafe,57088.0,Camp Nou,José González,2.3,1.1
4595,37.0,Sun,2019-05-12,18:30,Real Sociedad,3–1,Real Madrid,27322.0,Estadio Municipal de Anoeta,Juan Martínez,2.0,0.6
4596,37.0,Sun,2019-05-12,18:30,Betis,2–1,Huesca,28078.0,Estadio Benito Villamarín,Adrián Cordero,2.4,1.4
4598,38.0,Sat,2019-05-18,13:00,Levante,2–2,Atlético Madrid,20575.0,Estadio Ciudad de Valencia,Ignacio Iglesias,2.4,1.6
4599,38.0,Sat,2019-05-18,16:15,Sevilla,2–0,Athletic Club,28060.0,Estadio Ramón Sánchez Pizjuán,José Sánchez,1.7,0.6
4600,38.0,Sat,2019-05-18,16:15,Getafe,2–2,Villarreal,13579.0,Coliseum Alfonso Pérez,Javier Estrada,1.1,0.9
4601,38.0,Sat,2019-05-18,16:15,Espanyol,2–0,Real Sociedad,26568.0,RCDE Stadium,Santiago Jaime,1.1,0.6
4602,38.0,Sat,2019-05-18,16:15,Valladolid,0–2,Valencia,23455.0,Estadio Municipal José Zorrilla,Ricardo de Burgos,0.9,1.7
4603,38.0,Sat,2019-05-18,20:45,Celta Vigo,2–2,Rayo Vallecano,21607.0,Estadio de Balaídos,Antonio Matéu Lahoz,2.0,1.1
4604,38.0,Sat,2019-05-18,20:45,Huesca,2–1,Leganés,5575.0,Estadio El Alcoraz,Alberola Rojas,0.9,0.7
4605,38.0,Sat,2019-05-18,20:45,Alavés,2–1,Girona,11549.0,Estadio de Mendizorroza,Mario Melero,1.2,0.9
4606,38.0,Sun,2019-05-19,12:00,Real Madrid,0–2,Betis,56900.0,Estadio Santiago Bernabéu,Alberto Undiano,0.6,1.2
4607,38.0,Sun,2019-05-19,16:15,Eibar,2–2,Barcelona,5145.0,Estadio Municipal de Ipurúa,José Luis Munuera,1.3,1.0
4608,1.0,Sat,2020-09-12,16:00,Eibar,0–0,Celta Vigo,,Estadio Municipal de Ipurúa,Valentín Pizarro,0.4,0.9
4609,1.0,Sat,2020-09-12,18:30,Granada,2–0,Athletic Club,,Estadio Nuevo Los Cármenes,Antonio Matéu Lahoz,0.3,0.9
4610,1.0,Sat,2020-09-12,21:00,Cádiz,0–2,Osasuna,,Estadio Nuevo Mirandilla,Isidro Díaz de Mera,1.1,0.9
4611,1.0,Sun,2020-09-13,14:00,Alavés,0–1,Betis,,Estadio de Mendizorroza,Pablo González,1.0,0.6
4612,1.0,Sun,2020-09-13,16:00,Valladolid,1–1,Real Sociedad,,Estadio Municipal José Zorrilla,Mario Melero,0.6,0.2
4613,1.0,Sun,2020-09-13,18:30,Villarreal,1–1,Huesca,,Estadio de la Cerámica,Javier Estrada,2.1,0.5
4614,1.0,Sun,2020-09-13,21:00,Valencia,4–2,Levante,,Estadio de Mestalla,José Sánchez,1.8,2.0
4616,2.0,Sat,2020-09-19,16:00,Villarreal,2–1,Eibar,,Estadio de la Cerámica,Jorge Figueroa,2.2,1.1
4617,2.0,Sat,2020-09-19,18:30,Getafe,1–0,Osasuna,,Coliseum Alfonso Pérez,Alejandro Hernández,0.4,0.4
4618,2.0,Sat,2020-09-19,21:00,Celta Vigo,2–1,Valencia,,Estadio de Balaídos,Jesús Gil,2.3,0.5
4619,2.0,Sun,2020-09-20,16:00,Huesca,0–2,Cádiz,,Estadio El Alcoraz,César Soto,0.2,1.3
4620,2.0,Sun,2020-09-20,18:30,Betis,2–0,Valladolid,,Estadio Benito Villamarín,Santiago Jaime,1.4,0.5
4621,2.0,Sun,2020-09-20,18:30,Granada,2–1,Alavés,,Estadio Nuevo Los Cármenes,Carlos del Cerro,2.0,0.6
4622,2.0,Sun,2020-09-20,21:00,Real Sociedad,0–0,Real Madrid,,Estadio Municipal de Anoeta,Juan Martínez,0.5,0.8
4624,3.0,Sat,2020-09-26,13:00,Alavés,0–0,Getafe,,Estadio de Mendizorroza,Alberola Rojas,1.4,0.8
4625,3.0,Sat,2020-09-26,16:00,Valencia,1–1,Huesca,,Estadio de Mestalla,José Luis Munuera,0.2,1.5
4626,3.0,Sat,2020-09-26,18:30,Elche,0–3,Real Sociedad,,Estadio Manuel Martínez Valero,Isidro Díaz de Mera,1.3,3.0
4627,3.0,Sat,2020-09-26,21:00,Betis,2–3,Real Madrid,,Estadio Benito Villamarín,Ricardo de Burgos,1.1,3.6
4628,3.0,Sun,2020-09-27,12:00,Osasuna,1–3,Levante,,Estadio El Sadar,Mario Melero,0.6,2.8
4629,3.0,Sun,2020-09-27,14:00,Eibar,1–2,Athletic Club,,Estadio Municipal de Ipurúa,Adrián Cordero,0.5,0.7
4630,3.0,Sun,2020-09-27,16:00,Atlético Madrid,6–1,Granada,,Estadio Wanda Metropolitano,Javier Estrada,3.1,0.9
4631,3.0,Sun,2020-09-27,18:30,Valladolid,1–1,Celta Vigo,,Estadio Municipal José Zorrilla,José Sánchez,1.5,1.2
4632,3.0,Sun,2020-09-27,18:30,Cádiz,1–3,Sevilla,,Estadio Nuevo Mirandilla,David Medié,1.1,2.7
4633,3.0,Sun,2020-09-27,21:00,Barcelona,4–0,Villarreal,,Camp Nou,Guillermo Cuadra,2.6,0.2
4635,4.0,Tue,2020-09-29,19:00,Real Sociedad,0–1,Valencia,,Estadio Municipal de Anoeta,Jorge Figueroa,0.7,1.0
4636,4.0,Tue,2020-09-29,21:30,Getafe,3–0,Betis,,Coliseum Alfonso Pérez,Juan Martínez,0.7,0.5
4637,4.0,Wed,2020-09-30,19:00,Huesca,0–0,Atlético Madrid,,Estadio El Alcoraz,Adrián Cordero,0.7,1.3
4638,4.0,Wed,2020-09-30,19:00,Villarreal,3–1,Alavés,,Estadio de la Cerámica,David Medié,2.3,1.5
4639,4.0,Wed,2020-09-30,21:30,Eibar,0–1,Elche,,Estadio Municipal de Ipurúa,Santiago Jaime,1.1,0.7
4640,4.0,Wed,2020-09-30,21:30,Real Madrid,1–0,Valladolid,,Estadio Alfredo Di Stéfano,César Soto,2.2,0.6
4641,4.0,Thu,2020-10-01,19:00,Athletic Club,0–1,Cádiz,,San Mamés,Pablo González,0.6,0.2
4642,4.0,Thu,2020-10-01,19:00,Sevilla,1–0,Levante,,Estadio Ramón Sánchez Pizjuán,Javier Estrada,1.0,0.3
4643,4.0,Thu,2020-10-01,21:30,Celta Vigo,0–3,Barcelona,,Estadio de Balaídos,Carlos del Cerro,0.5,0.7
4645,5.0,Sat,2020-10-03,13:00,Valladolid,1–2,Eibar,,Estadio Municipal José Zorrilla,Isidro Díaz de Mera,1.2,1.3
4646,5.0,Sat,2020-10-03,16:00,Atlético Madrid,0–0,Villarreal,,Estadio Wanda Metropolitano,Alejandro Hernández,0.6,0.3
4647,5.0,Sat,2020-10-03,18:30,Real Sociedad,3–0,Getafe,,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,2.6,0.4
4648,5.0,Sat,2020-10-03,18:30,Elche,0–0,Huesca,,Estadio Manuel Martínez Valero,Mario Melero,0.3,2.1
4649,5.0,Sat,2020-10-03,21:00,Valencia,0–2,Betis,,Estadio de Mestalla,Guillermo Cuadra,0.3,1.9
4650,5.0,Sun,2020-10-04,12:00,Osasuna,2–0,Celta Vigo,,Estadio El Sadar,Ricardo de Burgos,1.1,0.7
4651,5.0,Sun,2020-10-04,14:00,Alavés,1–0,Athletic Club,,Estadio de Mendizorroza,José Sánchez,0.6,0.6
4652,5.0,Sun,2020-10-04,16:00,Levante,0–2,Real Madrid,,Estadio Ciudad de Valencia,José Luis Munuera,0.9,1.6
4653,5.0,Sun,2020-10-04,18:30,Cádiz,1–1,Granada,,Estadio Nuevo Mirandilla,Alberola Rojas,1.1,0.7
4654,5.0,Sun,2020-10-04,21:00,Barcelona,1–1,Sevilla,,Camp Nou,Jesús Gil,1.8,0.7
4656,6.0,Sat,2020-10-17,13:00,Granada,1–0,Sevilla,,Estadio Nuevo Los Cármenes,Pablo González,1.3,0.4
4657,6.0,Sat,2020-10-17,16:00,Celta Vigo,0–2,Atlético Madrid,,Estadio de Balaídos,Juan Martínez,1.5,1.1
4658,6.0,Sat,2020-10-17,18:30,Real Madrid,0–1,Cádiz,,Estadio Alfredo Di Stéfano,Santiago Jaime,0.8,1.6
4659,6.0,Sat,2020-10-17,21:00,Getafe,1–0,Barcelona,,Coliseum Alfonso Pérez,César Soto,1.7,0.9
4660,6.0,Sun,2020-10-18,12:00,Eibar,0–0,Osasuna,,Estadio Municipal de Ipurúa,David Medié,0.3,0.6
4661,6.0,Sun,2020-10-18,14:00,Athletic Club,2–0,Levante,,San Mamés,Alberola Rojas,2.4,0.4
4662,6.0,Sun,2020-10-18,16:00,Villarreal,2–1,Valencia,,Estadio de la Cerámica,Carlos del Cerro,1.7,0.6
4663,6.0,Sun,2020-10-18,18:30,Huesca,2–2,Valladolid,,Estadio El Alcoraz,Jorge Figueroa,1.0,1.0
4664,6.0,Sun,2020-10-18,18:30,Alavés,0–2,Elche,,Estadio de Mendizorroza,Adrián Cordero,1.2,1.2
4665,6.0,Sun,2020-10-18,21:00,Betis,0–3,Real Sociedad,,Estadio Benito Villamarín,Javier Estrada,0.4,1.6
4667,7.0,Fri,2020-10-23,21:00,Elche,2–1,Valencia,,Estadio Manuel Martínez Valero,César Soto,0.1,1.7
4668,7.0,Sat,2020-10-24,16:00,Barcelona,1–3,Real Madrid,,Camp Nou,Juan Martínez,1.1,3.3
4669,7.0,Sat,2020-10-24,18:30,Sevilla,0–1,Eibar,,Estadio Ramón Sánchez Pizjuán,Alejandro Hernández,1.7,0.4
4670,7.0,Sat,2020-10-24,18:30,Osasuna,1–0,Athletic Club,,Estadio El Sadar,Guillermo Cuadra,1.0,0.8
4671,7.0,Sat,2020-10-24,21:00,Atlético Madrid,2–0,Betis,,Estadio Wanda Metropolitano,Antonio Matéu Lahoz,1.6,0.8
4672,7.0,Sun,2020-10-25,14:00,Valladolid,0–2,Alavés,,Estadio Municipal José Zorrilla,José Luis Munuera,0.4,2.6
4673,7.0,Sun,2020-10-25,16:00,Cádiz,0–0,Villarreal,,Estadio Nuevo Mirandilla,Ricardo de Burgos,0.2,0.6
4674,7.0,Sun,2020-10-25,18:30,Getafe,0–1,Granada,,Coliseum Alfonso Pérez,Jesús Gil,0.8,1.2
4675,7.0,Sun,2020-10-25,21:00,Real Sociedad,4–1,Huesca,,Estadio Municipal de Anoeta,Isidro Díaz de Mera,1.9,0.5
4676,7.0,Mon,2020-10-26,21:00,Levante,1–1,Celta Vigo,,Estadio Ciudad de Valencia,Mario Melero,1.2,0.9
4678,8.0,Fri,2020-10-30,21:00,Eibar,0–2,Cádiz,,Estadio Municipal de Ipurúa,Antonio Matéu Lahoz,0.5,0.8
4679,8.0,Sat,2020-10-31,14:00,Real Madrid,4–1,Huesca,,Estadio Alfredo Di Stéfano,Pablo González,1.5,1.1
4680,8.0,Sat,2020-10-31,16:15,Athletic Club,2–1,Sevilla,,San Mamés,Carlos del Cerro,1.2,0.7
4681,8.0,Sat,2020-10-31,18:30,Osasuna,1–3,Atlético Madrid,,Estadio El Sadar,Javier Estrada,0.8,2.9
4682,8.0,Sat,2020-10-31,21:00,Alavés,1–1,Barcelona,,Estadio de Mendizorroza,Alejandro Hernández,1.1,2.3
4683,8.0,Sun,2020-11-01,14:00,Betis,3–1,Elche,,Estadio Benito Villamarín,David Medié,3.1,0.5
4684,8.0,Sun,2020-11-01,16:00,Celta Vigo,1–4,Real Sociedad,,Estadio de Balaídos,Adrián Cordero,1.4,3.4
4685,8.0,Sun,2020-11-01,18:30,Granada,1–1,Levante,,Estadio Nuevo Los Cármenes,Santiago Jaime,0.6,1.0
4686,8.0,Sun,2020-11-01,21:00,Valencia,2–2,Getafe,,Estadio de Mestalla,Jorge Figueroa,1.4,2.1
4687,8.0,Mon,2020-11-02,21:00,Villarreal,2–0,Valladolid,,Estadio de la Cerámica,Alberola Rojas,2.0,1.0
4689,9.0,Fri,2020-11-06,21:00,Elche,1–1,Celta Vigo,,Estadio Manuel Martínez Valero,Ricardo de Burgos,1.4,2.1
4690,9.0,Sat,2020-11-07,14:00,Huesca,1–1,Eibar,,Estadio El Alcoraz,Mario Melero,1.6,0.8
4691,9.0,Sat,2020-11-07,16:15,Barcelona,5–2,Betis,,Camp Nou,Guillermo Cuadra,4.4,1.2
4692,9.0,Sat,2020-11-07,18:30,Sevilla,1–0,Osasuna,,Estadio Ramón Sánchez Pizjuán,Juan Martínez,1.3,0.5
4693,9.0,Sat,2020-11-07,21:00,Atlético Madrid,4–0,Cádiz,,Estadio Wanda Metropolitano,Adrián Cordero,1.9,0.4
4694,9.0,Sun,2020-11-08,14:00,Getafe,1–3,Villarreal,,Coliseum Alfonso Pérez,José Luis Munuera,0.7,2.0
4695,9.0,Sun,2020-11-08,16:15,Real Sociedad,2–0,Granada,,Estadio Municipal de Anoeta,Carlos del Cerro,2.6,0.8
4696,9.0,Sun,2020-11-08,18:30,Levante,1–1,Alavés,,Estadio Ciudad de Valencia,Isidro Díaz de Mera,1.8,0.8
4697,9.0,Sun,2020-11-08,18:30,Valladolid,2–1,Athletic Club,,Estadio Municipal José Zorrilla,César Soto,2.3,2.1
4698,9.0,Sun,2020-11-08,21:00,Valencia,4–1,Real Madrid,,Estadio de Mestalla,Jesús Gil,2.5,1.5
4700,10.0,Fri,2020-11-20,21:00,Osasuna,1–1,Huesca,,Estadio El Sadar,Valentín Pizarro,1.2,1.0
