_date_,_time_,comp,round,_day_,home,away,homegoal,xg_home,homeshots,homeshots_on_target,home_distance,home_freekicks,home_penkicks,home_penkicksattempt,awaygoal,xg_away,awayshots,awayshots_on_target,away_distance,away_freekicks,away_penkicks,away_penkicksattempt
2018-10-21,20:45:00,La Liga,Matchweek 9,Sun,Betis,Valladolid,0,1.1,20,4,21.1,2,0,0,1,0.6,7,3,21.3,1,0,0
2018-10-22,21:00:00,La Liga,Matchweek 9,Mon,Real Sociedad,Girona,0,0.9,14,7,19.5,0,0,0,0,0.6,13,2,19.7,1,0,0
2018-10-24,19:00:00,La Liga,Matchweek 3,Wed,Rayo Vallecano,Athletic Club,1,0.9,11,3,16.2,0,0,0,1,1.2,12,5,12.3,0,0,0
2018-10-26,21:00:00,La Liga,Matchweek 10,Fri,Valladolid,Espanyol,1,1.8,15,2,18.9,1,0,0,1,0.4,11,3,19.8,1,0,0
2018-10-27,20:45:00,La Liga,Matchweek 10,Sat,Atlético Madrid,Real Sociedad,2,1.7,16,4,14.6,0,0,0,0,0.3,8,0,25.4,1,0,0
2018-10-27,13:00:00,La Liga,Matchweek 10,Sat,Girona,Rayo Vallecano,2,2.2,13,5,19.3,0,1,1,1,1.4,14,5,18.1,1,0,0
2018-10-27,18:30:00,La Liga,Matchweek 10,Sat,Levante,Leganés,2,1.2,9,4,18.5,1,0,0,0,1.1,19,6,19.5,0,0,0
2018-10-27,18:30:00,La Liga,Matchweek 10,Sat,Celta Vigo,Eibar,4,1.5,8,6,18.7,0,0,0,0,2.1,19,6,16.8,0,0,0
2018-10-27,16:15:00,La Liga,Matchweek 10,Sat,Athletic Club,Valencia,0,0.7,12,3,15.0,0,0,0,0,0.7,11,3,21.4,2,0,0
2018-10-28,20:45:00,La Liga,Matchweek 10,Sun,Sevilla,Huesca,2,2.3,15,4,15.5,1,0,0,1,0.6,11,2,20.2,0,0,0
2018-10-28,12:00:00,La Liga,Matchweek 10,Sun,Getafe,Betis,2,2.2,15,5,15.7,0,0,0,0,0.7,8,3,16.5,0,0,0
2018-10-28,18:30:00,La Liga,Matchweek 10,Sun,Alavés,Villarreal,2,2.1,20,6,16.0,0,0,0,1,1.7,10,2,16.4,0,0,0
2018-10-28,16:15:00,La Liga,Matchweek 10,Sun,Barcelona,Real Madrid,5,3.0,12,7,16.0,0,1,1,1,2.1,15,4,17.2,0,0,0
2018-11-03,18:30:00,La Liga,Matchweek 11,Sat,Valencia,Girona,0,2.0,27,9,18.6,2,0,0,1,0.5,5,3,18.8,2,0,0
2018-11-03,20:45:00,La Liga,Matchweek 11,Sat,Rayo Vallecano,Barcelona,2,1.4,11,5,16.5,1,0,0,3,1.2,9,5,15.0,1,0,0
2018-11-03,16:15:00,La Liga,Matchweek 11,Sat,Real Madrid,Valladolid,2,2.2,16,5,15.5,0,1,1,0,1.1,12,3,18.5,1,0,0
2018-11-03,13:00:00,La Liga,Matchweek 11,Sat,Leganés,Atlético Madrid,1,0.8,7,3,15.3,2,0,0,1,0.5,9,4,20.7,2,0,0
2018-11-04,16:15:00,La Liga,Matchweek 11,Sun,Villarreal,Levante,1,1.4,22,4,18.0,0,0,0,1,0.8,13,2,22.5,2,0,0
2018-11-04,12:00:00,La Liga,Matchweek 11,Sun,Eibar,Alavés,2,1.4,22,8,15.8,1,0,0,1,0.7,9,3,24.9,1,0,0
2018-11-04,18:30:00,La Liga,Matchweek 11,Sun,Huesca,Getafe,1,1.3,19,7,13.2,0,0,0,1,1.0,8,2,15.8,1,0,0
2018-11-04,20:45:00,La Liga,Matchweek 11,Sun,Betis,Celta Vigo,3,2.1,14,6,23.4,1,0,0,3,1.3,13,7,17.6,2,0,0
2018-11-04,18:30:00,La Liga,Matchweek 11,Sun,Real Sociedad,Sevilla,0,0.7,12,1,20.0,2,0,0,0,0.4,7,1,18.3,0,0,0
2018-11-05,21:00:00,La Liga,Matchweek 11,Mon,Espanyol,Athletic Club,1,1.8,9,2,14.6,0,0,0,0,0.5,9,2,22.1,0,0,0
2018-11-09,21:00:00,La Liga,Matchweek 12,Fri,Levante,Real Sociedad,1,1.0,15,2,21.4,1,0,0,3,1.0,16,5,21.9,0,0,0
2018-11-10,13:00:00,La Liga,Matchweek 12,Sat,Valladolid,Eibar,0,0.5,9,1,21.3,1,0,0,0,1.4,16,5,18.9,1,0,0
2018-11-10,18:30:00,La Liga,Matchweek 12,Sat,Atlético Madrid,Athletic Club,3,1.1,10,3,15.6,1,0,0,2,1.6,6,5,13.6,0,0,0
2018-11-10,20:45:00,La Liga,Matchweek 12,Sat,Girona,Leganés,0,0.6,5,0,17.5,0,0,0,0,1.3,10,2,12.6,1,0,0
2018-11-10,16:15:00,La Liga,Matchweek 12,Sat,Getafe,Valencia,0,1.8,17,3,15.5,0,0,0,1,1.8,8,2,15.6,0,1,1
2018-11-11,16:15:00,La Liga,Matchweek 12,Sun,Barcelona,Betis,3,4.2,19,4,15.3,1,1,1,4,2.0,15,8,14.3,1,0,0
2018-11-11,18:30:00,La Liga,Matchweek 12,Sun,Sevilla,Espanyol,2,3.3,23,11,12.4,0,0,0,1,1.5,15,7,20.3,1,0,0
2018-11-11,20:45:00,La Liga,Matchweek 12,Sun,Celta Vigo,Real Madrid,2,1.5,17,4,17.3,0,0,0,4,2.1,13,4,17.6,0,1,1
2018-11-11,12:00:00,La Liga,Matchweek 12,Sun,Alavés,Huesca,2,1.0,14,4,15.8,0,0,0,1,0.9,9,2,14.4,0,0,0
2018-11-11,18:30:00,La Liga,Matchweek 12,Sun,Rayo Vallecano,Villarreal,2,2.1,19,9,15.7,1,0,0,2,0.7,11,5,16.8,0,0,0
2018-11-23,21:00:00,La Liga,Matchweek 13,Fri,Leganés,Alavés,1,0.9,14,6,17.2,0,0,0,0,0.3,6,2,19.0,0,0,0
2018-11-24,20:45:00,La Liga,Matchweek 13,Sat,Atlético Madrid,Barcelona,1,0.1,3,1,16.4,1,0,0,1,0.5,7,2,23.0,3,0,0
2018-11-24,13:00:00,La Liga,Matchweek 13,Sat,Eibar,Real Madrid,3,2.9,14,7,12.9,0,0,0,0,0.6,9,2,18.5,1,0,0
2018-11-24,18:30:00,La Liga,Matchweek 13,Sat,Huesca,Levante,2,2.3,32,12,18.1,0,0,0,2,0.6,5,3,13.6,0,0,0
2018-11-24,16:15:00,La Liga,Matchweek 13,Sat,Valencia,Rayo Vallecano,3,1.8,12,10,17.5,1,0,0,0,0.7,13,4,17.5,0,0,0
2018-11-25,12:00:00,La Liga,Matchweek 13,Sun,Athletic Club,Getafe,1,0.4,8,4,16.6,0,0,0,1,2.2,15,2,16.6,0,0,0
2018-11-25,18:30:00,La Liga,Matchweek 13,Sun,Espanyol,Girona,1,2.2,18,10,15.7,0,0,0,3,2.5,15,9,16.9,1,0,0
2018-11-25,20:45:00,La Liga,Matchweek 13,Sun,Villarreal,Betis,2,1.0,13,8,16.1,0,0,0,1,1.2,14,7,13.9,0,0,0
2018-11-25,16:15:00,La Liga,Matchweek 13,Sun,Sevilla,Valladolid,1,2.3,20,9,16.9,1,0,0,0,0.6,13,5,19.4,0,0,0
2018-11-26,21:00:00,La Liga,Matchweek 13,Mon,Real Sociedad,Celta Vigo,2,2.1,16,7,13.5,0,0,0,1,0.3,6,2,20.4,0,0,0
2018-11-30,21:00:00,La Liga,Matchweek 14,Fri,Rayo Vallecano,Eibar,1,0.7,4,1,6.7,0,0,0,0,0.7,12,6,14.8,0,0,0
2018-12-01,16:15:00,La Liga,Matchweek 14,Sat,Valladolid,Leganés,2,2.1,19,5,18.9,1,0,0,4,1.5,16,7,14.0,0,0,0
2018-12-01,18:30:00,La Liga,Matchweek 14,Sat,Getafe,Espanyol,3,1.0,12,5,15.8,0,0,0,0,1.1,8,2,19.1,0,0,0
2018-12-01,13:00:00,La Liga,Matchweek 14,Sat,Celta Vigo,Huesca,2,2.2,11,5,13.0,0,0,0,0,0.8,8,3,13.9,0,0,0
2018-12-01,20:45:00,La Liga,Matchweek 14,Sat,Real Madrid,Valencia,2,1.2,13,3,16.1,0,0,0,0,0.6,7,2,16.2,0,0,0
2018-12-02,16:15:00,La Liga,Matchweek 14,Sun,Girona,Atlético Madrid,1,1.4,12,2,20.2,2,1,1,1,1.8,18,4,20.6,0,0,0
2018-12-02,12:00:00,La Liga,Matchweek 14,Sun,Betis,Real Sociedad,1,0.9,6,4,14.9,1,0,0,0,1.0,6,3,9.7,0,0,0
2018-12-02,20:45:00,La Liga,Matchweek 14,Sun,Alavés,Sevilla,1,1.4,11,4,16.3,0,0,0,1,1.9,14,3,15.2,0,0,0
2018-12-02,18:30:00,La Liga,Matchweek 14,Sun,Barcelona,Villarreal,2,1.2,16,7,19.3,2,0,0,0,0.7,12,2,17.3,1,0,0
2018-12-03,21:00:00,La Liga,Matchweek 14,Mon,Levante,Athletic Club,3,1.7,16,7,20.0,0,0,0,0,1.0,10,3,18.0,0,0,0
2018-12-07,21:00:00,La Liga,Matchweek 15,Fri,Leganés,Getafe,1,1.5,17,5,16.3,0,0,0,1,1.2,7,2,17.1,0,0,0
2018-12-08,16:15:00,La Liga,Matchweek 15,Sat,Valencia,Sevilla,1,1.2,16,6,18.2,1,0,0,1,1.4,11,3,20.1,0,0,0
2018-12-08,18:30:00,La Liga,Matchweek 15,Sat,Villarreal,Celta Vigo,2,1.5,13,3,16.5,0,0,0,3,1.8,14,7,13.7,0,0,0
2018-12-08,20:45:00,La Liga,Matchweek 15,Sat,Espanyol,Barcelona,0,1.1,15,3,15.0,0,0,0,4,2.6,17,9,13.3,3,0,0
2018-12-08,13:00:00,La Liga,Matchweek 15,Sat,Atlético Madrid,Alavés,3,2.3,12,5,11.8,0,0,0,0,1.4,13,3,19.4,1,0,0
2018-12-09,16:15:00,La Liga,Matchweek 15,Sun,Huesca,Real Madrid,0,1.1,11,3,16.2,0,0,0,1,0.3,5,4,19.4,0,0,0
2018-12-09,18:30:00,La Liga,Matchweek 15,Sun,Real Sociedad,Valladolid,1,2.1,25,5,15.1,1,0,0,2,1.1,9,6,20.9,0,0,0
2018-12-09,12:00:00,La Liga,Matchweek 15,Sun,Eibar,Levante,4,3.5,29,6,14.1,0,1,1,4,3.2,14,4,19.0,1,0,0
2018-12-09,20:45:00,La Liga,Matchweek 15,Sun,Betis,Rayo Vallecano,2,1.8,8,3,13.5,1,1,1,0,1.2,13,5,15.4,1,0,0
2018-12-10,21:00:00,La Liga,Matchweek 15,Mon,Athletic Club,Girona,1,2.1,24,8,15.6,0,1,1,0,0.1,3,1,19.0,0,0,0
2018-12-14,21:00:00,La Liga,Matchweek 16,Fri,Celta Vigo,Leganés,0,0.9,15,4,19.0,1,0,0,0,0.7,5,2,17.5,0,0,0
2018-12-15,13:00:00,La Liga,Matchweek 16,Sat,Getafe,Real Sociedad,1,0.5,9,2,21.9,2,0,0,0,0.8,9,4,16.0,0,0,0
2018-12-15,18:30:00,La Liga,Matchweek 16,Sat,Real Madrid,Rayo Vallecano,1,1.2,9,4,16.0,0,0,0,0,0.8,12,3,17.2,1,0,0
2018-12-15,20:45:00,La Liga,Matchweek 16,Sat,Eibar,Valencia,1,1.4,16,5,22.2,3,1,1,1,2.0,11,4,13.8,0,0,0
2018-12-15,16:15:00,La Liga,Matchweek 16,Sat,Valladolid,Atlético Madrid,2,1.0,8,2,15.8,0,0,0,3,1.6,13,5,19.2,2,1,1
2018-12-16,20:45:00,La Liga,Matchweek 16,Sun,Levante,Barcelona,0,1.1,20,6,20.5,2,0,0,5,3.0,16,9,17.2,2,0,0
2018-12-16,12:00:00,La Liga,Matchweek 16,Sun,Sevilla,Girona,2,2.6,16,4,19.8,0,1,1,0,0.8,7,2,18.0,0,0,0
2018-12-16,16:15:00,La Liga,Matchweek 16,Sun,Espanyol,Betis,1,0.9,11,3,19.4,0,0,0,3,1.7,11,4,19.0,1,0,1
2018-12-16,18:30:00,La Liga,Matchweek 16,Sun,Huesca,Villarreal,2,4.0,28,10,17.2,1,1,2,2,1.6,9,5,18.2,0,1,1
2018-12-17,21:00:00,La Liga,Matchweek 16,Mon,Alavés,Athletic Club,0,0.5,9,2,20.1,1,0,0,0,0.4,6,3,18.7,0,0,0
2018-12-21,19:30:00,La Liga,Matchweek 17,Fri,Girona,Getafe,1,1.3,12,4,12.5,0,0,0,1,0.9,5,2,13.0,0,0,0
2018-12-21,21:00:00,La Liga,Matchweek 17,Fri,Real Sociedad,Alavés,0,1.3,16,4,17.8,1,0,0,1,0.6,9,3,21.1,0,0,0
2018-12-22,20:45:00,La Liga,Matchweek 17,Sat,Athletic Club,Valladolid,1,1.1,7,2,18.7,0,1,1,1,0.6,5,2,16.2,0,0,0
2018-12-22,13:00:00,La Liga,Matchweek 17,Sat,Betis,Eibar,1,1.5,4,2,5.3,0,0,0,1,2.0,13,3,20.7,1,1,1
2018-12-22,16:15:00,La Liga,Matchweek 17,Sat,Atlético Madrid,Espanyol,1,1.0,7,4,20.5,0,1,1,0,1.1,18,4,18.9,0,0,0
2018-12-22,18:30:00,La Liga,Matchweek 17,Sat,Barcelona,Celta Vigo,2,1.2,9,4,18.9,1,0,0,0,0.7,10,3,18.0,0,0,0
2018-12-23,16:15:00,La Liga,Matchweek 17,Sun,Leganés,Sevilla,1,0.8,13,3,15.8,0,0,0,1,0.8,6,2,18.2,0,0,0
2018-12-23,18:30:00,La Liga,Matchweek 17,Sun,Rayo Vallecano,Levante,2,2.1,18,8,18.7,1,0,0,1,1.0,13,7,18.8,1,0,0
2018-12-23,12:00:00,La Liga,Matchweek 17,Sun,Valencia,Huesca,2,2.6,19,8,13.8,2,0,0,1,2.0,10,3,17.8,1,1,1
2019-01-03,21:30:00,La Liga,Matchweek 17,Thu,Villarreal,Real Madrid,2,0.9,12,4,15.5,0,0,0,2,1.2,14,7,17.3,0,0,0
2019-01-04,19:00:00,La Liga,Matchweek 18,Fri,Levante,Girona,2,1.6,19,8,19.3,1,0,0,2,1.1,9,2,13.9,2,0,0
2019-01-04,21:00:00,La Liga,Matchweek 18,Fri,Espanyol,Leganés,1,1.2,11,1,18.2,0,0,0,0,0.4,10,2,25.2,1,0,0
2019-01-05,20:45:00,La Liga,Matchweek 18,Sat,Huesca,Betis,2,1.5,11,6,15.4,0,0,0,1,1.4,6,0,21.0,1,1,1
2019-01-05,13:00:00,La Liga,Matchweek 18,Sat,Valladolid,Rayo Vallecano,0,1.6,11,4,21.5,3,0,1,1,0.9,9,5,23.6,0,0,0
2019-01-05,16:15:00,La Liga,Matchweek 18,Sat,Alavés,Valencia,2,1.8,13,5,15.5,0,0,0,1,1.2,14,2,14.8,1,0,0
2019-01-06,18:30:00,La Liga,Matchweek 18,Sun,Real Madrid,Real Sociedad,0,2.6,28,8,15.6,0,0,0,2,2.1,11,3,20.0,1,1,1
2019-01-06,16:15:00,La Liga,Matchweek 18,Sun,Sevilla,Atlético Madrid,1,1.5,14,4,14.1,0,0,0,1,0.8,11,7,24.3,1,0,0
2019-01-06,20:45:00,La Liga,Matchweek 18,Sun,Getafe,Barcelona,1,1.4,10,2,17.0,0,0,0,2,2.0,13,8,15.5,2,0,0
2019-01-06,12:00:00,La Liga,Matchweek 18,Sun,Eibar,Villarreal,0,1.8,24,7,14.6,1,0,0,0,0.9,7,4,14.7,0,0,0
2019-01-07,21:00:00,La Liga,Matchweek 18,Mon,Celta Vigo,Athletic Club,1,1.1,16,3,15.3,1,0,0,2,1.6,8,4,13.6,0,0,0
2019-01-11,21:00:00,La Liga,Matchweek 19,Fri,Rayo Vallecano,Celta Vigo,4,2.0,11,8,16.5,1,0,0,2,1.2,11,3,21.3,1,1,1
2019-01-12,13:00:00,La Liga,Matchweek 19,Sat,Leganés,Huesca,1,1.9,14,7,14.3,0,0,0,0,0.5,8,2,22.3,0,0,0
2019-01-12,16:15:00,La Liga,Matchweek 19,Sat,Valencia,Valladolid,1,2.3,16,4,15.1,0,0,1,1,0.1,5,1,30.2,1,0,0
2019-01-12,18:30:00,La Liga,Matchweek 19,Sat,Girona,Alavés,1,0.4,9,4,15.0,0,0,0,1,0.8,15,4,18.0,0,0,0
2019-01-12,20:45:00,La Liga,Matchweek 19,Sat,Villarreal,Getafe,1,1.9,16,6,14.0,0,0,1,2,0.9,9,4,26.5,1,0,0
2019-01-13,20:45:00,La Liga,Matchweek 19,Sun,Betis,Real Madrid,1,0.7,9,2,21.6,1,0,0,2,0.9,14,5,18.2,2,0,0
2019-01-13,18:30:00,La Liga,Matchweek 19,Sun,Barcelona,Eibar,3,1.5,7,6,11.1,0,0,0,0,0.8,15,1,14.0,0,0,0
2019-01-13,16:15:00,La Liga,Matchweek 19,Sun,Athletic Club,Sevilla,2,1.2,10,3,20.7,1,0,0,0,0.8,10,4,18.2,1,0,0
2019-01-13,12:00:00,La Liga,Matchweek 19,Sun,Atlético Madrid,Levante,1,2.3,18,4,17.8,0,1,1,0,0.7,7,2,18.5,0,0,0
2019-01-14,21:00:00,La Liga,Matchweek 19,Mon,Real Sociedad,Espanyol,3,2.1,8,3,10.8,0,1,1,2,1.7,21,2,16.0,1,0,0
2019-01-18,21:00:00,La Liga,Matchweek 20,Fri,Getafe,Alavés,4,2.0,14,7,17.3,1,1,1,0,0.3,6,0,19.7,0,0,0
2019-01-19,20:45:00,La Liga,Matchweek 20,Sat,Celta Vigo,Valencia,1,0.6,12,5,21.3,1,0,0,2,1.5,12,8,15.4,1,0,0
2019-01-19,16:15:00,La Liga,Matchweek 20,Sat,Real Madrid,Sevilla,2,1.3,23,6,19.5,1,0,0,0,0.3,4,1,15.2,1,0,0
2019-01-19,18:30:00,La Liga,Matchweek 20,Sat,Huesca,Atlético Madrid,0,1.0,14,3,14.1,1,0,0,3,2.0,15,8,13.6,1,0,0
2019-01-20,18:30:00,La Liga,Matchweek 20,Sun,Levante,Valladolid,2,1.2,14,4,15.8,0,0,0,0,1.2,11,3,14.0,0,0,0
2019-01-20,18:30:00,La Liga,Matchweek 20,Sun,Rayo Vallecano,Real Sociedad,2,0.9,12,4,20.5,1,0,0,2,1.7,9,4,12.2,0,0,0
2019-01-20,12:00:00,La Liga,Matchweek 20,Sun,Betis,Girona,3,1.6,11,4,21.2,1,1,1,2,0.9,8,7,18.6,0,0,0
2019-01-20,16:15:00,La Liga,Matchweek 20,Sun,Villarreal,Athletic Club,1,1.0,3,1,10.1,0,0,0,1,0.6,9,2,16.5,0,0,0
2019-01-20,20:45:00,La Liga,Matchweek 20,Sun,Barcelona,Leganés,3,1.6,15,7,16.5,1,0,0,1,0.6,5,2,23.0,1,0,0
2019-01-21,21:00:00,La Liga,Matchweek 20,Mon,Eibar,Espanyol,3,1.6,16,9,17.4,1,0,0,0,0.8,5,0,18.8,0,0,0
2019-01-26,13:00:00,La Liga,Matchweek 21,Sat,Sevilla,Levante,5,4.8,21,7,15.8,0,1,2,0,0.6,6,0,11.6,0,0,0
2019-01-26,20:45:00,La Liga,Matchweek 21,Sat,Valencia,Villarreal,3,1.7,19,9,14.2,0,0,0,0,0.7,15,5,20.0,1,0,0
2019-01-26,16:15:00,La Liga,Matchweek 21,Sat,Atlético Madrid,Getafe,2,1.1,10,6,19.5,1,0,0,0,0.2,5,1,17.8,1,0,0
2019-01-26,18:30:00,La Liga,Matchweek 21,Sat,Leganés,Eibar,2,0.7,10,3,14.2,0,0,0,2,0.3,5,2,20.5,1,0,0
2019-01-27,18:30:00,La Liga,Matchweek 21,Sun,Real Sociedad,Huesca,0,0.6,9,1,20.6,1,0,0,0,0.6,8,1,21.3,0,0,0
2019-01-27,12:00:00,La Liga,Matchweek 21,Sun,Valladolid,Celta Vigo,2,2.3,19,7,14.7,0,0,0,1,0.9,9,3,18.8,1,0,0
2019-01-27,20:45:00,La Liga,Matchweek 21,Sun,Espanyol,Real Madrid,2,0.9,13,5,18.7,2,0,0,4,2.0,16,8,15.3,0,0,0
2019-01-27,18:30:00,La Liga,Matchweek 21,Sun,Athletic Club,Betis,1,0.7,9,2,13.5,0,0,0,0,0.3,8,2,19.4,2,0,0
2019-01-27,16:15:00,La Liga,Matchweek 21,Sun,Girona,Barcelona,0,1.2,13,4,15.8,0,0,0,2,2.3,15,6,18.0,2,0,0
2019-01-28,21:00:00,La Liga,Matchweek 21,Mon,Alavés,Rayo Vallecano,0,1.0,16,1,14.4,0,0,0,1,0.7,13,3,15.8,1,0,0
2019-02-01,21:00:00,La Liga,Matchweek 22,Fri,Huesca,Valladolid,4,1.2,12,7,16.5,1,0,0,0,0.5,8,3,20.2,2,0,0
2019-02-02,13:00:00,La Liga,Matchweek 22,Sat,Levante,Getafe,0,0.8,9,4,15.6,0,0,0,0,0.3,8,1,21.4,0,0,0
2019-02-02,18:30:00,La Liga,Matchweek 22,Sat,Barcelona,Valencia,2,1.8,19,7,20.5,2,1,1,2,2.9,12,6,16.5,1,1,1
2019-02-02,20:45:00,La Liga,Matchweek 22,Sat,Celta Vigo,Sevilla,1,0.7,10,4,22.1,0,0,0,0,0.7,13,3,18.7,0,0,0
2019-02-02,16:15:00,La Liga,Matchweek 22,Sat,Real Sociedad,Athletic Club,2,1.5,6,2,14.1,0,0,0,1,1.2,7,4,33.0,0,0,1
2019-02-03,12:00:00,La Liga,Matchweek 22,Sun,Villarreal,Espanyol,2,2.0,12,4,12.4,0,1,1,2,1.2,17,2,19.5,3,0,0
2019-02-03,20:45:00,La Liga,Matchweek 22,Sun,Real Madrid,Alavés,3,2.3,21,8,17.7,1,0,0,0,0.3,7,1,13.6,0,0,0
2019-02-03,18:30:00,La Liga,Matchweek 22,Sun,Eibar,Girona,3,1.9,15,4,17.3,0,1,1,0,0.3,6,2,22.2,0,0,0
2019-02-03,16:15:00,La Liga,Matchweek 22,Sun,Betis,Atlético Madrid,1,1.0,5,2,21.6,0,1,1,0,0.7,14,3,18.5,1,0,0
2019-02-04,21:00:00,La Liga,Matchweek 22,Mon,Rayo Vallecano,Leganés,1,1.2,13,5,19.3,0,0,0,2,0.7,12,4,14.6,0,0,0
2019-02-08,21:00:00,La Liga,Matchweek 23,Fri,Valladolid,Villarreal,0,0.7,9,2,15.5,0,0,0,0,1.1,7,3,12.2,0,0,0
2019-02-09,20:45:00,La Liga,Matchweek 23,Sat,Girona,Huesca,0,1.0,13,7,13.8,0,0,0,2,0.5,6,6,20.1,0,0,0
2019-02-09,16:15:00,La Liga,Matchweek 23,Sat,Atlético Madrid,Real Madrid,1,0.9,10,2,15.3,0,0,0,3,1.7,10,3,15.4,0,1,1
2019-02-09,13:00:00,La Liga,Matchweek 23,Sat,Getafe,Celta Vigo,3,3.1,11,5,15.8,0,1,1,1,0.7,10,2,12.3,1,0,0
2019-02-09,18:30:00,La Liga,Matchweek 23,Sat,Espanyol,Rayo Vallecano,2,2.0,14,4,21.3,2,1,1,1,0.7,8,3,11.8,0,0,0
2019-02-10,18:30:00,La Liga,Matchweek 23,Sun,Sevilla,Eibar,2,1.3,11,4,12.7,0,0,0,2,1.2,8,4,11.9,0,0,0
2019-02-10,20:45:00,La Liga,Matchweek 23,Sun,Athletic Club,Barcelona,0,1.4,12,5,14.3,0,0,0,0,0.9,13,3,18.6,1,0,0
2019-02-10,12:00:00,La Liga,Matchweek 23,Sun,Leganés,Betis,3,1.7,14,4,15.4,0,0,0,0,0.2,3,1,16.4,0,0,0
2019-02-10,16:15:00,La Liga,Matchweek 23,Sun,Valencia,Real Sociedad,0,1.0,10,4,15.3,1,0,0,0,0.6,8,1,19.3,2,0,0
2019-02-11,21:00:00,La Liga,Matchweek 23,Mon,Alavés,Levante,2,1.7,16,4,19.2,2,0,0,0,0.2,7,0,23.8,0,0,0
2019-02-15,21:00:00,La Liga,Matchweek 24,Fri,Eibar,Getafe,2,1.6,11,5,15.8,1,1,1,2,1.3,7,4,16.6,0,0,0
2019-02-16,20:45:00,La Liga,Matchweek 24,Sat,Barcelona,Valladolid,1,3.5,18,6,18.6,0,1,2,0,0.4,11,0,20.2,0,0,0
2019-02-16,13:00:00,La Liga,Matchweek 24,Sat,Celta Vigo,Levante,1,1.6,13,6,22.6,0,1,1,4,2.3,14,8,16.9,1,0,0
2019-02-16,18:30:00,La Liga,Matchweek 24,Sat,Real Sociedad,Leganés,3,1.5,15,6,17.1,1,0,0,0,0.4,5,3,11.9,0,0,0
2019-02-16,16:15:00,La Liga,Matchweek 24,Sat,Rayo Vallecano,Atlético Madrid,0,0.6,11,6,17.8,0,0,0,1,0.2,4,3,15.1,0,0,0
2019-02-17,12:00:00,La Liga,Matchweek 24,Sun,Real Madrid,Girona,1,1.3,19,7,15.5,1,0,0,2,2.1,13,5,16.6,1,1,1
2019-02-17,18:30:00,La Liga,Matchweek 24,Sun,Villarreal,Sevilla,3,1.5,12,6,17.0,0,0,0,0,1.7,19,5,14.8,0,0,0
2019-02-17,20:45:00,La Liga,Matchweek 24,Sun,Betis,Alavés,1,2.4,18,6,15.3,3,0,0,1,0.5,6,3,13.1,0,0,0
2019-02-17,16:15:00,La Liga,Matchweek 24,Sun,Valencia,Espanyol,0,2.0,19,1,16.3,0,0,0,0,0.4,6,1,20.5,0,0,0
2019-02-18,21:00:00,La Liga,Matchweek 24,Mon,Huesca,Athletic Club,0,1.0,13,2,13.8,1,0,0,1,1.2,8,3,21.7,0,1,1
2019-02-22,21:00:00,La Liga,Matchweek 25,Fri,Espanyol,Huesca,1,0.6,11,2,16.5,2,0,0,1,1.0,12,3,18.9,2,0,0
2019-02-23,13:00:00,La Liga,Matchweek 25,Sat,Getafe,Rayo Vallecano,2,1.5,11,3,13.8,0,0,0,1,0.4,7,2,23.2,0,0,0
2019-02-23,16:15:00,La Liga,Matchweek 25,Sat,Sevilla,Barcelona,2,1.1,14,4,14.7,1,0,0,4,1.7,17,7,18.2,0,0,0
2019-02-23,20:45:00,La Liga,Matchweek 25,Sat,Athletic Club,Eibar,1,1.5,9,4,11.1,0,0,0,0,0.7,8,2,18.6,0,0,0
2019-02-23,18:30:00,La Liga,Matchweek 25,Sat,Alavés,Celta Vigo,0,1.1,17,5,16.6,2,0,0,0,0.6,8,2,16.9,0,0,0
2019-02-24,16:15:00,La Liga,Matchweek 25,Sun,Atlético Madrid,Villarreal,2,1.4,16,8,18.4,1,0,0,0,0.9,11,3,16.1,0,0,0
2019-02-24,18:30:00,La Liga,Matchweek 25,Sun,Valladolid,Betis,0,0.6,10,2,18.3,2,0,0,2,0.9,6,2,19.9,1,0,0
2019-02-24,12:00:00,La Liga,Matchweek 25,Sun,Leganés,Valencia,1,1.7,16,5,15.6,0,0,0,1,0.5,6,1,14.4,0,0,0
2019-02-24,20:45:00,La Liga,Matchweek 25,Sun,Levante,Real Madrid,1,1.2,12,2,14.1,0,0,0,2,2.5,17,3,18.9,0,2,2
2019-02-25,21:00:00,La Liga,Matchweek 25,Mon,Girona,Real Sociedad,0,0.6,11,4,17.2,1,0,0,0,0.7,6,1,15.0,0,0,0
2019-03-01,21:00:00,La Liga,Matchweek 26,Fri,Rayo Vallecano,Girona,0,0.7,9,3,16.4,1,0,0,2,1.4,11,4,18.5,1,0,0
2019-03-02,16:15:00,La Liga,Matchweek 26,Sat,Villarreal,Alavés,1,1.2,8,1,18.9,0,1,1,2,1.5,10,2,17.1,0,0,0
2019-03-02,13:00:00,La Liga,Matchweek 26,Sat,Espanyol,Valladolid,3,2.8,15,6,15.2,1,0,0,1,1.5,12,2,18.3,0,0,1
2019-03-02,20:45:00,La Liga,Matchweek 26,Sat,Real Madrid,Barcelona,0,1.1,18,3,17.5,1,0,0,1,1.6,10,4,17.4,2,0,0
2019-03-02,18:30:00,La Liga,Matchweek 26,Sat,Huesca,Sevilla,2,0.6,6,3,14.1,0,0,0,1,2.1,11,1,14.6,1,1,1
