_date_,_time_,comp,round,_day_,home,away,homegoal,xg_home,homeshots,homeshots_on_target,home_distance,home_freekicks,home_penkicks,home_penkicksattempt,awaygoal,xg_away,awayshots,awayshots_on_target,away_distance,away_freekicks,away_penkicks,away_penkicksattempt
2021-04-22,21:00:00,La Liga,Matchweek 31,Thu,Granada,Eibar,4,1.7,8,4,20.7,0,0,0,1,1.8,16,3,16.0,1,0,0
2021-04-24,21:00:00,La Liga,Matchweek 32,Sat,Real Madrid,Betis,0,1.2,17,5,17.1,1,0,0,0,0.6,7,3,17.3,0,0,0
2021-04-24,16:15:00,La Liga,Matchweek 32,Sat,Valladolid,Cádiz,1,1.8,13,6,13.5,0,0,0,1,1.0,6,2,17.2,1,0,0
2021-04-24,14:00:00,La Liga,Matchweek 32,Sat,Elche,Levante,1,0.6,8,3,16.1,1,0,0,0,0.4,7,1,18.4,0,0,0
2021-04-24,18:30:00,La Liga,Matchweek 32,Sat,Valencia,Alavés,1,1.0,9,2,18.5,1,0,0,1,1.2,6,2,12.2,0,0,0
2021-04-25,14:00:00,La Liga,Matchweek 32,Sun,Huesca,Getafe,0,0.8,9,1,15.8,0,0,0,2,1.2,6,4,11.8,0,0,0
2021-04-25,21:00:00,La Liga,Matchweek 32,Sun,Athletic Club,Atlético Madrid,2,1.2,11,3,15.4,0,0,0,1,0.9,14,3,20.1,0,0,0
2021-04-25,18:30:00,La Liga,Matchweek 32,Sun,Sevilla,Granada,2,1.4,9,4,19.2,0,1,1,1,1.0,4,1,15.0,0,1,1
2021-04-25,18:30:00,La Liga,Matchweek 32,Sun,Celta Vigo,Osasuna,2,0.9,6,2,14.4,0,0,0,1,1.7,12,2,15.0,0,1,1
2021-04-25,16:15:00,La Liga,Matchweek 32,Sun,Villarreal,Barcelona,1,1.1,10,4,14.1,0,0,0,2,3.3,15,5,13.1,1,0,0
2021-04-26,21:00:00,La Liga,Matchweek 32,Mon,Eibar,Real Sociedad,0,1.1,14,5,15.0,1,0,0,1,0.9,5,2,13.8,0,0,0
2021-04-28,19:00:00,La Liga,Matchweek 33,Wed,Athletic Club,Valladolid,2,2.0,13,7,15.5,0,0,0,2,0.8,14,4,18.6,0,0,0
2021-04-29,19:00:00,La Liga,Matchweek 33,Thu,Barcelona,Granada,1,1.3,16,4,16.3,1,0,0,2,0.5,5,2,16.8,0,0,0
2021-04-30,21:00:00,La Liga,Matchweek 34,Fri,Celta Vigo,Levante,2,2.4,8,5,13.0,0,0,0,0,1.2,10,2,17.3,0,0,0
2021-05-01,16:15:00,La Liga,Matchweek 34,Sat,Elche,Atlético Madrid,0,1.0,4,1,15.7,0,0,1,1,0.9,11,4,17.2,0,0,0
2021-05-01,18:30:00,La Liga,Matchweek 34,Sat,Huesca,Real Sociedad,1,0.5,8,2,17.2,0,0,0,0,0.3,7,3,20.5,2,0,0
2021-05-01,21:00:00,La Liga,Matchweek 34,Sat,Real Madrid,Osasuna,2,1.9,22,6,19.1,0,0,0,0,0.1,3,2,27.3,0,0,0
2021-05-01,14:00:00,La Liga,Matchweek 34,Sat,Eibar,Alavés,3,1.2,15,4,16.1,0,0,0,0,0.2,6,2,18.4,0,0,0
2021-05-02,21:00:00,La Liga,Matchweek 34,Sun,Valencia,Barcelona,2,1.2,9,4,17.1,0,0,0,3,2.6,13,5,14.0,2,0,1
2021-05-02,18:30:00,La Liga,Matchweek 34,Sun,Granada,Cádiz,0,0.9,10,3,17.3,0,0,0,1,1.4,8,4,19.0,1,0,0
2021-05-02,16:15:00,La Liga,Matchweek 34,Sun,Villarreal,Getafe,1,0.2,4,3,19.7,0,0,0,0,0.6,15,3,24.4,1,0,0
2021-05-02,14:00:00,La Liga,Matchweek 34,Sun,Valladolid,Betis,1,0.6,10,2,21.7,2,0,0,1,1.5,11,3,16.5,0,0,0
2021-05-03,21:00:00,La Liga,Matchweek 34,Mon,Sevilla,Athletic Club,0,1.5,18,3,15.5,0,0,0,1,0.8,8,2,19.1,1,0,0
2021-05-07,21:00:00,La Liga,Matchweek 35,Fri,Real Sociedad,Elche,2,2.4,16,3,13.9,0,0,0,0,0.1,1,0,7.2,0,0,0
2021-05-08,16:15:00,La Liga,Matchweek 35,Sat,Barcelona,Atlético Madrid,0,0.9,12,6,15.7,2,0,0,0,0.6,10,5,16.0,1,0,0
2021-05-08,14:00:00,La Liga,Matchweek 35,Sat,Alavés,Levante,2,1.6,15,5,16.6,1,0,0,2,0.9,6,3,15.1,1,0,0
2021-05-08,21:00:00,La Liga,Matchweek 35,Sat,Athletic Club,Osasuna,2,1.5,13,3,17.4,0,0,0,2,0.9,13,4,18.6,1,0,0
2021-05-08,18:30:00,La Liga,Matchweek 35,Sat,Cádiz,Huesca,2,1.1,11,1,17.4,0,0,0,1,0.8,13,4,19.2,1,0,0
2021-05-09,21:00:00,La Liga,Matchweek 35,Sun,Real Madrid,Sevilla,2,1.0,17,7,22.2,0,0,0,2,1.2,6,2,18.2,0,1,1
2021-05-09,18:30:00,La Liga,Matchweek 35,Sun,Villarreal,Celta Vigo,2,3.1,15,6,13.4,0,1,1,4,2.3,9,4,25.0,0,2,2
2021-05-09,16:15:00,La Liga,Matchweek 35,Sun,Valencia,Valladolid,3,1.7,6,3,14.9,0,0,0,0,1.1,20,2,19.7,3,0,0
2021-05-09,14:00:00,La Liga,Matchweek 35,Sun,Getafe,Eibar,0,0.6,10,3,19.5,0,0,0,1,1.1,6,2,19.8,0,1,1
2021-05-10,21:00:00,La Liga,Matchweek 35,Mon,Betis,Granada,2,1.1,14,5,19.4,0,0,0,1,1.5,11,4,19.4,2,0,0
2021-05-11,20:00:00,La Liga,Matchweek 36,Tue,Elche,Alavés,0,0.6,11,3,11.9,0,0,0,2,1.8,9,2,14.7,1,0,0
2021-05-11,19:00:00,La Liga,Matchweek 36,Tue,Osasuna,Cádiz,3,1.8,13,3,16.3,0,1,1,2,1.5,9,3,15.6,0,1,1
2021-05-11,22:00:00,La Liga,Matchweek 36,Tue,Levante,Barcelona,3,0.9,16,6,17.5,0,0,0,3,2.8,17,5,14.9,1,0,0
2021-05-12,19:00:00,La Liga,Matchweek 36,Wed,Sevilla,Valencia,1,1.3,10,4,19.8,0,0,0,0,0.5,6,2,25.6,2,0,0
2021-05-12,20:00:00,La Liga,Matchweek 36,Wed,Huesca,Athletic Club,1,1.3,19,6,24.0,1,0,0,0,0.3,4,3,23.3,0,0,0
2021-05-12,20:00:00,La Liga,Matchweek 36,Wed,Celta Vigo,Getafe,1,0.4,4,1,21.9,0,0,0,0,1.3,13,4,17.0,0,0,0
2021-05-12,22:00:00,La Liga,Matchweek 36,Wed,Atlético Madrid,Real Sociedad,2,1.7,12,4,16.7,1,0,0,1,1.6,14,7,13.0,0,0,0
2021-05-13,20:00:00,La Liga,Matchweek 36,Thu,Eibar,Betis,1,0.9,14,4,16.6,0,0,0,1,0.5,9,4,19.3,0,0,0
2021-05-13,22:00:00,La Liga,Matchweek 36,Thu,Granada,Real Madrid,1,2.0,10,5,15.4,0,0,0,4,1.9,16,7,13.7,0,0,0
2021-05-13,19:00:00,La Liga,Matchweek 36,Thu,Valladolid,Villarreal,0,1.0,11,2,15.5,0,0,0,2,0.7,8,3,15.7,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Athletic Club,Real Madrid,0,0.4,8,1,21.7,1,0,0,1,1.3,12,2,24.2,1,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Villarreal,Sevilla,4,1.5,12,5,20.2,1,0,0,0,1.7,17,5,15.8,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Real Sociedad,Valladolid,4,1.7,13,8,18.1,0,1,1,1,1.7,19,5,15.9,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Barcelona,Celta Vigo,1,1.8,21,4,16.0,0,0,0,2,0.8,4,4,15.4,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Cádiz,Elche,1,1.1,6,2,17.3,0,1,1,3,2.3,20,5,14.0,1,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Getafe,Levante,2,0.5,9,4,14.9,0,0,0,1,0.2,4,1,18.5,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Betis,Huesca,1,1.4,9,1,19.8,0,1,1,0,0.4,6,0,23.8,1,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Atlético Madrid,Osasuna,2,3.2,24,9,18.4,0,0,0,1,0.3,6,3,23.5,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Alavés,Granada,4,2.9,14,9,11.1,0,0,0,2,0.6,5,2,16.8,0,0,0
2021-05-16,18:30:00,La Liga,Matchweek 37,Sun,Valencia,Eibar,4,1.2,9,5,18.5,0,0,0,1,2.2,19,8,14.3,0,0,0
2021-05-21,21:00:00,La Liga,Matchweek 38,Fri,Levante,Cádiz,2,1.5,17,4,15.4,0,0,0,2,0.5,6,2,26.9,0,0,0
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Real Madrid,Villarreal,2,0.9,14,4,17.3,0,0,0,1,0.7,6,2,18.7,0,0,0
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Celta Vigo,Betis,2,1.3,10,3,21.8,0,1,1,3,2.0,10,3,19.5,2,1,1
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Osasuna,Real Sociedad,0,0.4,7,1,17.4,0,0,0,1,2.3,11,1,14.8,1,0,0
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Huesca,Valencia,0,1.0,22,9,19.5,2,0,0,0,0.4,11,4,18.5,0,0,0
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Valladolid,Atlético Madrid,1,0.9,10,4,19.7,0,0,0,2,1.9,15,3,12.9,0,0,0
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Elche,Athletic Club,2,1.2,8,3,14.8,0,0,0,0,0.6,8,2,19.0,0,0,0
2021-05-22,18:00:00,La Liga,Matchweek 38,Sat,Eibar,Barcelona,0,1.2,17,2,15.4,2,0,0,1,0.3,7,3,24.2,0,0,0
2021-05-23,18:30:00,La Liga,Matchweek 38,Sun,Granada,Getafe,0,0.8,9,2,19.2,0,0,0,0,0.4,11,2,19.7,0,0,0
2021-05-23,21:00:00,La Liga,Matchweek 38,Sun,Sevilla,Alavés,1,0.6,11,2,21.8,0,0,0,0,1.2,11,2,18.5,0,0,0
2021-08-13,21:00:00,La Liga,Matchweek 1,Fri,Valencia,Getafe,1,1.3,3,1,20.7,1,1,1,0,1.2,22,4,20.4,4,0,0
2021-08-14,19:30:00,La Liga,Matchweek 1,Sat,Cádiz,Levante,1,0.4,8,2,17.9,1,0,0,1,1.0,12,3,19.1,1,0,0
2021-08-14,22:00:00,La Liga,Matchweek 1,Sat,Alavés,Real Madrid,1,1.7,10,3,19.2,1,1,1,4,1.8,19,7,18.0,2,0,0
2021-08-14,19:30:00,La Liga,Matchweek 1,Sat,Mallorca,Betis,1,0.4,6,1,20.7,1,0,0,1,0.9,9,0,14.6,0,0,0
2021-08-14,22:00:00,La Liga,Matchweek 1,Sat,Osasuna,Espanyol,0,0.8,15,1,17.0,0,0,0,0,0.7,10,3,18.4,1,0,0
2021-08-15,22:15:00,La Liga,Matchweek 1,Sun,Sevilla,Rayo Vallecano,3,3.5,20,7,19.0,0,1,1,0,0.3,4,3,19.3,0,0,0
2021-08-15,20:00:00,La Liga,Matchweek 1,Sun,Barcelona,Real Sociedad,4,2.7,13,8,13.1,0,0,0,2,0.8,11,3,19.3,1,0,0
2021-08-15,17:30:00,La Liga,Matchweek 1,Sun,Celta Vigo,Atlético Madrid,1,2.0,9,1,16.4,1,1,1,2,1.4,13,4,16.0,1,0,0
2021-08-16,20:00:00,La Liga,Matchweek 1,Mon,Villarreal,Granada,0,1.1,14,3,17.8,1,0,0,0,0.3,6,1,18.8,0,0,0
2021-08-16,22:00:00,La Liga,Matchweek 1,Mon,Elche,Athletic Club,0,0.9,8,2,19.7,1,0,0,0,0.6,9,3,19.7,0,0,0
2021-08-20,21:00:00,La Liga,Matchweek 2,Fri,Betis,Cádiz,1,1.5,16,7,18.4,1,0,0,1,1.4,7,2,18.4,1,1,1
2021-08-21,22:00:00,La Liga,Matchweek 2,Sat,Athletic Club,Barcelona,1,1.6,16,6,14.8,1,0,0,1,1.0,9,3,15.7,1,0,0
2021-08-21,19:30:00,La Liga,Matchweek 2,Sat,Granada,Valencia,1,0.8,10,2,17.6,0,0,0,1,1.9,18,5,20.4,1,1,1
2021-08-21,17:00:00,La Liga,Matchweek 2,Sat,Alavés,Mallorca,0,0.5,9,3,13.6,0,0,0,1,0.8,12,2,19.7,1,0,0
2021-08-21,19:30:00,La Liga,Matchweek 2,Sat,Espanyol,Villarreal,0,1.8,14,3,18.3,2,0,0,0,0.5,12,2,16.1,0,0,0
2021-08-22,17:00:00,La Liga,Matchweek 2,Sun,Real Sociedad,Rayo Vallecano,1,2.0,12,7,17.2,1,1,1,0,0.5,9,1,23.8,2,0,0
2021-08-22,19:30:00,La Liga,Matchweek 2,Sun,Atlético Madrid,Elche,1,1.3,8,4,22.5,0,0,0,0,0.2,4,2,21.5,1,0,0
2021-08-22,22:00:00,La Liga,Matchweek 2,Sun,Levante,Real Madrid,3,1.9,9,4,15.6,0,0,0,3,1.2,20,5,19.3,1,0,0
2021-08-23,20:00:00,La Liga,Matchweek 2,Mon,Getafe,Sevilla,0,0.5,12,0,20.0,1,0,0,1,0.7,9,3,16.0,0,0,0
2021-08-23,22:00:00,La Liga,Matchweek 2,Mon,Osasuna,Celta Vigo,0,2.1,14,6,16.6,0,0,1,0,0.2,4,0,37.3,0,0,0
2021-08-27,22:15:00,La Liga,Matchweek 3,Fri,Valencia,Alavés,3,1.5,9,4,11.3,0,0,0,0,0.4,9,2,18.4,1,0,0
2021-08-27,20:00:00,La Liga,Matchweek 3,Fri,Mallorca,Espanyol,1,0.8,12,6,19.7,2,0,0,0,0.4,8,3,21.1,1,0,0
2021-08-28,19:30:00,La Liga,Matchweek 3,Sat,Elche,Sevilla,1,0.8,7,4,14.4,0,0,0,1,1.6,18,5,16.9,0,0,0
2021-08-28,19:30:00,La Liga,Matchweek 3,Sat,Real Sociedad,Levante,1,0.9,7,2,14.1,0,0,0,0,0.2,6,0,22.7,0,0,0
2021-08-28,17:00:00,La Liga,Matchweek 3,Sat,Celta Vigo,Athletic Club,0,1.0,12,0,12.8,0,0,0,1,1.2,6,2,12.4,0,0,0
2021-08-28,22:00:00,La Liga,Matchweek 3,Sat,Betis,Real Madrid,0,0.8,13,7,22.0,1,0,0,1,1.1,13,3,17.6,0,0,0
2021-08-29,19:30:00,La Liga,Matchweek 3,Sun,Rayo Vallecano,Granada,4,2.2,18,5,17.8,2,1,1,0,0.6,9,3,18.2,1,0,0
2021-08-29,17:00:00,La Liga,Matchweek 3,Sun,Barcelona,Getafe,2,1.5,7,3,14.7,0,0,0,1,0.4,8,3,22.7,0,0,0
2021-08-29,22:00:00,La Liga,Matchweek 3,Sun,Atlético Madrid,Villarreal,2,1.8,23,3,19.5,1,0,0,2,0.6,2,2,16.2,0,0,0
2021-08-29,19:30:00,La Liga,Matchweek 3,Sun,Cádiz,Osasuna,2,1.6,6,2,17.6,0,1,1,3,2.4,12,2,19.1,0,2,2
2021-09-11,21:00:00,La Liga,Matchweek 4,Sat,Athletic Club,Mallorca,2,1.8,20,5,15.2,1,0,0,0,0.2,7,1,22.3,0,0,0
2021-09-11,18:30:00,La Liga,Matchweek 4,Sat,Levante,Rayo Vallecano,1,1.0,7,1,20.2,0,1,1,1,2.6,22,6,15.8,1,0,0
2021-09-12,21:00:00,La Liga,Matchweek 4,Sun,Real Madrid,Celta Vigo,5,3.4,14,10,12.9,0,1,1,2,1.8,11,4,14.6,0,0,0
2021-09-12,14:00:00,La Liga,Matchweek 4,Sun,Espanyol,Atlético Madrid,1,0.5,9,3,19.4,1,0,0,2,1.0,13,3,17.9,0,0,0
2021-09-12,18:30:00,La Liga,Matchweek 4,Sun,Cádiz,Real Sociedad,0,0.3,5,1,14.9,0,0,0,2,1.9,16,3,18.4,1,1,1
2021-09-12,16:15:00,La Liga,Matchweek 4,Sun,Osasuna,Valencia,1,0.7,11,2,17.5,0,0,0,4,0.9,10,4,25.3,1,0,0
2021-09-13,22:00:00,La Liga,Matchweek 4,Mon,Granada,Betis,1,0.5,11,2,20.8,0,0,0,2,2.4,20,8,16.2,1,0,0
2021-09-13,20:00:00,La Liga,Matchweek 4,Mon,Getafe,Elche,0,0.4,10,1,22.8,2,0,0,1,0.9,8,3,20.3,0,0,0
2021-09-17,21:00:00,La Liga,Matchweek 5,Fri,Celta Vigo,Cádiz,1,1.1,14,5,16.6,0,0,0,2,1.1,6,2,21.8,0,0,1
2021-09-18,14:00:00,La Liga,Matchweek 5,Sat,Rayo Vallecano,Getafe,3,2.0,10,4,18.3,1,1,1,0,1.1,12,1,23.1,3,0,1
2021-09-18,16:15:00,La Liga,Matchweek 5,Sat,Atlético Madrid,Athletic Club,0,1.0,14,2,17.2,0,0,0,0,0.9,6,0,14.7,0,0,0
2021-09-18,18:30:00,La Liga,Matchweek 5,Sat,Elche,Levante,1,0.5,9,2,15.6,0,0,0,1,1.3,11,6,15.4,0,0,0
2021-09-18,21:00:00,La Liga,Matchweek 5,Sat,Alavés,Osasuna,0,0.4,8,3,21.9,0,0,0,2,1.1,12,4,18.2,0,1,1
2021-09-19,14:00:00,La Liga,Matchweek 5,Sun,Mallorca,Villarreal,0,0.4,10,1,17.1,0,0,0,0,1.3,11,3,13.6,1,0,0
2021-09-19,18:30:00,La Liga,Matchweek 5,Sun,Betis,Espanyol,2,2.1,23,8,14.6,0,0,0,2,1.2,10,4,17.1,1,0,0
2021-09-19,21:00:00,La Liga,Matchweek 5,Sun,Valencia,Real Madrid,1,0.8,12,4,18.8,1,0,0,2,1.1,18,10,17.9,0,0,0
2021-09-19,16:15:00,La Liga,Matchweek 5,Sun,Real Sociedad,Sevilla,0,1.3,10,3,21.8,1,0,1,0,0.8,11,4,16.4,0,0,0
2021-09-20,21:00:00,La Liga,Matchweek 5,Mon,Barcelona,Granada,1,1.1,17,6,14.1,1,0,0,1,0.6,5,2,14.0,0,0,0
2021-09-21,22:00:00,La Liga,Matchweek 6,Tue,Athletic Club,Rayo Vallecano,1,0.7,8,1,18.1,0,0,0,2,0.8,7,3,17.4,0,0,0
2021-09-21,19:30:00,La Liga,Matchweek 6,Tue,Getafe,Atlético Madrid,1,0.3,6,1,15.8,0,0,0,2,0.8,12,4,16.7,0,0,0
2021-09-21,22:00:00,La Liga,Matchweek 6,Tue,Levante,Celta Vigo,0,1.6,5,1,23.5,0,0,1,2,0.6,4,2,14.4,0,0,0
2021-09-22,22:00:00,La Liga,Matchweek 6,Wed,Real Madrid,Mallorca,6,2.9,18,11,14.6,0,0,0,1,1.1,17,4,19.4,0,0,0
2021-09-22,22:00:00,La Liga,Matchweek 6,Wed,Villarreal,Elche,4,2.8,14,9,16.3,0,0,0,1,1.3,9,3,20.0,0,0,0
2021-09-22,19:30:00,La Liga,Matchweek 6,Wed,Espanyol,Alavés,1,1.5,9,1,15.0,0,1,1,0,0.4,8,2,15.2,0,0,0
2021-09-22,19:30:00,La Liga,Matchweek 6,Wed,Sevilla,Valencia,3,0.9,11,5,20.3,0,0,0,1,0.5,8,3,14.9,0,0,0
2021-09-23,19:30:00,La Liga,Matchweek 6,Thu,Granada,Real Sociedad,2,1.2,9,1,19.2,0,1,1,3,1.8,20,11,16.5,0,0,0
2021-09-23,22:00:00,La Liga,Matchweek 6,Thu,Cádiz,Barcelona,0,1.6,13,3,16.7,0,0,0,0,0.7,7,2,15.1,0,0,0
2021-09-23,19:30:00,La Liga,Matchweek 6,Thu,Osasuna,Betis,1,0.9,11,3,23.2,0,0,0,3,2.3,16,8,16.8,0,0,0
2021-09-25,16:15:00,La Liga,Matchweek 7,Sat,Valencia,Athletic Club,1,0.8,13,6,18.1,1,0,0,1,0.9,12,4,16.3,0,0,0
2021-09-25,21:00:00,La Liga,Matchweek 7,Sat,Real Madrid,Villarreal,0,1.4,16,2,17.6,0,0,0,0,0.8,6,2,13.4,0,0,0
2021-09-25,18:30:00,La Liga,Matchweek 7,Sat,Sevilla,Espanyol,2,1.6,12,5,16.0,0,0,0,0,0.7,13,2,22.3,0,0,0
2021-09-25,14:00:00,La Liga,Matchweek 7,Sat,Alavés,Atlético Madrid,1,0.6,7,1,14.9,0,0,0,0,0.7,13,1,19.9,0,0,0
2021-09-26,14:00:00,La Liga,Matchweek 7,Sun,Mallorca,Osasuna,2,2.3,17,8,15.5,1,0,0,3,0.8,11,6,20.1,1,0,0
2021-09-26,18:30:00,La Liga,Matchweek 7,Sun,Rayo Vallecano,Cádiz,3,1.4,13,6,13.2,0,0,0,1,0.8,6,2,10.3,0,0,0
2021-09-26,21:00:00,La Liga,Matchweek 7,Sun,Betis,Getafe,2,2.2,20,5,19.7,1,0,0,0,0.6,8,3,17.7,0,0,0
2021-09-26,18:30:00,La Liga,Matchweek 7,Sun,Real Sociedad,Elche,1,2.5,18,4,17.9,1,0,0,0,0.6,5,2,22.4,0,0,0
2021-09-26,16:15:00,La Liga,Matchweek 7,Sun,Barcelona,Levante,3,3.5,20,10,16.0,0,1,1,0,1.2,6,2,18.9,0,0,0
2021-09-27,21:00:00,La Liga,Matchweek 7,Mon,Celta Vigo,Granada,1,1.5,13,4,22.6,0,0,1,0,0.6,7,4,15.5,0,0,0
2021-10-01,21:00:00,La Liga,Matchweek 8,Fri,Athletic Club,Alavés,1,2.6,15,4,12.7,0,0,1,0,0.8,17,4,13.4,0,0,0
2021-10-02,16:15:00,La Liga,Matchweek 8,Sat,Mallorca,Levante,1,0.8,10,7,20.6,1,0,0,0,1.1,5,1,18.8,0,0,1
2021-10-02,18:30:00,La Liga,Matchweek 8,Sat,Cádiz,Valencia,0,0.2,2,1,15.6,0,0,0,0,1.4,16,4,19.0,0,0,0
2021-10-02,21:00:00,La Liga,Matchweek 8,Sat,Atlético Madrid,Barcelona,2,1.1,6,3,15.7,0,0,0,0,0.8,9,2,20.9,2,0,0
2021-10-02,14:00:00,La Liga,Matchweek 8,Sat,Osasuna,Rayo Vallecano,1,0.6,7,3,16.3,0,0,0,0,0.2,7,0,19.9,0,0,0
2021-10-03,21:00:00,La Liga,Matchweek 8,Sun,Granada,Sevilla,1,0.1,3,1,30.7,0,0,0,0,1.5,14,3,17.2,0,0,0
2021-10-03,18:30:00,La Liga,Matchweek 8,Sun,Villarreal,Betis,2,2.9,11,4,11.8,0,0,0,0,0.5,10,3,20.3,1,0,0
2021-10-03,14:00:00,La Liga,Matchweek 8,Sun,Elche,Celta Vigo,1,1.5,12,4,16.2,0,0,0,0,0.5,10,1,19.3,0,0,0
2021-10-03,16:15:00,La Liga,Matchweek 8,Sun,Espanyol,Real Madrid,2,1.5,8,4,20.2,0,0,0,1,1.4,18,4,18.2,2,0,0
2021-10-03,18:30:00,La Liga,Matchweek 8,Sun,Getafe,Real Sociedad,1,0.7,9,2,21.9,2,0,0,1,0.8,10,5,19.0,0,0,0
2021-10-16,21:00:00,La Liga,Matchweek 9,Sat,Real Sociedad,Mallorca,1,0.6,10,2,25.0,2,0,0,0,0.4,7,1,18.2,0,0,0
2021-10-16,18:30:00,La Liga,Matchweek 9,Sat,Levante,Getafe,0,0.9,6,2,13.5,0,0,0,0,0.7,14,4,20.4,0,0,0
2021-10-17,16:15:00,La Liga,Matchweek 9,Sun,Celta Vigo,Sevilla,0,1.0,14,3,20.4,1,0,0,1,0.9,8,2,18.0,0,0,0
2021-10-17,21:00:00,La Liga,Matchweek 9,Sun,Barcelona,Valencia,3,1.9,11,4,17.4,1,1,1,1,0.5,9,3,25.2,2,0,0
2021-10-17,18:30:00,La Liga,Matchweek 9,Sun,Villarreal,Osasuna,1,0.5,11,6,18.1,0,0,0,2,0.9,6,2,12.4,0,0,0
2021-10-17,14:00:00,La Liga,Matchweek 9,Sun,Rayo Vallecano,Elche,2,1.3,10,4,16.8,0,0,0,1,0.5,7,3,18.8,0,0,0
2021-10-18,21:00:00,La Liga,Matchweek 9,Mon,Espanyol,Cádiz,2,1.7,14,6,15.5,1,0,0,0,0.6,14,2,18.0,0,0,0
2021-10-18,19:00:00,La Liga,Matchweek 9,Mon,Alavés,Betis,0,1.3,14,2,15.2,1,0,0,1,1.4,19,4,18.9,0,0,0
2021-10-22,21:00:00,La Liga,Matchweek 10,Fri,Osasuna,Granada,1,1.0,16,5,19.8,0,0,0,1,0.6,9,4,24.7,1,0,0
2021-10-23,16:15:00,La Liga,Matchweek 10,Sat,Cádiz,Alavés,0,1.6,23,3,18.6,1,0,0,2,1.6,7,3,16.0,0,1,1
2021-10-23,18:30:00,La Liga,Matchweek 10,Sat,Elche,Espanyol,2,1.2,12,7,20.6,0,0,0,2,1.1,20,7,19.8,2,0,0
2021-10-23,14:00:00,La Liga,Matchweek 10,Sat,Valencia,Mallorca,2,1.4,20,5,18.0,0,0,0,2,0.5,9,4,27.3,1,0,0
2021-10-23,21:00:00,La Liga,Matchweek 10,Sat,Athletic Club,Villarreal,2,2.6,12,5,18.4,1,1,2,1,0.6,11,3,18.0,0,0,0
2021-10-24,21:00:00,La Liga,Matchweek 10,Sun,Atlético Madrid,Real Sociedad,2,1.6,16,3,19.2,0,1,1,2,0.9,8,4,21.3,1,0,0
2021-10-24,16:15:00,La Liga,Matchweek 10,Sun,Barcelona,Real Madrid,1,1.7,12,2,14.7,0,0,0,2,1.1,10,5,13.3,0,0,0
2021-10-24,14:00:00,La Liga,Matchweek 10,Sun,Sevilla,Levante,5,1.4,18,11,15.6,0,0,0,3,1.8,12,6,18.4,2,0,0
2021-10-24,18:30:00,La Liga,Matchweek 10,Sun,Betis,Rayo Vallecano,3,1.5,10,5,18.2,0,1,1,2,1.2,14,3,21.3,2,0,0
2021-10-25,21:00:00,La Liga,Matchweek 10,Mon,Getafe,Celta Vigo,0,0.7,11,2,22.0,1,0,0,3,2.1,16,8,15.7,1,0,0
2021-10-26,21:00:00,La Liga,Matchweek 11,Tue,Espanyol,Athletic Club,1,1.2,13,2,26.7,1,1,1,1,3.2,23,6,13.9,0,0,0
2021-10-26,21:30:00,La Liga,Matchweek 11,Tue,Villarreal,Cádiz,3,1.7,14,5,12.3,0,0,0,3,1.0,9,4,17.2,0,0,0
2021-10-26,19:00:00,La Liga,Matchweek 11,Tue,Alavés,Elche,1,1.4,16,5,16.9,0,0,0,0,0.3,4,1,21.8,1,0,0
2021-10-27,20:00:00,La Liga,Matchweek 11,Wed,Betis,Valencia,4,2.1,12,8,17.0,0,1,1,1,1.6,10,4,10.7,0,0,0
2021-10-27,19:00:00,La Liga,Matchweek 11,Wed,Rayo Vallecano,Barcelona,1,1.0,13,4,20.4,0,0,0,0,2.8,15,0,17.2,0,0,1
2021-10-27,21:30:00,La Liga,Matchweek 11,Wed,Real Madrid,Osasuna,0,0.8,17,2,25.2,1,0,0,0,0.8,7,0,14.8,0,0,0
2021-10-27,19:00:00,La Liga,Matchweek 11,Wed,Mallorca,Sevilla,1,1.8,11,4,14.0,0,0,0,1,1.0,10,3,17.7,0,0,0
2021-10-28,21:30:00,La Liga,Matchweek 11,Thu,Levante,Atlético Madrid,2,1.8,8,1,18.2,0,2,2,2,0.7,7,3,15.4,0,0,0
2021-10-28,19:00:00,La Liga,Matchweek 11,Thu,Celta Vigo,Real Sociedad,0,1.4,15,6,17.5,0,0,0,2,1.8,11,4,14.8,1,0,0
2021-10-28,20:00:00,La Liga,Matchweek 11,Thu,Granada,Getafe,1,2.2,17,3,17.7,1,0,1,1,0.4,6,4,25.7,0,0,0
