_date_,_time_,comp,round,_day_,attendance,referee,home,away,homegoal,xg_home,awaygoal,xg_away,homeformation,awayformation,homepossession,awaypossession,homecaptain,awaycaptain
2018-09-15,18:30:00,La Liga,Matchweek 4,Sat,40050,Alejandro Hernández,Valencia,Betis,0,1.3,0,1.1,4-4-2,3-2-2-2-1,40.0,60.0,Daniel Parejo,Andrés Guardado
2018-09-16,20:45:00,La Liga,Matchweek 4,Sun,36943,Ricardo de Burgos,Sevilla,Getafe,0,1.7,2,2.0,3-4-3,4-2-2-2,70.0,30.0,Jesús Navas,Jorge Molina
2018-09-16,18:30:00,La Liga,Matchweek 4,Sun,18873,José Luis Munuera,Valladolid,Alavés,0,1.8,1,0.8,4-4-1-1,4-2-2-2,58.0,42.0,Javi Moyano,Fernando Pacheco
2018-09-16,12:00:00,La Liga,Matchweek 4,Sun,10432,Pablo González,Leganés,Villarreal,0,1.3,1,0.7,4-2-3-1,4-4-2,48.0,52.0,Unai Bustinza,Mario Gaspar
2018-09-16,16:15:00,La Liga,Matchweek 4,Sun,18627,Alberto Undiano,Espanyol,Levante,1,1.0,0,0.7,4-1-4-1,4-4-2,57.0,43.0,Sergio García,Pedro López Muñoz
2018-09-17,21:00:00,La Liga,Matchweek 4,Mon,9849,Alberola Rojas,Girona,Celta Vigo,3,1.1,2,1.0,3-2-2-2-1,3-2-2-2-1,33.0,67.0,Álex Granell,Hugo Mallo
2018-09-21,21:00:00,La Liga,Matchweek 5,Fri,6948,Ignacio Iglesias,Huesca,Real Sociedad,0,1.2,1,0.3,4-2-3-1,4-3-2-1,49.0,51.0,Gonzalo Melero,Mikel Oyarzabal
2018-09-22,13:00:00,La Liga,Matchweek 5,Sat,12011,Adrián Cordero,Rayo Vallecano,Alavés,1,1.0,5,0.8,4-1-4-1,4-4-2,52.0,48.0,Alberto García,Fernando Pacheco
2018-09-22,18:30:00,La Liga,Matchweek 5,Sat,12756,José Sánchez,Getafe,Atlético Madrid,0,0.8,2,1.0,4-4-2,4-4-2,42.0,58.0,Jorge Molina,Koke
2018-09-22,20:45:00,La Liga,Matchweek 5,Sat,67658,Antonio Matéu Lahoz,Real Madrid,Espanyol,1,1.2,0,0.7,4-1-4-1,4-1-4-1,64.0,36.0,Sergio Ramos,Javi López
2018-09-22,16:15:00,La Liga,Matchweek 5,Sat,4456,Mario Melero,Eibar,Leganés,1,1.2,0,0.2,4-2-2-2,4-4-2,56.0,44.0,Iván Ramis,Unai Bustinza
2018-09-22,16:15:00,La Liga,Matchweek 5,Sat,16552,Eduardo Prieto,Celta Vigo,Valladolid,3,1.4,3,2.1,4-4-2,4-1-4-1,47.0,53.0,Iago Aspas,Javi Moyano
2018-09-23,20:00:00,La Liga,Matchweek 5,Sun,51093,Javier Estrada,Betis,Athletic Club,2,1.4,2,0.8,3-2-2-2-1,4-2-3-1,69.0,31.0,Joaquín,Markel Susaeta
2018-09-23,12:00:00,La Liga,Matchweek 5,Sun,21520,Guillermo Cuadra,Levante,Sevilla,2,2.6,6,2.9,4-4-2,3-5-2,49.0,51.0,Pedro López Muñoz,Jesús Navas
2018-09-23,16:15:00,La Liga,Matchweek 5,Sun,18373,Santiago Jaime,Villarreal,Valencia,0,1.0,0,0.4,4-4-2,4-4-2,55.0,45.0,Mario Gaspar,Daniel Parejo
2018-09-23,20:45:00,La Liga,Matchweek 5,Sun,76055,Jesús Gil,Barcelona,Girona,2,1.3,2,0.9,4-1-4-1,3-2-3-2,67.0,33.0,Lionel Messi,Álex Granell
2018-09-25,20:00:00,La Liga,Matchweek 6,Tue,13547,José Luis Munuera,Espanyol,Eibar,1,1.0,0,0.3,4-1-4-1,4-2-3-1,46.0,54.0,Sergio García,Anaitz Arbilla
2018-09-25,21:00:00,La Liga,Matchweek 6,Tue,21510,Juan Martínez,Real Sociedad,Rayo Vallecano,2,2.0,2,1.3,4-2-3-1,4-1-4-1,55.0,45.0,Mikel Oyarzabal,Alberto García
2018-09-25,22:00:00,La Liga,Matchweek 6,Tue,47023,Pablo González,Atlético Madrid,Huesca,3,1.4,0,1.3,4-2-2-2,4-2-2-2,58.0,42.0,Diego Godín,Gonzalo Melero
2018-09-26,22:00:00,La Liga,Matchweek 6,Wed,40972,Alejandro Hernández,Sevilla,Real Madrid,3,2.6,0,1.2,3-5-2,4-1-4-1,40.0,60.0,Jesús Navas,Sergio Ramos
2018-09-26,20:00:00,La Liga,Matchweek 6,Wed,12231,Alberto Undiano,Leganés,Barcelona,2,1.1,1,0.6,3-2-2-2-1,4-1-4-1,24.0,76.0,Unai Bustinza,Lionel Messi
2018-09-26,22:00:00,La Liga,Matchweek 6,Wed,35945,Ricardo de Burgos,Valencia,Celta Vigo,1,2.1,1,0.4,4-2-2-2,3-2-3-2,37.0,63.0,Rodrigo,Hugo Mallo
2018-09-26,20:00:00,La Liga,Matchweek 6,Wed,39672,Carlos del Cerro,Athletic Club,Villarreal,0,0.9,3,2.7,4-2-3-1,4-2-2-2,66.0,34.0,Ander Iturraspe,Mario Gaspar
2018-09-27,20:00:00,La Liga,Matchweek 6,Thu,16440,David Medié,Valladolid,Levante,2,1.3,1,0.6,4-4-2,4-2-2-2,64.0,36.0,Javi Moyano,Pedro López Muñoz
2018-09-27,20:00:00,La Liga,Matchweek 6,Thu,18373,Eduardo Prieto,Alavés,Getafe,1,1.6,1,1.0,4-4-2,4-4-2,50.0,50.0,Fernando Pacheco,Bruno González
2018-09-27,22:00:00,La Liga,Matchweek 6,Thu,11358,José González,Girona,Betis,0,0.8,1,1.6,3-2-2-2-1,3-2-2-2-1,36.0,64.0,Álex Granell,Andrés Guardado
2018-09-28,21:00:00,La Liga,Matchweek 7,Fri,12100,Alberola Rojas,Rayo Vallecano,Espanyol,2,1.4,2,2.0,4-1-4-1,4-1-4-1,52.0,48.0,Alberto García,Javi López
2018-09-29,20:45:00,La Liga,Matchweek 7,Sat,78642,Juan Martínez,Real Madrid,Atlético Madrid,0,1.1,0,0.7,4-1-4-1,4-4-2,65.0,35.0,Sergio Ramos,Diego Godín
2018-09-29,13:00:00,La Liga,Matchweek 7,Sat,23577,Jesús Gil,Real Sociedad,Valencia,0,1.2,1,1.2,4-4-2,4-4-2,55.0,45.0,Asier Illarramendi,Daniel Parejo
2018-09-29,18:30:00,La Liga,Matchweek 7,Sat,5443,Javier Estrada,Eibar,Sevilla,1,0.9,3,1.6,4-4-2,3-1-2-2-2,63.0,37.0,Iván Ramis,Jesús Navas
2018-09-29,16:15:00,La Liga,Matchweek 7,Sat,78015,Santiago Jaime,Barcelona,Athletic Club,1,2.9,1,0.8,4-1-4-1,4-2-3-1,69.0,31.0,Gerard Piqué,Markel Susaeta
2018-09-30,16:15:00,La Liga,Matchweek 7,Sun,15602,Ignacio Iglesias,Villarreal,Valladolid,0,2.5,1,0.6,4-4-2,4-4-2,61.0,39.0,Mario Gaspar,Javi Moyano
2018-09-30,18:30:00,La Liga,Matchweek 7,Sun,20239,Mario Melero,Levante,Alavés,2,1.7,1,0.7,4-4-2,4-4-2,48.0,52.0,José Luis Morales,Manu García
2018-09-30,20:45:00,La Liga,Matchweek 7,Sun,48115,José Sánchez,Betis,Leganés,1,1.9,0,0.5,3-5-2,3-4-3,82.0,18.0,Joaquín,Unai Bustinza
2018-09-30,12:00:00,La Liga,Matchweek 7,Sun,6779,Adrián Cordero,Huesca,Girona,1,1.5,1,1.4,4-2-3-1,4-4-2,52.0,48.0,Gonzalo Melero,Aday
2018-10-01,21:00:00,La Liga,Matchweek 7,Mon,14330,Guillermo Cuadra,Celta Vigo,Getafe,1,0.5,1,1.0,4-4-2,4-4-2,52.0,48.0,Hugo Mallo,Jorge Molina
2018-10-05,21:00:00,La Liga,Matchweek 8,Fri,46884,Alejandro Hernández,Athletic Club,Real Sociedad,1,1.7,3,2.2,4-1-4-1,4-2-3-1,68.0,32.0,Markel Susaeta,Asier Illarramendi
2018-10-06,20:45:00,La Liga,Matchweek 8,Sat,11539,David Medié,Leganés,Rayo Vallecano,1,1.1,0,0.4,4-2-2-1-1,4-3-2-1,36.0,64.0,Unai Bustinza,Alberto García
2018-10-06,16:15:00,La Liga,Matchweek 8,Sat,9557,José Luis Munuera,Getafe,Levante,0,1.2,1,1.1,4-2-2-2,3-1-4-2,54.0,46.0,Jorge Molina,José Luis Morales
2018-10-06,13:00:00,La Liga,Matchweek 8,Sat,10569,Eduardo Prieto,Girona,Eibar,2,1.2,3,1.9,3-2-3-2,4-2-2-2,53.0,47.0,Álex Granell,Sergi Enrich
2018-10-06,18:30:00,La Liga,Matchweek 8,Sat,19461,Santiago Jaime,Alavés,Real Madrid,1,0.8,0,0.9,4-1-4-1,4-1-4-1,31.0,69.0,Fernando Pacheco,Sergio Ramos
2018-10-07,12:00:00,La Liga,Matchweek 8,Sun,17300,Antonio Matéu Lahoz,Valladolid,Huesca,1,1.1,0,0.5,4-2-2-2,4-1-4-1,43.0,57.0,Javi Moyano,Lluís Sastre
2018-10-07,18:30:00,La Liga,Matchweek 8,Sun,20032,Ricardo de Burgos,Espanyol,Villarreal,3,3.8,1,1.7,4-1-4-1,4-4-2,55.0,45.0,Javi López,Jaume Costa
2018-10-07,20:45:00,La Liga,Matchweek 8,Sun,46249,José González,Valencia,Barcelona,1,1.4,1,0.4,4-4-2,4-1-4-1,25.0,75.0,Daniel Parejo,Lionel Messi
2018-10-07,18:30:00,La Liga,Matchweek 8,Sun,38068,Pablo González,Sevilla,Celta Vigo,2,1.9,1,0.8,3-1-4-1-1,3-2-2-2-1,52.0,48.0,Jesús Navas,Hugo Mallo
2018-10-07,16:15:00,La Liga,Matchweek 8,Sun,63786,Alberto Undiano,Atlético Madrid,Betis,1,0.7,0,0.4,4-2-2-2,3-4-3,37.0,63.0,Diego Godín,Joaquín
2018-10-19,21:00:00,La Liga,Matchweek 9,Fri,15627,Carlos del Cerro,Celta Vigo,Alavés,0,1.1,1,1.0,4-4-2,4-3-2-1,61.0,39.0,Hugo Mallo,Manu García
2018-10-20,18:30:00,La Liga,Matchweek 9,Sat,17518,Javier Estrada,Villarreal,Atlético Madrid,1,1.4,1,1.0,4-2-3-1,4-4-2,52.0,48.0,Mario Gaspar,Koke
2018-10-20,13:00:00,La Liga,Matchweek 9,Sat,63423,Guillermo Cuadra,Real Madrid,Levante,1,3.4,2,2.0,4-1-4-1,3-1-4-2,69.0,31.0,Sergio Ramos,José Luis Morales
2018-10-20,20:45:00,La Liga,Matchweek 9,Sat,88712,Juan Martínez,Barcelona,Sevilla,4,2.5,2,1.8,4-3-3,3-5-2,53.0,47.0,Lionel Messi,Jesús Navas
2018-10-20,16:15:00,La Liga,Matchweek 9,Sat,35597,Ignacio Iglesias,Valencia,Leganés,1,1.4,1,1.0,4-4-2,4-1-4-1,59.0,41.0,Daniel Parejo,Rubén Pérez
2018-10-21,20:45:00,La Liga,Matchweek 9,Sun,42581,Alberola Rojas,Betis,Valladolid,0,1.1,1,0.6,3-4-3,4-4-2,63.0,37.0,Javi García,Javi Moyano
2018-10-21,16:15:00,La Liga,Matchweek 9,Sun,6475,Jesús Gil,Eibar,Athletic Club,1,1.8,1,0.8,4-4-2,4-2-3-1,63.0,37.0,Iván Ramis,Iker Muniain
2018-10-21,18:30:00,La Liga,Matchweek 9,Sun,6943,Eduardo Prieto,Huesca,Espanyol,0,0.3,2,1.7,4-2-2-2,4-1-4-1,53.0,47.0,Jorge Pulido,Javi López
2018-10-21,12:00:00,La Liga,Matchweek 9,Sun,12040,Mario Melero,Rayo Vallecano,Getafe,1,0.5,2,0.4,4-1-4-1,4-4-2,64.0,36.0,Alberto García,Jorge Molina
2018-10-22,21:00:00,La Liga,Matchweek 9,Mon,20997,Pablo González,Real Sociedad,Girona,0,0.9,0,0.6,4-4-2,3-4-3,54.0,46.0,Asier Illarramendi,Aday
2018-10-24,19:00:00,La Liga,Matchweek 3,Wed,11850,Guillermo Cuadra,Rayo Vallecano,Athletic Club,1,0.9,1,1.2,4-1-4-1,4-1-4-1,35.0,65.0,Alberto García,Markel Susaeta
2018-10-26,21:00:00,La Liga,Matchweek 10,Fri,18231,Adrián Cordero,Valladolid,Espanyol,1,1.8,1,0.4,4-2-2-2,4-1-4-1,56.0,44.0,Javi Moyano,Javi López
2018-10-27,18:30:00,La Liga,Matchweek 10,Sat,15509,José González,Celta Vigo,Eibar,4,1.5,0,2.1,4-2-3-1,4-4-2,40.0,60.0,Hugo Mallo,Asier Riesgo
2018-10-27,18:30:00,La Liga,Matchweek 10,Sat,19754,Ricardo de Burgos,Levante,Leganés,2,1.2,0,1.1,3-5-2,3-2-3-2,43.0,57.0,José Luis Morales,Rubén Pérez
2018-10-27,20:45:00,La Liga,Matchweek 10,Sat,57514,Antonio Matéu Lahoz,Atlético Madrid,Real Sociedad,2,1.7,0,0.3,4-4-2,4-2-3-1,61.0,39.0,Diego Godín,Asier Illarramendi
2018-10-27,13:00:00,La Liga,Matchweek 10,Sat,6618,José Luis Munuera,Girona,Rayo Vallecano,2,2.2,1,1.4,3-4-3,4-1-4-1,45.0,55.0,Aday,Alberto García
2018-10-27,16:15:00,La Liga,Matchweek 10,Sat,39261,Alberto Undiano,Athletic Club,Valencia,0,0.7,0,0.7,4-1-4-1,4-4-2,52.0,48.0,Markel Susaeta,Daniel Parejo
2018-10-28,20:45:00,La Liga,Matchweek 10,Sun,33022,David Medié,Sevilla,Huesca,2,2.3,1,0.6,3-4-1-2,3-4-3,61.0,39.0,Jesús Navas,Xabier Etxeita
2018-10-28,12:00:00,La Liga,Matchweek 10,Sun,12086,Santiago Jaime,Getafe,Betis,2,2.2,0,0.7,4-2-2-2,3-3-2-2,32.0,68.0,Jorge Molina,Aïssa Mandi
2018-10-28,18:30:00,La Liga,Matchweek 10,Sun,16956,Guillermo Cuadra,Alavés,Villarreal,2,2.1,1,1.7,4-2-2-2,4-2-3-1,47.0,53.0,Fernando Pacheco,Mario Gaspar
2018-10-28,16:15:00,La Liga,Matchweek 10,Sun,93265,José Sánchez,Barcelona,Real Madrid,5,3.0,1,2.1,4-1-4-1,4-1-4-1,53.0,47.0,Sergio Busquets,Sergio Ramos
2018-11-03,16:15:00,La Liga,Matchweek 11,Sat,68050,Jesús Gil,Real Madrid,Valladolid,2,2.2,0,1.1,4-1-4-1,4-4-2,58.0,42.0,Sergio Ramos,Javi Moyano
2018-11-03,18:30:00,La Liga,Matchweek 11,Sat,38745,Alberola Rojas,Valencia,Girona,0,2.0,1,0.5,4-4-2,3-4-3,54.0,46.0,Rodrigo,Pere Pons
2018-11-03,13:00:00,La Liga,Matchweek 11,Sat,12319,Mario Melero,Leganés,Atlético Madrid,1,0.8,1,0.5,3-2-2-2-1,4-2-2-2,46.0,54.0,Rubén Pérez,Antoine Griezmann
2018-11-03,20:45:00,La Liga,Matchweek 11,Sat,13785,Alejandro Hernández,Rayo Vallecano,Barcelona,2,1.4,3,1.2,4-1-4-1,4-3-2-1,32.0,68.0,Alberto García,Sergio Busquets
2018-11-04,16:15:00,La Liga,Matchweek 11,Sun,16499,Carlos del Cerro,Villarreal,Levante,1,1.4,1,0.8,4-2-2-2,3-1-4-2,59.0,41.0,Jaume Costa,José Luis Morales
2018-11-04,18:30:00,La Liga,Matchweek 11,Sun,6420,Juan Martínez,Huesca,Getafe,1,1.3,1,1.0,3-2-2-2-1,4-4-2,52.0,48.0,Xabier Etxeita,Jorge Molina
2018-11-04,12:00:00,La Liga,Matchweek 11,Sun,5660,Ignacio Iglesias,Eibar,Alavés,2,1.4,1,0.7,4-2-3-1,4-2-2-2,71.0,29.0,Gonzalo Escalante,Manu García
2018-11-04,18:30:00,La Liga,Matchweek 11,Sun,24882,Eduardo Prieto,Real Sociedad,Sevilla,0,0.7,0,0.4,4-2-3-1,3-2-2-2-1,52.0,48.0,Asier Illarramendi,Jesús Navas
2018-11-04,20:45:00,La Liga,Matchweek 11,Sun,42130,Javier Estrada,Betis,Celta Vigo,3,2.1,3,1.3,3-4-3,4-2-2-2,58.0,42.0,Andrés Guardado,Hugo Mallo
2018-11-05,21:00:00,La Liga,Matchweek 11,Mon,14328,Pablo González,Espanyol,Athletic Club,1,1.8,0,0.5,4-1-4-1,4-2-3-1,42.0,58.0,Javi López,Óscar de Marcos
2018-11-09,21:00:00,La Liga,Matchweek 12,Fri,19890,David Medié,Levante,Real Sociedad,1,1.0,3,1.0,3-3-2-2,3-2-2-2-1,46.0,54.0,José Luis Morales,Asier Illarramendi
2018-11-10,13:00:00,La Liga,Matchweek 12,Sat,16038,Guillermo Cuadra,Valladolid,Eibar,0,0.5,0,1.4,4-2-3-1,4-2-3-1,50.0,50.0,Javi Moyano,Gonzalo Escalante
2018-11-10,18:30:00,La Liga,Matchweek 12,Sat,59321,José Sánchez,Atlético Madrid,Athletic Club,3,1.1,2,1.6,4-2-2-2,4-1-4-1,50.0,50.0,Diego Godín,Markel Susaeta
2018-11-10,20:45:00,La Liga,Matchweek 12,Sat,9874,Adrián Cordero,Girona,Leganés,0,0.6,0,1.3,3-4-3,3-2-2-2-1,58.0,42.0,Cristhian Stuani,Rubén Pérez
2018-11-10,16:15:00,La Liga,Matchweek 12,Sat,10011,Ricardo de Burgos,Getafe,Valencia,0,1.8,1,1.8,4-4-2,4-2-2-2,39.0,61.0,Jorge Molina,Daniel Parejo
2018-11-11,20:45:00,La Liga,Matchweek 12,Sun,21184,Alberto Undiano,Celta Vigo,Real Madrid,2,1.5,4,2.1,4-2-2-2,4-1-4-1,52.0,48.0,Hugo Mallo,Sergio Ramos
2018-11-11,12:00:00,La Liga,Matchweek 12,Sun,18437,José Luis Munuera,Alavés,Huesca,2,1.0,1,0.9,4-4-2,5-4-1,51.0,49.0,Manu García,Jorge Miramón
2018-11-11,16:15:00,La Liga,Matchweek 12,Sun,83174,Antonio Matéu Lahoz,Barcelona,Betis,3,4.2,4,2.0,4-1-4-1,3-2-2-1-2,56.0,44.0,Lionel Messi,Joaquín
2018-11-11,18:30:00,La Liga,Matchweek 12,Sun,38769,Santiago Jaime,Sevilla,Espanyol,2,3.3,1,1.5,3-1-4-2,4-1-4-1,51.0,49.0,Jesús Navas,David López
2018-11-11,18:30:00,La Liga,Matchweek 12,Sun,11840,José González,Rayo Vallecano,Villarreal,2,2.1,2,0.7,4-1-4-1,4-2-2-2,58.0,42.0,Adri Embarba,Jaume Costa
2018-11-23,21:00:00,La Liga,Matchweek 13,Fri,9863,Alberola Rojas,Leganés,Alavés,1,0.9,0,0.3,3-3-2-2,4-4-2,50.0,50.0,Rubén Pérez,Manu García
2018-11-24,20:45:00,La Liga,Matchweek 13,Sat,67204,Jesús Gil,Atlético Madrid,Barcelona,1,0.1,1,0.5,4-4-2,4-4-2,32.0,68.0,Koke,Lionel Messi
2018-11-24,18:30:00,La Liga,Matchweek 13,Sat,6459,Javier Estrada,Huesca,Levante,2,2.3,2,0.6,4-2-2-1-1,3-4-1-2,49.0,51.0,Xabier Etxeita,Coke
2018-11-24,16:15:00,La Liga,Matchweek 13,Sat,37814,Pablo González,Valencia,Rayo Vallecano,3,1.8,0,0.7,4-4-2,4-1-4-1,49.0,51.0,Daniel Parejo,Adri Embarba
2018-11-24,13:00:00,La Liga,Matchweek 13,Sat,6435,Juan Martínez,Eibar,Real Madrid,3,2.9,0,0.6,4-4-2,4-1-4-1,39.0,61.0,Iván Ramis,Sergio Ramos
2018-11-25,12:00:00,La Liga,Matchweek 13,Sun,39821,Ignacio Iglesias,Athletic Club,Getafe,1,0.4,1,2.2,4-2-3-1,4-2-2-2,64.0,36.0,Markel Susaeta,Jorge Molina
2018-11-25,20:45:00,La Liga,Matchweek 13,Sun,16028,Eduardo Prieto,Villarreal,Betis,2,1.0,1,1.2,4-4-2◆,3-3-2-2,36.0,64.0,Mario Gaspar,Joaquín
2018-11-25,18:30:00,La Liga,Matchweek 13,Sun,22716,Alejandro Hernández,Espanyol,Girona,1,2.2,3,2.5,4-1-4-1,3-2-2-2-1,60.0,40.0,David López,Cristhian Stuani
2018-11-25,16:15:00,La Liga,Matchweek 13,Sun,34064,Carlos del Cerro,Sevilla,Valladolid,1,2.3,0,0.6,3-2-2-1-2,4-1-4-1,49.0,51.0,Daniel Carriço,Borja Fernández
2018-11-26,21:00:00,La Liga,Matchweek 13,Mon,17744,Mario Melero,Real Sociedad,Celta Vigo,2,2.1,1,0.3,4-4-2,4-2-3-1,48.0,52.0,David Zurutuza,Iago Aspas
2018-11-30,21:00:00,La Liga,Matchweek 14,Fri,11257,Alberto Undiano,Rayo Vallecano,Eibar,1,0.7,0,0.7,4-1-4-1,4-2-3-1,36.0,64.0,Adri Embarba,Iván Ramis
2018-12-01,13:00:00,La Liga,Matchweek 14,Sat,13463,Adrián Cordero,Celta Vigo,Huesca,2,2.2,0,0.8,4-4-2,4-2-3-1,58.0,42.0,Hugo Mallo,Xabier Etxeita
2018-12-01,20:45:00,La Liga,Matchweek 14,Sat,69653,José González,Real Madrid,Valencia,2,1.2,0,0.6,4-1-4-1,4-4-2,59.0,41.0,Sergio Ramos,Daniel Parejo
2018-12-01,18:30:00,La Liga,Matchweek 14,Sat,9287,Antonio Matéu Lahoz,Getafe,Espanyol,3,1.0,0,1.1,4-2-2-2,4-1-4-1,41.0,59.0,Jorge Molina,Javi López
2018-12-01,16:15:00,La Liga,Matchweek 14,Sat,16783,David Medié,Valladolid,Leganés,2,2.1,4,1.5,4-2-3-1,5-3-2,68.0,32.0,Míchel,Rubén Pérez
2018-12-02,16:15:00,La Liga,Matchweek 14,Sun,12104,Ricardo de Burgos,Girona,Atlético Madrid,1,1.4,1,1.8,3-4-3,4-4-2,44.0,56.0,Álex Granell,Koke
2018-12-02,12:00:00,La Liga,Matchweek 14,Sun,46562,Guillermo Cuadra,Betis,Real Sociedad,1,0.9,0,1.0,3-5-1-1,4-4-2,57.0,43.0,Joaquín,Asier Illarramendi
2018-12-02,18:30:00,La Liga,Matchweek 14,Sun,73003,José Luis Munuera,Barcelona,Villarreal,2,1.2,0,0.7,4-1-4-1,4-3-2-1,62.0,38.0,Lionel Messi,Mario Gaspar
2018-12-02,20:45:00,La Liga,Matchweek 14,Sun,17848,José Sánchez,Alavés,Sevilla,1,1.4,1,1.9,4-1-4-1,3-1-4-2,46.0,54.0,Manu García,Daniel Carriço
2018-12-03,21:00:00,La Liga,Matchweek 14,Mon,19928,Santiago Jaime,Levante,Athletic Club,3,1.7,0,1.0,3-3-2-2,3-5-2,47.0,53.0,José Luis Morales,Iker Muniain
2018-12-07,21:00:00,La Liga,Matchweek 15,Fri,11327,Pablo González,Leganés,Getafe,1,1.5,1,1.2,3-2-2-1-2,4-4-2,65.0,35.0,Unai Bustinza,Jorge Molina
2018-12-08,20:45:00,La Liga,Matchweek 15,Sat,24037,Carlos del Cerro,Espanyol,Barcelona,0,1.1,4,2.6,4-2-3-1,4-1-4-1,45.0,55.0,Javi López,Lionel Messi
2018-12-08,16:15:00,La Liga,Matchweek 15,Sat,40057,Javier Estrada,Valencia,Sevilla,1,1.2,1,1.4,4-2-2-2,3-3-2-2,55.0,45.0,Daniel Parejo,Sergio Escudero
2018-12-08,13:00:00,La Liga,Matchweek 15,Sat,55810,Alejandro Hernández,Atlético Madrid,Alavés,3,2.3,0,1.4,4-2-2-2,4-1-4-1,49.0,51.0,Antoine Griezmann,Manu García
2018-12-08,18:30:00,La Liga,Matchweek 15,Sat,15720,Jesús Gil,Villarreal,Celta Vigo,2,1.5,3,1.8,4-4-2◆,4-4-2,53.0,47.0,Mario Gaspar,Hugo Mallo
2018-12-09,20:45:00,La Liga,Matchweek 15,Sun,40218,Juan Martínez,Betis,Rayo Vallecano,2,1.8,0,1.2,3-5-2,4-1-3-2◆,60.0,40.0,Aïssa Mandi,Adri Embarba
2018-12-09,18:30:00,La Liga,Matchweek 15,Sun,23260,Ignacio Iglesias,Real Sociedad,Valladolid,1,2.1,2,1.1,4-2-3-1,4-2-2-2,68.0,32.0,Asier Illarramendi,Míchel
2018-12-09,16:15:00,La Liga,Matchweek 15,Sun,7341,Mario Melero,Huesca,Real Madrid,0,1.1,1,0.3,4-2-3-1,4-1-4-1,45.0,55.0,Xabier Etxeita,Sergio Ramos
2018-12-09,12:00:00,La Liga,Matchweek 15,Sun,5328,Alberola Rojas,Eibar,Levante,4,3.5,4,3.2,4-4-2,3-1-4-2,59.0,41.0,Iván Ramis,José Luis Morales
2018-12-10,21:00:00,La Liga,Matchweek 15,Mon,34060,Eduardo Prieto,Athletic Club,Girona,1,2.1,0,0.1,4-2-3-1,3-2-2-2-1,51.0,49.0,Óscar de Marcos,Álex Granell
2018-12-14,21:00:00,La Liga,Matchweek 16,Fri,15134,José Luis Munuera,Celta Vigo,Leganés,0,0.9,0,0.7,4-4-2,3-3-2-2,80.0,20.0,Hugo Mallo,Unai Bustinza
2018-12-15,18:30:00,La Liga,Matchweek 16,Sat,55229,Ricardo de Burgos,Real Madrid,Rayo Vallecano,1,1.2,0,0.8,4-1-4-1,4-1-4-1,69.0,31.0,Sergio Ramos,Adri Embarba
2018-12-15,20:45:00,La Liga,Matchweek 16,Sat,4491,Adrián Cordero,Eibar,Valencia,1,1.4,1,2.0,4-4-2,4-4-2,57.0,43.0,Iván Ramis,Daniel Parejo
2018-12-15,16:15:00,La Liga,Matchweek 16,Sat,22585,Alberto Undiano,Valladolid,Atlético Madrid,2,1.0,3,1.6,4-2-3-1,4-4-2,56.0,44.0,Míchel,Diego Godín
2018-12-15,13:00:00,La Liga,Matchweek 16,Sat,9018,Santiago Jaime,Getafe,Real Sociedad,1,0.5,0,0.8,4-2-2-2,4-2-3-1,29.0,71.0,Jorge Molina,Asier Illarramendi
2018-12-16,12:00:00,La Liga,Matchweek 16,Sun,33542,Guillermo Cuadra,Sevilla,Girona,2,2.6,0,0.8,3-1-4-2,3-1-2-2-2,49.0,51.0,Jesús Navas,Cristhian Stuani
2018-12-16,20:45:00,La Liga,Matchweek 16,Sun,23736,José González,Levante,Barcelona,0,1.1,5,3.0,3-2-2-2-1,3-5-2,43.0,57.0,José Luis Morales,Lionel Messi
2018-12-16,16:15:00,La Liga,Matchweek 16,Sun,20275,José Sánchez,Espanyol,Betis,1,0.9,3,1.7,4-1-4-1,3-1-4-2,35.0,65.0,Víctor Sánchez,Joaquín
2018-12-16,18:30:00,La Liga,Matchweek 16,Sun,6455,David Medié,Huesca,Villarreal,2,4.0,2,1.6,4-1-4-1,4-2-2-2,55.0,45.0,Gonzalo Melero,Mario Gaspar
2018-12-17,21:00:00,La Liga,Matchweek 16,Mon,19349,Antonio Matéu Lahoz,Alavés,Athletic Club,0,0.5,0,0.4,4-2-2-2,4-2-3-1,47.0,53.0,Manu García,Markel Susaeta
2018-12-21,21:00:00,La Liga,Matchweek 17,Fri,22431,Javier Estrada,Real Sociedad,Alavés,0,1.3,1,0.6,4-2-2-2,4-2-2-2,66.0,34.0,Asier Illarramendi,Fernando Pacheco
2018-12-21,19:30:00,La Liga,Matchweek 17,Fri,8450,Alberola Rojas,Girona,Getafe,1,1.3,1,0.9,3-2-2-2-1,4-4-2,66.0,34.0,Álex Granell,Jorge Molina
2018-12-22,20:45:00,La Liga,Matchweek 17,Sat,42633,José Sánchez,Athletic Club,Valladolid,1,1.1,1,0.6,4-2-3-1,4-4-2,42.0,58.0,Iker Muniain,Javi Moyano
2018-12-22,13:00:00,La Liga,Matchweek 17,Sat,49426,Carlos del Cerro,Betis,Eibar,1,1.5,1,2.0,3-2-2-2-1,4-2-2-2,58.0,42.0,Joaquín,Iván Ramis
2018-12-22,16:15:00,La Liga,Matchweek 17,Sat,58069,Mario Melero,Atlético Madrid,Espanyol,1,1.0,0,1.1,4-4-2,4-1-4-1,38.0,62.0,Diego Godín,David López
