_date_,_time_,comp,round,_day_,attendance,referee,home,away,homegoal,xg_home,awaygoal,xg_away,homeformation,awayformation,homepossession,awaypossession,homecaptain,awaycaptain
2020-01-05,21:00:00,La Liga,Matchweek 19,Sun,11932,Guillermo Cuadra,Celta Vigo,Osasuna,1,1.9,1,0.7,4-4-2,4-2-3-1,60.0,40.0,Iago Aspas,Oier Sanjurjo
2020-01-05,12:00:00,La Liga,Matchweek 19,Sun,16395,César Soto,Granada,Mallorca,1,1.5,0,1.2,4-2-3-1,3-4-3,41.0,59.0,Víctor Díaz,Manolo Reina
2020-01-05,16:00:00,La Liga,Matchweek 19,Sun,17689,Antonio Matéu Lahoz,Alavés,Betis,1,0.5,1,1.7,4-4-2,4-1-4-1,33.0,67.0,Manu García,Joaquín
2020-01-17,21:00:00,La Liga,Matchweek 20,Fri,11450,Javier Estrada,Leganés,Getafe,0,0.3,3,1.6,3-5-2,4-4-2,60.0,40.0,Unai Bustinza,Jorge Molina
2020-01-18,21:00:00,La Liga,Matchweek 20,Sat,6429,Jesús Gil,Eibar,Atlético Madrid,2,1.1,0,0.9,4-2-3-1,4-4-2,38.0,62.0,Sergi Enrich,Jan Oblak
2020-01-18,13:00:00,La Liga,Matchweek 20,Sat,16848,Guillermo Cuadra,Levante,Alavés,0,1.0,1,1.8,4-4-2,4-4-2,54.0,46.0,José Luis Morales,Manu García
2020-01-18,18:30:00,La Liga,Matchweek 20,Sat,15382,Alberola Rojas,Osasuna,Valladolid,0,1.3,0,0.6,4-4-2,3-5-2,56.0,44.0,Oier Sanjurjo,Míchel
2020-01-18,16:00:00,La Liga,Matchweek 20,Sat,72512,Juan Martínez,Real Madrid,Sevilla,2,1.2,1,0.5,4-3-3,4-3-3,52.0,48.0,Marcelo,Jesús Navas
2020-01-19,18:30:00,La Liga,Matchweek 20,Sun,41348,David Medié,Athletic Club,Celta Vigo,1,3.4,1,0.6,4-2-3-1,4-3-3,62.0,38.0,Iker Muniain,Iago Aspas
2020-01-19,12:00:00,La Liga,Matchweek 20,Sun,9856,Mario Melero,Mallorca,Valencia,4,1.8,1,0.4,4-4-2,4-4-2,44.0,56.0,Manolo Reina,Daniel Parejo
2020-01-19,16:00:00,La Liga,Matchweek 20,Sun,12053,Pablo González,Villarreal,Espanyol,1,2.1,2,1.5,4-5-1,4-4-2,68.0,32.0,Mario Gaspar,Javi López
2020-01-19,21:00:00,La Liga,Matchweek 20,Sun,65444,Valentín Pizarro,Barcelona,Granada,1,1.6,0,0.2,3-5-2,4-2-3-1,81.0,19.0,Lionel Messi,Víctor Díaz
2020-01-19,14:00:00,La Liga,Matchweek 20,Sun,51171,Adrián Cordero,Betis,Real Sociedad,3,1.6,0,0.5,4-1-4-1,4-1-4-1,48.0,52.0,Joaquín,Mikel Oyarzabal
2020-01-24,21:00:00,La Liga,Matchweek 21,Fri,14667,César Soto,Osasuna,Levante,2,1.9,0,0.5,4-4-2,3-5-2,55.0,45.0,Roberto Torres,Sergio Postigo
2020-01-25,18:30:00,La Liga,Matchweek 21,Sat,18153,José Luis Munuera,Alavés,Villarreal,1,0.5,2,1.2,4-4-2,4-1-4-1,54.0,46.0,Manu García,Mario Gaspar
2020-01-25,16:00:00,La Liga,Matchweek 21,Sat,45882,Jesús Gil,Valencia,Barcelona,2,1.3,0,1.1,4-4-2,3-5-2,27.0,73.0,Jaume Doménech,Lionel Messi
2020-01-25,21:00:00,La Liga,Matchweek 21,Sat,33533,Alejandro Hernández,Sevilla,Granada,2,0.7,0,0.6,4-3-3,4-2-3-1,59.0,41.0,Jesús Navas,Víctor Díaz
2020-01-25,13:00:00,La Liga,Matchweek 21,Sat,27542,José Sánchez,Espanyol,Athletic Club,1,0.6,1,0.9,4-4-2,3-5-2,52.0,48.0,Víctor Sánchez,Iker Muniain
2020-01-26,12:00:00,La Liga,Matchweek 21,Sun,52767,Antonio Matéu Lahoz,Atlético Madrid,Leganés,0,1.0,0,0.7,4-4-2,3-4-3,56.0,44.0,Jan Oblak,Unai Bustinza
2020-01-26,16:00:00,La Liga,Matchweek 21,Sun,13244,Eduardo Prieto,Getafe,Betis,1,1.3,0,1.3,4-4-2,4-1-4-1,39.0,61.0,Jorge Molina,Joaquín
2020-01-26,21:00:00,La Liga,Matchweek 21,Sun,23404,Ricardo de Burgos,Valladolid,Real Madrid,0,0.3,1,0.5,4-4-2◆,4-3-3,38.0,62.0,Míchel,Sergio Ramos
2020-01-26,14:00:00,La Liga,Matchweek 21,Sun,15490,José González,Celta Vigo,Eibar,0,1.1,0,0.1,4-1-4-1,4-4-2,66.0,34.0,Iago Aspas,Sergi Enrich
2020-01-26,18:30:00,La Liga,Matchweek 21,Sun,29912,Santiago Jaime,Real Sociedad,Mallorca,3,1.7,0,0.5,4-1-4-1,4-4-2,69.0,31.0,Mikel Oyarzabal,Manolo Reina
2020-02-01,21:00:00,La Liga,Matchweek 22,Sat,39637,Pablo González,Valencia,Celta Vigo,1,0.9,0,1.2,4-4-2,3-5-2,50.0,50.0,Daniel Parejo,Iago Aspas
2020-02-01,16:00:00,La Liga,Matchweek 22,Sat,77223,Javier Estrada,Real Madrid,Atlético Madrid,1,1.1,0,0.2,4-2-3-1,4-4-2,64.0,36.0,Sergio Ramos,Jan Oblak
2020-02-01,13:00:00,La Liga,Matchweek 22,Sat,15226,Guillermo Cuadra,Granada,Espanyol,2,0.7,1,1.8,4-2-3-1,4-4-2,47.0,53.0,Víctor Díaz,Javi López
2020-02-01,18:30:00,La Liga,Matchweek 22,Sat,13891,David Medié,Mallorca,Valladolid,0,0.5,1,0.8,4-4-1-1,4-4-2,53.0,47.0,Manolo Reina,Javi Moyano
2020-02-02,21:00:00,La Liga,Matchweek 22,Sun,60295,Adrián Cordero,Barcelona,Levante,2,3.5,1,1.2,4-3-3,4-4-2,67.0,33.0,Lionel Messi,José Luis Morales
2020-02-02,16:00:00,La Liga,Matchweek 22,Sun,40291,Alberola Rojas,Athletic Club,Getafe,0,0.8,2,1.5,4-2-3-1,4-4-2,73.0,27.0,Iker Muniain,Djené
2020-02-02,18:30:00,La Liga,Matchweek 22,Sun,36286,Carlos del Cerro,Sevilla,Alavés,1,1.4,1,0.6,4-3-3,3-5-2,75.0,25.0,Jesús Navas,Manu García
2020-02-02,18:30:00,La Liga,Matchweek 22,Sun,17081,Valentín Pizarro,Villarreal,Osasuna,3,1.7,1,0.9,4-1-4-1,4-2-3-1,55.0,45.0,Mario Gaspar,Roberto Torres
2020-02-02,12:00:00,La Liga,Matchweek 22,Sun,10842,Mario Melero,Leganés,Real Sociedad,2,1.1,1,0.1,3-4-3,4-1-4-1,46.0,54.0,Unai Bustinza,Aritz Elustondo
2020-02-02,14:00:00,La Liga,Matchweek 22,Sun,6558,Juan Martínez,Eibar,Betis,1,1.8,1,1.5,4-2-3-1,4-1-4-1,36.0,64.0,Sergi Enrich,Joaquín
2020-02-07,21:00:00,La Liga,Matchweek 23,Fri,17089,Eduardo Prieto,Alavés,Eibar,2,1.2,1,0.2,4-1-4-1,4-2-3-1,39.0,61.0,Manu García,Sergi Enrich
2020-02-08,13:00:00,La Liga,Matchweek 23,Sat,17110,José González,Levante,Leganés,2,0.9,0,1.0,4-4-2,3-4-3,49.0,51.0,Sergio Postigo,Unai Bustinza
2020-02-08,18:30:00,La Liga,Matchweek 23,Sat,17547,Alejandro Hernández,Valladolid,Villarreal,1,0.6,1,1.0,4-4-2,4-4-2,34.0,66.0,Javi Moyano,Mario Gaspar
2020-02-08,21:00:00,La Liga,Matchweek 23,Sat,54113,César Soto,Atlético Madrid,Granada,1,0.8,0,0.7,4-4-2◆,4-2-3-1,50.0,50.0,Koke,Víctor Díaz
2020-02-08,16:00:00,La Liga,Matchweek 23,Sat,13070,Ricardo de Burgos,Getafe,Valencia,3,2.8,0,0.3,4-4-2,4-4-2,52.0,48.0,Jorge Molina,Daniel Parejo
2020-02-09,14:00:00,La Liga,Matchweek 23,Sun,36730,José Luis Munuera,Real Sociedad,Athletic Club,2,1.6,1,0.3,4-2-3-1,4-2-3-1,64.0,36.0,Mikel Oyarzabal,Mikel San José
2020-02-09,21:00:00,La Liga,Matchweek 23,Sun,54526,José Sánchez,Betis,Barcelona,2,1.0,3,1.5,4-1-4-1,4-4-2◆,29.0,71.0,Aïssa Mandi,Lionel Messi
2020-02-09,18:30:00,La Liga,Matchweek 23,Sun,20375,Santiago Jaime,Celta Vigo,Sevilla,2,1.2,1,1.0,4-3-3,4-3-3,44.0,56.0,Hugo Mallo,Jesús Navas
2020-02-09,16:00:00,La Liga,Matchweek 23,Sun,17000,Jesús Gil,Osasuna,Real Madrid,1,0.8,4,2.4,4-4-2,4-3-3,45.0,55.0,Roberto Torres,Sergio Ramos
2020-02-09,12:00:00,La Liga,Matchweek 23,Sun,32084,Antonio Matéu Lahoz,Espanyol,Mallorca,1,1.0,0,0.6,4-4-2,4-2-3-1,38.0,62.0,Javi López,Manolo Reina
2020-02-14,21:00:00,La Liga,Matchweek 24,Fri,42297,David Medié,Valencia,Atlético Madrid,2,1.4,2,0.9,4-4-2,4-4-2,64.0,36.0,Daniel Parejo,Koke
2020-02-15,13:00:00,La Liga,Matchweek 24,Sat,12329,Valentín Pizarro,Mallorca,Alavés,1,1.8,0,0.9,4-2-3-1,4-4-2,46.0,54.0,Manolo Reina,Fernando Pacheco
2020-02-15,21:00:00,La Liga,Matchweek 24,Sat,15782,Juan Martínez,Granada,Valladolid,2,1.8,1,0.7,3-4-3,4-4-2,53.0,47.0,Víctor Díaz,Javi Moyano
2020-02-15,18:30:00,La Liga,Matchweek 24,Sat,17269,Mario Melero,Villarreal,Levante,2,0.8,1,1.4,4-2-3-1,4-4-2,51.0,49.0,Mario Gaspar,Sergio Postigo
2020-02-15,16:00:00,La Liga,Matchweek 24,Sat,89409,Guillermo Cuadra,Barcelona,Getafe,2,1.8,1,0.8,4-3-3,4-4-2,75.0,25.0,Lionel Messi,Jorge Molina
2020-02-16,14:00:00,La Liga,Matchweek 24,Sun,11160,Javier Estrada,Leganés,Betis,0,0.9,0,0.5,3-4-3,4-2-3-1,35.0,65.0,Unai Bustinza,Joaquín
2020-02-16,12:00:00,La Liga,Matchweek 24,Sun,35661,Adrián Cordero,Sevilla,Espanyol,2,1.2,2,0.5,4-3-3,4-2-3-1,67.0,33.0,Jesús Navas,Javi López
2020-02-16,21:00:00,La Liga,Matchweek 24,Sun,62477,Alberola Rojas,Real Madrid,Celta Vigo,2,1.5,2,1.0,4-3-3,3-5-2,66.0,34.0,Sergio Ramos,Iago Aspas
2020-02-16,18:30:00,La Liga,Matchweek 24,Sun,44222,Pablo González,Athletic Club,Osasuna,0,0.7,1,0.4,3-5-2,3-5-2,66.0,34.0,Raúl García,Oier Sanjurjo
2020-02-21,21:00:00,La Liga,Matchweek 25,Fri,47231,Jesús Gil,Betis,Mallorca,3,3.2,3,0.6,4-2-3-1,4-2-3-1,69.0,31.0,Joaquín,Manolo Reina
2020-02-22,16:00:00,La Liga,Matchweek 25,Sat,66970,César Soto,Barcelona,Eibar,5,3.9,0,0.6,4-3-3,4-2-3-1,69.0,31.0,Lionel Messi,Gonzalo Escalante
2020-02-22,18:30:00,La Liga,Matchweek 25,Sat,31381,José González,Real Sociedad,Valencia,3,1.9,0,0.3,4-3-3,4-2-3-1,46.0,54.0,Mikel Oyarzabal,Daniel Parejo
2020-02-22,21:00:00,La Liga,Matchweek 25,Sat,23566,Alejandro Hernández,Levante,Real Madrid,1,0.3,0,1.6,4-4-2,4-3-3,37.0,63.0,José Luis Morales,Sergio Ramos
2020-02-22,13:00:00,La Liga,Matchweek 25,Sat,19335,José Luis Munuera,Celta Vigo,Leganés,1,0.2,0,0.4,4-4-2,3-4-3,44.0,56.0,Hugo Mallo,Unai Bustinza
2020-02-23,18:30:00,La Liga,Matchweek 25,Sun,13438,Javier Estrada,Getafe,Sevilla,0,0.3,3,2.3,4-4-2,3-4-3,53.0,47.0,Jorge Molina,Jesús Navas
2020-02-23,12:00:00,La Liga,Matchweek 25,Sun,14866,José Sánchez,Osasuna,Granada,0,0.7,3,1.5,4-1-4-1,3-5-2,62.0,38.0,Oier Sanjurjo,Víctor Díaz
2020-02-23,21:00:00,La Liga,Matchweek 25,Sun,54462,Ricardo de Burgos,Atlético Madrid,Villarreal,3,1.3,1,0.7,4-4-2,4-3-3,42.0,58.0,Koke,Santi Cazorla
2020-02-23,14:00:00,La Liga,Matchweek 25,Sun,19412,Antonio Matéu Lahoz,Alavés,Athletic Club,2,1.6,1,0.8,4-4-2,3-5-2,44.0,56.0,Manu García,Iker Muniain
2020-02-23,16:00:00,La Liga,Matchweek 25,Sun,19645,Eduardo Prieto,Valladolid,Espanyol,2,1.4,1,1.2,4-4-2,4-2-3-1,64.0,36.0,Javi Moyano,Javi López
2020-02-28,21:00:00,La Liga,Matchweek 26,Fri,30611,Valentín Pizarro,Real Sociedad,Valladolid,1,1.2,0,0.5,4-3-3,4-3-3,55.0,45.0,Mikel Oyarzabal,Javi Moyano
2020-02-29,13:00:00,La Liga,Matchweek 26,Sat,5920,Pablo González,Eibar,Levante,3,2.4,0,0.8,4-4-2,4-4-2,46.0,54.0,Sergi Enrich,José Luis Morales
2020-02-29,16:00:00,La Liga,Matchweek 26,Sat,37418,Adrián Cordero,Valencia,Betis,2,0.6,1,1.2,4-4-2,4-1-4-1,34.0,66.0,Daniel Parejo,Joaquín
2020-02-29,21:00:00,La Liga,Matchweek 26,Sat,15877,Guillermo Cuadra,Granada,Celta Vigo,0,0.7,0,0.3,3-4-3,4-3-3,41.0,59.0,Roberto Soldado,Hugo Mallo
2020-02-29,18:30:00,La Liga,Matchweek 26,Sat,10043,Juan Martínez,Leganés,Alavés,1,0.8,1,1.0,3-4-1-2,4-4-2,56.0,44.0,Unai Bustinza,Manu García
2020-03-01,21:00:00,La Liga,Matchweek 26,Sun,78357,Antonio Matéu Lahoz,Real Madrid,Barcelona,2,1.1,0,1.0,4-1-4-1,4-4-2,44.0,56.0,Sergio Ramos,Lionel Messi
2020-03-01,14:00:00,La Liga,Matchweek 26,Sun,36350,David Medié,Athletic Club,Villarreal,1,2.7,0,0.8,4-2-3-1,4-4-2,43.0,57.0,Iker Muniain,Santi Cazorla
2020-03-01,18:30:00,La Liga,Matchweek 26,Sun,14241,Mario Melero,Mallorca,Getafe,0,0.1,1,0.7,4-4-2,4-4-2,56.0,44.0,Manolo Reina,Djené
2020-03-01,16:00:00,La Liga,Matchweek 26,Sun,30360,Alberola Rojas,Espanyol,Atlético Madrid,1,1.1,1,0.8,4-1-4-1,4-4-2,38.0,62.0,Javi López,Koke
2020-03-01,12:00:00,La Liga,Matchweek 26,Sun,31382,Carlos del Cerro,Sevilla,Osasuna,3,1.8,2,1.6,4-3-3,4-4-2,63.0,37.0,Jesús Navas,Oier Sanjurjo
2020-03-06,21:00:00,La Liga,Matchweek 27,Fri,14083,Jesús Gil,Alavés,Valencia,1,1.2,1,0.5,4-4-2,4-1-4-1,44.0,56.0,Fernando Pacheco,Daniel Parejo
2020-03-07,13:00:00,La Liga,Matchweek 27,Sat,6110,Javier Estrada,Eibar,Mallorca,1,0.9,2,1.1,4-4-2,3-5-2,67.0,33.0,Sergi Enrich,Manolo Reina
2020-03-07,16:00:00,La Liga,Matchweek 27,Sat,60422,Alejandro Hernández,Atlético Madrid,Sevilla,2,2.6,2,1.5,4-4-2,4-1-4-1,45.0,55.0,Koke,Jesús Navas
2020-03-07,18:30:00,La Liga,Matchweek 27,Sat,77035,Juan Martínez,Barcelona,Real Sociedad,1,1.9,0,0.7,4-3-3,4-2-3-1,54.0,46.0,Lionel Messi,Mikel Merino
2020-03-07,21:00:00,La Liga,Matchweek 27,Sat,11286,José Sánchez,Getafe,Celta Vigo,0,1.0,0,0.6,4-4-2,3-4-3,55.0,45.0,Jorge Molina,Hugo Mallo
2020-03-08,18:30:00,La Liga,Matchweek 27,Sun,16143,César Soto,Villarreal,Leganés,1,1.5,2,1.5,4-3-3,4-4-2,63.0,37.0,Santi Cazorla,Dimitris Siovas
2020-03-08,12:00:00,La Liga,Matchweek 27,Sun,15737,Ricardo de Burgos,Osasuna,Espanyol,1,2.0,0,0.3,4-4-2,4-4-2,51.0,49.0,Oier Sanjurjo,Javi López
2020-03-08,16:00:00,La Liga,Matchweek 27,Sun,16168,Eduardo Prieto,Levante,Granada,1,1.1,1,1.3,4-4-2,3-4-3,55.0,45.0,José Luis Morales,Víctor Díaz
2020-03-08,14:00:00,La Liga,Matchweek 27,Sun,21632,José Luis Munuera,Valladolid,Athletic Club,1,1.9,4,0.7,3-4-3,4-2-3-1,57.0,43.0,Míchel,Raúl García
2020-03-08,21:00:00,La Liga,Matchweek 27,Sun,51521,José González,Betis,Real Madrid,2,1.2,1,1.4,4-4-1-1,4-1-4-1,42.0,58.0,Joaquín,Sergio Ramos
2020-03-10,20:00:00,La Liga,Matchweek 24,Tue,,David Medié,Eibar,Real Sociedad,1,2.2,2,1.5,4-2-3-1,4-2-3-1,58.0,42.0,Gonzalo Escalante,Mikel Oyarzabal
2020-06-11,22:00:00,La Liga,Matchweek 28,Thu,,Antonio Matéu Lahoz,Sevilla,Betis,2,1.5,0,0.5,4-3-3,4-3-3,45.0,55.0,Jesús Navas,Sergio Canales
2020-06-12,19:30:00,La Liga,Matchweek 28,Fri,,David Medié,Granada,Getafe,2,1.7,1,0.7,4-2-3-1,4-4-2,53.0,47.0,Víctor Díaz,Jorge Molina
2020-06-12,22:00:00,La Liga,Matchweek 28,Fri,,Alberola Rojas,Valencia,Levante,1,0.8,1,1.3,4-4-2,4-4-2,51.0,49.0,Daniel Parejo,José Luis Morales
2020-06-13,19:30:00,La Liga,Matchweek 28,Sat,,Mario Melero,Leganés,Valladolid,1,1.2,2,1.3,4-4-2,4-4-2,67.0,33.0,Unai Bustinza,Javi Moyano
2020-06-13,22:00:00,La Liga,Matchweek 28,Sat,,Carlos del Cerro,Mallorca,Barcelona,0,0.8,4,2.4,4-4-2,4-3-3,36.0,64.0,Manolo Reina,Lionel Messi
2020-06-13,14:00:00,La Liga,Matchweek 28,Sat,,Pablo González,Espanyol,Alavés,2,1.7,0,0.2,4-4-2,4-4-2,67.0,33.0,Javi López,Fernando Pacheco
2020-06-13,17:00:00,La Liga,Matchweek 28,Sat,,Valentín Pizarro,Celta Vigo,Villarreal,0,0.1,1,2.0,4-3-3,4-3-3,42.0,58.0,Hugo Mallo,Mario Gaspar
2020-06-14,22:00:00,La Liga,Matchweek 28,Sun,,Adrián Cordero,Real Sociedad,Osasuna,1,1.4,1,1.3,4-2-3-1,3-4-1-2,65.0,35.0,Mikel Oyarzabal,Oier Sanjurjo
2020-06-14,19:30:00,La Liga,Matchweek 28,Sun,,Guillermo Cuadra,Real Madrid,Eibar,3,1.3,1,0.6,4-3-3,4-1-4-1,54.0,46.0,Sergio Ramos,Anaitz Arbilla
2020-06-14,14:00:00,La Liga,Matchweek 28,Sun,,José González,Athletic Club,Atlético Madrid,1,0.4,1,1.4,4-2-3-1,4-4-2,55.0,45.0,Iker Muniain,Koke
2020-06-15,22:00:00,La Liga,Matchweek 29,Mon,,César Soto,Betis,Granada,2,1.7,2,0.7,4-3-3,4-2-3-1,78.0,22.0,Joaquín,Germán Sánchez
2020-06-15,19:30:00,La Liga,Matchweek 29,Mon,,Alejandro Hernández,Levante,Sevilla,1,0.8,1,0.8,4-4-2,4-3-3,42.0,58.0,José Luis Morales,Jesús Navas
2020-06-16,19:30:00,La Liga,Matchweek 29,Tue,,Javier Estrada,Villarreal,Mallorca,1,1.6,0,1.4,4-3-3,3-4-3,51.0,49.0,Mario Gaspar,Manolo Reina
2020-06-16,22:00:00,La Liga,Matchweek 29,Tue,,Juan Martínez,Barcelona,Leganés,2,1.5,0,0.8,4-3-3,3-5-2,75.0,25.0,Lionel Messi,Unai Bustinza
2020-06-16,19:30:00,La Liga,Matchweek 29,Tue,,José Luis Munuera,Getafe,Espanyol,0,1.3,0,0.9,4-4-2,4-4-2,68.0,32.0,Jorge Molina,David López
2020-06-17,22:00:00,La Liga,Matchweek 29,Wed,,Ricardo de Burgos,Osasuna,Atlético Madrid,0,1.1,5,2.0,4-1-4-1,4-4-2,47.0,53.0,Roberto Torres,Koke
2020-06-17,19:30:00,La Liga,Matchweek 29,Wed,,Eduardo Prieto,Eibar,Athletic Club,2,2.1,2,1.3,4-4-2,4-2-3-1,46.0,54.0,Gonzalo Escalante,Iker Muniain
2020-06-17,19:30:00,La Liga,Matchweek 29,Wed,,Jesús Gil,Valladolid,Celta Vigo,0,0.4,0,1.1,4-4-2,3-5-2,42.0,58.0,Javi Moyano,Iago Aspas
2020-06-18,22:00:00,La Liga,Matchweek 29,Thu,,José Sánchez,Real Madrid,Valencia,3,1.8,0,0.4,4-3-3,4-4-2,63.0,37.0,Sergio Ramos,Daniel Parejo
2020-06-18,19:30:00,La Liga,Matchweek 29,Thu,,Santiago Jaime,Alavés,Real Sociedad,2,1.9,0,0.4,4-2-2-2,4-2-3-1,35.0,65.0,Víctor Laguardia,David Zurutuza
2020-06-19,22:00:00,La Liga,Matchweek 30,Fri,,José González,Sevilla,Barcelona,0,0.5,0,0.6,4-3-3,4-4-2,36.0,64.0,Jesús Navas,Lionel Messi
2020-06-19,19:30:00,La Liga,Matchweek 30,Fri,,Antonio Matéu Lahoz,Mallorca,Leganés,1,0.4,1,1.5,4-1-4-1,3-4-3,40.0,60.0,Manolo Reina,Unai Bustinza
2020-06-19,19:30:00,La Liga,Matchweek 30,Fri,,Guillermo Cuadra,Granada,Villarreal,0,1.2,1,0.6,4-2-3-1,4-4-2,50.0,50.0,Víctor Díaz,Vicente Iborra
2020-06-20,14:00:00,La Liga,Matchweek 30,Sat,,Carlos del Cerro,Espanyol,Levante,1,0.5,3,1.6,4-4-2,4-4-2,46.0,54.0,Javi López,Sergio Postigo
2020-06-20,22:00:00,La Liga,Matchweek 30,Sat,,Pablo González,Atlético Madrid,Valladolid,1,1.1,0,0.5,4-4-2,4-3-3,62.0,38.0,Jan Oblak,Míchel
2020-06-20,17:00:00,La Liga,Matchweek 30,Sat,,Valentín Pizarro,Athletic Club,Betis,1,1.4,0,1.4,4-2-3-1,4-3-3,43.0,57.0,Iker Muniain,Andrés Guardado
2020-06-20,19:30:00,La Liga,Matchweek 30,Sat,,Alberola Rojas,Getafe,Eibar,1,0.5,1,0.8,4-4-2,4-4-2,55.0,45.0,Djené,Gonzalo Escalante
2020-06-21,19:30:00,La Liga,Matchweek 30,Sun,,David Medié,Valencia,Osasuna,2,1.4,0,1.5,4-4-2,3-5-2,55.0,45.0,Daniel Parejo,Oier Sanjurjo
2020-06-21,14:00:00,La Liga,Matchweek 30,Sun,,Adrián Cordero,Celta Vigo,Alavés,6,2.7,0,0.4,4-3-3,4-4-2,72.0,28.0,Iago Aspas,Víctor Laguardia
2020-06-21,22:00:00,La Liga,Matchweek 30,Sun,,Javier Estrada,Real Sociedad,Real Madrid,1,0.6,2,1.4,4-2-3-1,4-3-3,51.0,49.0,Mikel Oyarzabal,Sergio Ramos
2020-06-22,22:00:00,La Liga,Matchweek 31,Mon,,Ricardo de Burgos,Leganés,Granada,0,1.5,0,0.3,3-5-2,4-2-3-1,59.0,41.0,Unai Bustinza,Roberto Soldado
2020-06-22,19:30:00,La Liga,Matchweek 31,Mon,,José Sánchez,Villarreal,Sevilla,2,0.7,2,1.0,4-4-2,4-3-3,41.0,59.0,Mario Gaspar,Sergio Escudero
2020-06-23,19:30:00,La Liga,Matchweek 31,Tue,,José Luis Munuera,Levante,Atlético Madrid,0,0.8,1,1.2,4-4-2,4-4-2,56.0,44.0,Coke,Koke
2020-06-23,19:30:00,La Liga,Matchweek 31,Tue,,César Soto,Valladolid,Getafe,1,1.5,1,0.7,4-4-2,4-4-2,47.0,53.0,Javi Moyano,Djené
2020-06-23,22:00:00,La Liga,Matchweek 31,Tue,,Jesús Gil,Barcelona,Athletic Club,1,1.7,0,0.7,4-3-3,4-2-3-1,73.0,27.0,Lionel Messi,Óscar de Marcos
2020-06-24,22:00:00,La Liga,Matchweek 31,Wed,,Mario Melero,Real Madrid,Mallorca,2,1.5,0,0.6,4-2-3-1,3-4-3,55.0,45.0,Sergio Ramos,Manolo Reina
2020-06-24,19:30:00,La Liga,Matchweek 31,Wed,,Eduardo Prieto,Real Sociedad,Celta Vigo,0,0.7,1,0.9,4-2-3-1,4-3-3,59.0,41.0,Mikel Oyarzabal,Iago Aspas
2020-06-24,19:30:00,La Liga,Matchweek 31,Wed,,Alejandro Hernández,Alavés,Osasuna,0,0.5,1,0.7,4-4-2,4-4-2,51.0,49.0,Fernando Pacheco,Oier Sanjurjo
2020-06-25,22:00:00,La Liga,Matchweek 31,Thu,,Juan Martínez,Betis,Espanyol,1,0.6,0,1.0,3-4-3,4-4-2,64.0,36.0,Andrés Guardado,David López
2020-06-25,19:30:00,La Liga,Matchweek 31,Thu,,Santiago Jaime,Eibar,Valencia,1,0.5,0,0.5,4-4-2,4-2-3-1,35.0,65.0,Gonzalo Escalante,Daniel Parejo
2020-06-26,22:00:00,La Liga,Matchweek 32,Fri,,Valentín Pizarro,Sevilla,Valladolid,1,1.3,1,0.6,4-3-3,4-4-2,74.0,26.0,Jesús Navas,Míchel
2020-06-27,22:00:00,La Liga,Matchweek 32,Sat,,Mario Melero,Atlético Madrid,Alavés,2,1.5,1,1.0,4-4-2,4-1-4-1,69.0,31.0,Koke,Fernando Pacheco
2020-06-27,14:00:00,La Liga,Matchweek 32,Sat,,Pablo González,Athletic Club,Mallorca,3,2.3,1,1.2,4-2-3-1,3-5-2,47.0,53.0,Iker Muniain,Manolo Reina
2020-06-27,17:00:00,La Liga,Matchweek 32,Sat,,Guillermo Cuadra,Celta Vigo,Barcelona,2,2.6,2,1.8,3-5-2,4-3-3,33.0,67.0,Iago Aspas,Lionel Messi
2020-06-27,19:30:00,La Liga,Matchweek 32,Sat,,Alberola Rojas,Osasuna,Leganés,2,0.7,1,1.4,4-4-2,3-5-2,51.0,49.0,Roberto Torres,Rubén Pérez
2020-06-28,17:00:00,La Liga,Matchweek 32,Sun,,José González,Villarreal,Valencia,2,1.4,0,0.3,4-4-2,4-4-2,57.0,43.0,Mario Gaspar,Daniel Parejo
2020-06-28,19:30:00,La Liga,Matchweek 32,Sun,,Carlos del Cerro,Granada,Eibar,1,1.2,2,1.7,4-2-3-1,4-2-3-1,58.0,42.0,Víctor Díaz,Kike
2020-06-28,22:00:00,La Liga,Matchweek 32,Sun,,Antonio Matéu Lahoz,Espanyol,Real Madrid,0,0.8,1,2.2,4-4-1-1,4-3-3,31.0,69.0,David López,Sergio Ramos
2020-06-28,14:00:00,La Liga,Matchweek 32,Sun,,Santiago Jaime,Levante,Betis,4,1.7,2,1.9,4-4-2,3-4-3,35.0,65.0,José Luis Morales,Sergio Canales
2020-06-29,22:00:00,La Liga,Matchweek 32,Mon,,Adrián Cordero,Getafe,Real Sociedad,2,1.1,1,0.8,4-4-2,3-4-3,40.0,60.0,Jaime Mata,Mikel Oyarzabal
2020-06-30,21:00:00,La Liga,Matchweek 33,Tue,,César Soto,Leganés,Sevilla,0,0.6,3,1.3,4-3-3,4-3-3,42.0,58.0,Unai Bustinza,Jesús Navas
2020-06-30,22:00:00,La Liga,Matchweek 33,Tue,,Alejandro Hernández,Barcelona,Atlético Madrid,2,1.4,2,1.9,4-4-2◆,4-4-2,72.0,28.0,Lionel Messi,Jan Oblak
2020-06-30,19:30:00,La Liga,Matchweek 33,Tue,,Ricardo de Burgos,Mallorca,Celta Vigo,5,1.5,1,1.5,4-4-1-1,4-3-3,40.0,60.0,Manolo Reina,Iago Aspas
