_week_,_day_,_date_,_time_,home,score,away,attendance,venue,referee,xg_home,xg_away,homegoal,awaygoal
10,Sun,2021-10-24,21:00:00,Atlético Madrid,2–2,Real Sociedad,50032,Estadio Wanda Metropolitano,José Luis Munuera,1.6,0.9,2,2
10,Mon,2021-10-25,21:00:00,Getafe,0–3,Celta Vigo,7630,Coliseum Alfonso Pérez,Juan Martínez,0.7,2.1,0,3
11,Tue,2021-10-26,21:30:00,Villarreal,3–3,Cádiz,12190,Estadio de la Cerámica,Alejandro Hernández,1.7,1.0,3,3
11,Tue,2021-10-26,19:00:00,Alavés,1–0,Elche,10206,Estadio de Mendizorroza,Jesús Gil,1.4,0.3,1,0
11,Tue,2021-10-26,21:00:00,Espanyol,1–1,Athletic Club,16196,RCDE Stadium,Miguel Ángel Ortiz Arias,1.2,3.2,1,1
11,Wed,2021-10-27,19:00:00,Rayo Vallecano,1–0,Barcelona,9340,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,1.0,2.8,1,0
11,Wed,2021-10-27,19:00:00,Mallorca,1–1,Sevilla,15125,Iberostar Estadi,Santiago Jaime,1.8,1.0,1,1
11,Wed,2021-10-27,21:30:00,Real Madrid,0–0,Osasuna,35691,Estadio Santiago Bernabéu,César Soto,0.8,0.8,0,0
11,Wed,2021-10-27,20:00:00,Betis,4–1,Valencia,43123,Estadio Benito Villamarín,Isidro Díaz de Mera,2.1,1.6,4,1
11,Thu,2021-10-28,20:00:00,Granada,1–1,Getafe,13651,Estadio Nuevo Los Cármenes,Adrián Cordero,2.2,0.4,1,1
11,Thu,2021-10-28,19:00:00,Celta Vigo,0–2,Real Sociedad,8726,Estadio de Balaídos,Mario Melero,1.4,1.8,0,2
11,Thu,2021-10-28,21:30:00,Levante,2–2,Atlético Madrid,16298,Estadio Ciudad de Valencia,Pablo González,1.8,0.7,2,2
12,Sat,2021-10-30,14:00:00,Elche,1–2,Real Madrid,23010,Estadio Manuel Martínez Valero,Ricardo de Burgos,1.3,1.1,1,2
12,Sat,2021-10-30,16:15:00,Sevilla,2–0,Osasuna,20335,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,2.1,0.5,2,0
12,Sat,2021-10-30,18:30:00,Valencia,2–0,Villarreal,31487,Estadio de Mestalla,José Luis Munuera,1.4,0.8,2,0
12,Sat,2021-10-30,21:00:00,Barcelona,1–1,Alavés,37278,Camp Nou,Jorge Figueroa,1.4,0.8,1,1
12,Sun,2021-10-31,16:15:00,Atlético Madrid,3–0,Betis,56838,Estadio Wanda Metropolitano,Alberola Rojas,2.2,0.5,3,0
12,Sun,2021-10-31,21:00:00,Real Sociedad,1–1,Athletic Club,37066,Estadio Municipal de Anoeta,Juan Martínez,1.0,1.1,1,1
12,Sun,2021-10-31,14:00:00,Cádiz,1–1,Mallorca,11790,Estadio Nuevo Mirandilla,Valentín Pizarro,1.9,1.2,1,1
12,Sun,2021-10-31,18:30:00,Getafe,2–1,Espanyol,4721,Coliseum Alfonso Pérez,Alejandro Muñíz,0.8,0.6,2,1
12,Mon,2021-11-01,18:30:00,Rayo Vallecano,0–0,Celta Vigo,9580,Estadio del Rayo Vallecano,Adrián Cordero,0.6,0.4,0,0
12,Mon,2021-11-01,21:00:00,Levante,0–3,Granada,14512,Estadio Ciudad de Valencia,José Sánchez,1.3,1.3,0,3
13,Fri,2021-11-05,21:00:00,Athletic Club,0–1,Cádiz,37581,San Mamés,Santiago Jaime,0.7,0.5,0,1
13,Sat,2021-11-06,21:00:00,Real Madrid,2–1,Rayo Vallecano,43283,Estadio Santiago Bernabéu,Pablo González,2.1,1.3,2,1
13,Sat,2021-11-06,14:00:00,Espanyol,2–0,Granada,19050,RCDE Stadium,Isidro Díaz de Mera,1.4,1.5,2,0
13,Sat,2021-11-06,16:15:00,Celta Vigo,3–3,Barcelona,13146,Estadio de Balaídos,Alejandro Hernández,1.7,0.8,3,3
13,Sat,2021-11-06,18:30:00,Alavés,2–1,Levante,12176,Estadio de Mendizorroza,Adrián Cordero,1.5,0.6,2,1
13,Sun,2021-11-07,21:00:00,Betis,0–2,Sevilla,50534,Estadio Benito Villamarín,Antonio Matéu Lahoz,0.3,1.6,0,2
13,Sun,2021-11-07,14:00:00,Villarreal,1–0,Getafe,13504,Estadio de la Cerámica,Jesús Gil,1.1,0.3,1,0
13,Sun,2021-11-07,16:15:00,Valencia,3–3,Atlético Madrid,37472,Estadio de Mestalla,César Soto,0.9,1.9,3,3
13,Sun,2021-11-07,18:30:00,Osasuna,0–2,Real Sociedad,21741,Estadio El Sadar,Miguel Ángel Ortiz Arias,0.5,1.3,0,2
13,Sun,2021-11-07,18:30:00,Mallorca,2–2,Elche,12933,Iberostar Estadi,Mario Melero,1.9,0.6,2,2
14,Fri,2021-11-19,21:00:00,Levante,0–0,Athletic Club,15230,Estadio Ciudad de Valencia,José Luis Munuera,0.7,0.7,0,0
14,Sat,2021-11-20,18:30:00,Atlético Madrid,1–0,Osasuna,53261,Estadio Wanda Metropolitano,José Sánchez,1.2,0.3,1,0
14,Sat,2021-11-20,14:00:00,Celta Vigo,1–1,Villarreal,10086,Estadio de Balaídos,Alberola Rojas,1.0,2.5,1,1
14,Sat,2021-11-20,16:15:00,Sevilla,2–2,Alavés,25208,Estadio Ramón Sánchez Pizjuán,Alejandro Muñíz,1.7,1.7,2,2
14,Sat,2021-11-20,21:00:00,Barcelona,1–0,Espanyol,74418,Camp Nou,Carlos del Cerro,1.5,1.0,1,0
14,Sun,2021-11-21,18:30:00,Elche,0–3,Betis,16127,Estadio Manuel Martínez Valero,Valentín Pizarro,1.3,1.9,0,3
14,Sun,2021-11-21,14:00:00,Getafe,4–0,Cádiz,8825,Coliseum Alfonso Pérez,Ricardo de Burgos,1.3,0.4,4,0
14,Sun,2021-11-21,16:15:00,Granada,1–4,Real Madrid,17460,Estadio Nuevo Los Cármenes,Juan Martínez,0.7,3.3,1,4
14,Sun,2021-11-21,21:00:00,Real Sociedad,0–0,Valencia,28635,Estadio Municipal de Anoeta,Mario Melero,0.4,0.5,0,0
14,Mon,2021-11-22,21:00:00,Rayo Vallecano,3–1,Mallorca,6708,Estadio del Rayo Vallecano,Jorge Figueroa,2.5,0.8,3,1
15,Fri,2021-11-26,21:00:00,Athletic Club,2–2,Granada,32651,San Mamés,Adrián Cordero,1.2,1.3,2,2
15,Sat,2021-11-27,21:00:00,Villarreal,1–3,Barcelona,19050,Estadio de la Cerámica,César Soto,1.4,3.0,1,3
15,Sat,2021-11-27,14:00:00,Alavés,1–2,Celta Vigo,10093,Estadio de Mendizorroza,Pablo González,1.2,1.3,1,2
15,Sat,2021-11-27,16:15:00,Valencia,1–1,Rayo Vallecano,30030,Estadio de Mestalla,Alejandro Hernández,1.5,1.6,1,1
15,Sat,2021-11-27,18:30:00,Mallorca,0–0,Getafe,8635,Iberostar Estadi,Santiago Jaime,0.4,0.8,0,0
15,Sun,2021-11-28,18:30:00,Cádiz,1–4,Atlético Madrid,16861,Estadio Nuevo Mirandilla,Jesús Gil,1.0,3.4,1,4
15,Sun,2021-11-28,14:00:00,Betis,3–1,Levante,45012,Estadio Benito Villamarín,Miguel Ángel Ortiz Arias,2.4,0.2,3,1
15,Sun,2021-11-28,16:15:00,Espanyol,1–0,Real Sociedad,19935,RCDE Stadium,Antonio Matéu Lahoz,0.5,1.8,1,0
15,Sun,2021-11-28,21:00:00,Real Madrid,2–1,Sevilla,45281,Estadio Santiago Bernabéu,José Sánchez,1.5,0.5,2,1
15,Mon,2021-11-29,21:00:00,Osasuna,1–1,Elche,16485,Estadio El Sadar,Isidro Díaz de Mera,2.0,1.3,1,1
9,Wed,2021-12-01,21:00:00,Real Madrid,1–0,Athletic Club,33627,Estadio Santiago Bernabéu,Isidro Díaz de Mera,1.7,1.9,1,0
16,Fri,2021-12-03,21:00:00,Granada,2–1,Alavés,13511,Estadio Nuevo Los Cármenes,Alberola Rojas,1.0,1.7,2,1
16,Sat,2021-12-04,18:30:00,Atlético Madrid,1–2,Mallorca,51009,Estadio Wanda Metropolitano,Juan Martínez,1.4,0.6,1,2
16,Sat,2021-12-04,14:00:00,Sevilla,1–0,Villarreal,30865,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,0.3,1.9,1,0
16,Sat,2021-12-04,16:15:00,Barcelona,0–1,Betis,66529,Camp Nou,Pablo González,0.8,0.7,0,1
16,Sat,2021-12-04,21:00:00,Real Sociedad,0–2,Real Madrid,35765,Estadio Municipal de Anoeta,Jesús Gil,0.8,2.0,0,2
16,Sun,2021-12-05,18:30:00,Levante,0–0,Osasuna,15361,Estadio Ciudad de Valencia,Valentín Pizarro,0.5,0.3,0,0
16,Sun,2021-12-05,14:00:00,Rayo Vallecano,1–0,Espanyol,8679,Estadio del Rayo Vallecano,José Luis Munuera,0.5,0.5,1,0
16,Sun,2021-12-05,16:15:00,Elche,3–1,Cádiz,11879,Estadio Manuel Martínez Valero,Alejandro Muñíz,2.3,1.5,3,1
16,Sun,2021-12-05,21:00:00,Celta Vigo,1–2,Valencia,11361,Estadio de Balaídos,Ricardo de Burgos,0.6,1.5,1,2
16,Mon,2021-12-06,21:00:00,Getafe,0–0,Athletic Club,9176,Coliseum Alfonso Pérez,Jorge Figueroa,1.1,0.5,0,0
17,Fri,2021-12-10,21:00:00,Mallorca,0–0,Celta Vigo,10655,Iberostar Estadi,Isidro Díaz de Mera,0.7,1.3,0,0
17,Sat,2021-12-11,18:30:00,Valencia,2–1,Elche,31662,Estadio de Mestalla,Santiago Jaime,1.7,1.0,2,1
17,Sat,2021-12-11,14:00:00,Espanyol,4–3,Levante,15193,RCDE Stadium,Adrián Cordero,2.3,2.8,4,3
17,Sat,2021-12-11,16:15:00,Alavés,1–1,Getafe,10065,Estadio de Mendizorroza,César Soto,0.7,1.0,1,1
17,Sat,2021-12-11,21:00:00,Athletic Club,0–1,Sevilla,36737,San Mamés,Alejandro Hernández,1.8,0.2,0,1
17,Sun,2021-12-12,18:30:00,Betis,4–0,Real Sociedad,52158,Estadio Benito Villamarín,José Sánchez,1.5,1.4,4,0
17,Sun,2021-12-12,14:00:00,Villarreal,2–0,Rayo Vallecano,13133,Estadio de la Cerámica,Mario Melero,2.3,1.7,2,0
17,Sun,2021-12-12,16:15:00,Osasuna,2–2,Barcelona,21427,Estadio El Sadar,Juan Martínez,0.3,1.0,2,2
17,Sun,2021-12-12,21:00:00,Real Madrid,2–0,Atlético Madrid,51024,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,0.6,0.7,2,0
17,Mon,2021-12-13,21:00:00,Cádiz,1–1,Granada,13052,Estadio Nuevo Mirandilla,Miguel Ángel Ortiz Arias,0.7,1.5,1,1
18,Fri,2021-12-17,21:00:00,Celta Vigo,3–1,Espanyol,9526,Estadio de Balaídos,Valentín Pizarro,1.4,0.4,3,1
18,Sat,2021-12-18,16:15:00,Real Sociedad,1–3,Villarreal,29679,Estadio Municipal de Anoeta,Jorge Figueroa,1.3,2.8,1,3
18,Sat,2021-12-18,21:00:00,Sevilla,2–1,Atlético Madrid,33241,Estadio Ramón Sánchez Pizjuán,Ricardo de Burgos,0.4,0.8,2,1
18,Sat,2021-12-18,18:30:00,Barcelona,3–2,Elche,41664,Camp Nou,Alberola Rojas,2.9,1.1,3,2
18,Sat,2021-12-18,14:00:00,Rayo Vallecano,2–0,Alavés,7911,Estadio del Rayo Vallecano,Antonio Matéu Lahoz,1.7,0.3,2,0
18,Sun,2021-12-19,14:00:00,Granada,4–1,Mallorca,13014,Estadio Nuevo Los Cármenes,Alejandro Muñíz,1.7,1.0,4,1
18,Sun,2021-12-19,16:15:00,Athletic Club,3–2,Betis,38002,San Mamés,Jesús Gil,1.2,2.1,3,2
18,Sun,2021-12-19,18:30:00,Getafe,1–0,Osasuna,8126,Coliseum Alfonso Pérez,José Luis Munuera,1.1,0.3,1,0
18,Sun,2021-12-19,21:00:00,Real Madrid,0–0,Cádiz,38818,Estadio Santiago Bernabéu,Santiago Jaime,2.6,0.3,0,0
18,Mon,2021-12-20,21:00:00,Levante,3–4,Valencia,18851,Estadio Ciudad de Valencia,Pablo González,2.9,1.9,3,4
4,Tue,2021-12-21,19:00:00,Villarreal,5–2,Alavés,12530,Estadio de la Cerámica,Valentín Pizarro,3.4,0.6,5,2
4,Tue,2021-12-21,21:30:00,Sevilla,1–1,Barcelona,31358,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,0.2,1.5,1,1
9,Wed,2021-12-22,19:00:00,Granada,2–1,Atlético Madrid,13304,Estadio Nuevo Los Cármenes,Alejandro Hernández,0.6,1.6,2,1
21,Wed,2021-12-22,21:30:00,Athletic Club,1–2,Real Madrid,42722,San Mamés,César Soto,0.9,1.2,1,2
19,Fri,2021-12-31,16:15:00,Valencia,1–2,Espanyol,29566,Estadio de Mestalla,José Sánchez,0.9,1.9,1,2
19,Sun,2022-01-02,14:00:00,Getafe,1–0,Real Madrid,11890,Coliseum Alfonso Pérez,Mario Melero,0.8,0.6,1,0
19,Sun,2022-01-02,16:15:00,Elche,0–0,Granada,12160,Estadio Manuel Martínez Valero,Adrián Cordero,0.9,1.5,0,0
19,Sun,2022-01-02,16:15:00,Atlético Madrid,2–0,Rayo Vallecano,43029,Estadio Wanda Metropolitano,Jorge Figueroa,1.7,0.0,2,0
19,Sun,2022-01-02,18:30:00,Alavés,1–1,Real Sociedad,13498,Estadio de Mendizorroza,Carlos del Cerro,1.6,0.8,1,1
19,Sun,2022-01-02,18:30:00,Betis,0–2,Celta Vigo,41656,Estadio Benito Villamarín,César Soto,1.5,2.1,0,2
19,Sun,2022-01-02,21:00:00,Mallorca,0–1,Barcelona,14654,Iberostar Estadi,Antonio Matéu Lahoz,0.8,1.2,0,1
19,Mon,2022-01-03,21:15:00,Cádiz,0–1,Sevilla,14342,Estadio Nuevo Mirandilla,Alberola Rojas,0.4,1.5,0,1
19,Mon,2022-01-03,21:00:00,Osasuna,1–3,Athletic Club,16206,Estadio El Sadar,Miguel Ángel Ortiz Arias,1.0,1.2,1,3
19,Mon,2022-01-03,19:00:00,Villarreal,5–0,Levante,13462,Estadio de la Cerámica,Alejandro Hernández,3.2,0.4,5,0
20,Sat,2022-01-08,18:30:00,Granada,1–1,Barcelona,14442,Estadio Nuevo Los Cármenes,Pablo González,1.2,0.6,1,1
20,Sat,2022-01-08,14:00:00,Levante,2–0,Mallorca,13330,Estadio Ciudad de Valencia,Jorge Figueroa,1.1,1.3,2,0
20,Sat,2022-01-08,21:00:00,Real Madrid,4–1,Valencia,40617,Estadio Santiago Bernabéu,Alejandro Hernández,3.6,1.2,4,1
20,Sat,2022-01-08,16:15:00,Real Sociedad,1–0,Celta Vigo,27938,Estadio Municipal de Anoeta,Guillermo Cuadra,1.7,0.3,1,0
20,Sun,2022-01-09,14:00:00,Rayo Vallecano,1–1,Betis,8395,Estadio del Rayo Vallecano,Alejandro Muñíz,1.2,1.3,1,1
20,Sun,2022-01-09,21:00:00,Villarreal,2–2,Atlético Madrid,14127,Estadio de la Cerámica,Alberola Rojas,2.1,0.5,2,2
20,Sun,2022-01-09,18:30:00,Alavés,0–0,Athletic Club,14103,Estadio de Mendizorroza,Santiago Jaime,0.4,1.0,0,0
20,Sun,2022-01-09,18:30:00,Osasuna,2–0,Cádiz,16292,Estadio El Sadar,Ricardo de Burgos,2.2,0.2,2,0
20,Sun,2022-01-09,16:15:00,Sevilla,1–0,Getafe,30801,Estadio Ramón Sánchez Pizjuán,Juan Martínez,0.6,0.1,1,0
20,Mon,2022-01-10,21:00:00,Espanyol,1–2,Elche,11870,RCDE Stadium,Jesús Gil,1.2,0.8,1,2
21,Sun,2022-01-16,14:00:00,Elche,1–0,Villarreal,12433,Estadio Manuel Martínez Valero,Valentín Pizarro,0.2,0.5,1,0
21,Tue,2022-01-18,20:00:00,Betis,4–0,Alavés,38753,Estadio Benito Villamarín,José Sánchez,2.4,0.4,4,0
21,Tue,2022-01-18,21:30:00,Cádiz,2–2,Espanyol,10755,Estadio Nuevo Mirandilla,Alejandro Muñíz,1.5,2.1,2,2
21,Wed,2022-01-19,19:00:00,Celta Vigo,2–0,Osasuna,8837,Estadio de Balaídos,Adrián Cordero,0.9,0.5,2,0
21,Wed,2022-01-19,21:30:00,Valencia,1–1,Sevilla,26049,Estadio de Mestalla,César Soto,0.5,1.0,1,1
21,Thu,2022-01-20,19:00:00,Getafe,4–2,Granada,7634,Coliseum Alfonso Pérez,Isidro Díaz de Mera,0.9,1.1,4,2
22,Fri,2022-01-21,21:00:00,Espanyol,1–4,Betis,17637,RCDE Stadium,Alberola Rojas,1.7,2.3,1,4
22,Sat,2022-01-22,14:00:00,Levante,0–2,Cádiz,14063,Estadio Ciudad de Valencia,César Soto,1.0,0.8,0,2
22,Sat,2022-01-22,16:15:00,Villarreal,3–0,Mallorca,13207,Estadio de la Cerámica,Miguel Ángel Ortiz Arias,1.7,1.1,3,0
22,Sat,2022-01-22,18:30:00,Sevilla,2–2,Celta Vigo,30059,Estadio Ramón Sánchez Pizjuán,José Sánchez,1.2,0.7,2,2
22,Sat,2022-01-22,21:00:00,Atlético Madrid,3–2,Valencia,44999,Estadio Wanda Metropolitano,Isidro Díaz de Mera,2.7,0.7,3,2
22,Sun,2022-01-23,14:00:00,Granada,0–2,Osasuna,12471,Estadio Nuevo Los Cármenes,Santiago Jaime,0.7,1.8,0,2
22,Sun,2022-01-23,16:15:00,Real Madrid,2–2,Elche,39796,Estadio Santiago Bernabéu,Ricardo de Burgos,3.3,0.7,2,2
22,Sun,2022-01-23,18:30:00,Rayo Vallecano,0–1,Athletic Club,9034,Estadio del Rayo Vallecano,Adrián Cordero,1.6,0.5,0,1
22,Sun,2022-01-23,18:30:00,Real Sociedad,0–0,Getafe,27368,Estadio Municipal de Anoeta,José Luis Munuera,1.1,0.4,0,0
22,Sun,2022-01-23,21:00:00,Alavés,0–1,Barcelona,14056,Estadio de Mendizorroza,Jorge Figueroa,0.5,1.2,0,1
23,Fri,2022-02-04,21:00:00,Getafe,3–0,Levante,8475,Coliseum Alfonso Pérez,Alejandro Muñíz,0.8,0.8,3,0
23,Sat,2022-02-05,18:30:00,Celta Vigo,2–0,Rayo Vallecano,12546,Estadio de Balaídos,José Luis Munuera,0.7,0.9,2,0
23,Sat,2022-02-05,21:00:00,Osasuna,0–0,Sevilla,17635,Estadio El Sadar,Valentín Pizarro,0.5,1.4,0,0
23,Sat,2022-02-05,14:00:00,Elche,3–1,Alavés,12923,Estadio Manuel Martínez Valero,Mario Melero,1.3,0.8,3,1
23,Sat,2022-02-05,16:15:00,Mallorca,2–1,Cádiz,12226,Iberostar Estadi,Carlos del Cerro,2.5,1.2,2,1
23,Sun,2022-02-06,16:15:00,Barcelona,4–2,Atlético Madrid,74221,Camp Nou,Jesús Gil,1.1,1.3,4,2
23,Sun,2022-02-06,14:00:00,Valencia,0–0,Real Sociedad,31351,Estadio de Mestalla,José Sánchez,0.9,0.5,0,0
23,Sun,2022-02-06,18:30:00,Betis,0–2,Villarreal,44870,Estadio Benito Villamarín,Pablo González,0.6,0.9,0,2
23,Sun,2022-02-06,21:00:00,Real Madrid,1–0,Granada,36665,Estadio Santiago Bernabéu,Antonio Matéu Lahoz,1.9,0.6,1,0
23,Mon,2022-02-07,21:00:00,Athletic Club,2–1,Espanyol,30753,San Mamés,César Soto,0.7,0.8,2,1
24,Fri,2022-02-11,21:00:00,Sevilla,2–0,Elche,33411,Estadio Ramón Sánchez Pizjuán,Miguel Ángel Ortiz Arias,0.7,0.4,2,0
24,Sat,2022-02-12,14:00:00,Cádiz,0–0,Celta Vigo,15635,Estadio Nuevo Mirandilla,Antonio Matéu Lahoz,0.7,1.0,0,0
24,Sat,2022-02-12,16:15:00,Villarreal,0–0,Real Madrid,17894,Estadio de la Cerámica,José Sánchez,0.5,1.9,0,0
24,Sat,2022-02-12,18:30:00,Rayo Vallecano,0–3,Osasuna,8596,Estadio del Rayo Vallecano,Jorge Figueroa,0.7,1.1,0,3
24,Sat,2022-02-12,21:00:00,Atlético Madrid,4–3,Getafe,49375,Estadio Wanda Metropolitano,Ricardo de Burgos,2.7,2.2,4,3
24,Sun,2022-02-13,14:00:00,Alavés,2–1,Valencia,12845,Estadio de Mendizorroza,Adrián Cordero,1.7,1.3,2,1
24,Sun,2022-02-13,16:15:00,Levante,2–4,Betis,16103,Estadio Ciudad de Valencia,Santiago Jaime,1.8,2.1,2,4
24,Sun,2022-02-13,18:30:00,Real Sociedad,2–0,Granada,29847,Estadio Municipal de Anoeta,Alberola Rojas,2.7,1.4,2,0
24,Sun,2022-02-13,21:00:00,Espanyol,2–2,Barcelona,25049,RCDE Stadium,Alejandro Hernández,0.7,1.0,2,2
24,Mon,2022-02-14,21:00:00,Mallorca,3–2,Athletic Club,12904,Iberostar Estadi,Isidro Díaz de Mera,2.7,1.3,3,2
21,Wed,2022-02-16,19:00:00,Atlético Madrid,0–1,Levante,43456,Estadio Wanda Metropolitano,José Luis Munuera,0.9,0.9,0,1
25,Fri,2022-02-18,21:00:00,Elche,2–1,Rayo Vallecano,14742,Estadio Manuel Martínez Valero,Alejandro Muñíz,2.4,0.8,2,1
25,Sat,2022-02-19,21:00:00,Real Madrid,3–0,Alavés,42180,Estadio Santiago Bernabéu,José Luis Munuera,3.0,0.8,3,0
25,Sat,2022-02-19,18:30:00,Cádiz,1–1,Getafe,15948,Estadio Nuevo Mirandilla,Alberola Rojas,0.6,0.9,1,1
25,Sat,2022-02-19,16:15:00,Osasuna,0–3,Atlético Madrid,20040,Estadio El Sadar,Mario Melero,0.7,0.5,0,3
25,Sat,2022-02-19,14:00:00,Granada,1–4,Villarreal,13389,Estadio Nuevo Los Cármenes,Jesús Gil,2.8,5.3,1,4
25,Sun,2022-02-20,14:00:00,Espanyol,1–1,Sevilla,24897,RCDE Stadium,Pablo González,1.3,0.9,1,1
25,Sun,2022-02-20,21:00:00,Athletic Club,4–0,Real Sociedad,40698,San Mamés,Juan Martínez,2.7,0.4,4,0
25,Sun,2022-02-20,18:30:00,Betis,2–1,Mallorca,48652,Estadio Benito Villamarín,César Soto,1.3,0.5,2,1
25,Sun,2022-02-20,16:15:00,Valencia,1–4,Barcelona,38315,Estadio de Mestalla,Carlos del Cerro,0.9,2.0,1,4
25,Mon,2022-02-21,21:00:00,Celta Vigo,1–1,Levante,9776,Estadio de Balaídos,Valentín Pizarro,1.4,1.7,1,1
26,Fri,2022-02-25,21:00:00,Levante,3–0,Elche,14237,Estadio Ciudad de Valencia,Pablo González,1.9,0.9,3,0
26,Sat,2022-02-26,21:00:00,Atlético Madrid,2–0,Celta Vigo,48009,Estadio Wanda Metropolitano,Alejandro Hernández,0.7,0.9,2,0
26,Sat,2022-02-26,18:30:00,Rayo Vallecano,0–1,Real Madrid,9952,Estadio del Rayo Vallecano,Isidro Díaz de Mera,1.2,2.2,0,1
26,Sat,2022-02-26,16:15:00,Getafe,2–2,Alavés,7720,Coliseum Alfonso Pérez,Santiago Jaime,1.1,1.0,2,2
26,Sat,2022-02-26,14:00:00,Mallorca,0–1,Valencia,14417,Iberostar Estadi,Jorge Figueroa,2.0,0.5,0,1
26,Sun,2022-02-27,16:15:00,Sevilla,2–1,Betis,37250,Estadio Ramón Sánchez Pizjuán,Carlos del Cerro,1.6,0.9,2,1
26,Sun,2022-02-27,21:00:00,Barcelona,4–0,Athletic Club,69770,Camp Nou,Guillermo Cuadra,2.6,0.3,4,0
26,Sun,2022-02-27,18:30:00,Real Sociedad,1–0,Osasuna,30145,Estadio Municipal de Anoeta,Antonio Matéu Lahoz,1.2,0.4,1,0
26,Sun,2022-02-27,14:00:00,Villarreal,5–1,Espanyol,15600,Estadio de la Cerámica,Ricardo de Burgos,3.8,0.9,5,1
26,Mon,2022-02-28,21:00:00,Granada,0–0,Cádiz,14785,Estadio Nuevo Los Cármenes,José Sánchez,0.3,0.6,0,0
21,Wed,2022-03-02,21:00:00,Mallorca,0–2,Real Sociedad,11550,Iberostar Estadi,Mario Melero,0.6,1.5,0,2
27,Fri,2022-03-04,21:00:00,Alavés,0–0,Sevilla,13121,Estadio de Mendizorroza,Alberola Rojas,1.2,1.4,0,0
27,Sat,2022-03-05,16:15:00,Espanyol,2–0,Getafe,18519,RCDE Stadium,Adrián Cordero,0.2,0.3,2,0
27,Sat,2022-03-05,21:00:00,Real Madrid,4–1,Real Sociedad,52410,Estadio Santiago Bernabéu,Jesús Gil,1.6,0.8,4,1
27,Sat,2022-03-05,18:30:00,Valencia,3–1,Granada,31227,Estadio de Mestalla,Valentín Pizarro,1.5,0.4,3,1
27,Sat,2022-03-05,14:00:00,Osasuna,1–0,Villarreal,16659,Estadio El Sadar,José Luis Munuera,0.8,0.5,1,0
27,Sun,2022-03-06,16:15:00,Elche,1–2,Barcelona,30146,Estadio Manuel Martínez Valero,Alejandro Hernández,1.0,3.6,1,2
27,Sun,2022-03-06,21:00:00,Betis,1–3,Atlético Madrid,44383,Estadio Benito Villamarín,Guillermo Cuadra,1.0,2.4,1,3
27,Sun,2022-03-06,18:30:00,Celta Vigo,4–3,Mallorca,11320,Estadio de Balaídos,Miguel Ángel Ortiz Arias,2.0,1.7,4,3
27,Sun,2022-03-06,14:00:00,Cádiz,2–0,Rayo Vallecano,15677,Estadio Nuevo Mirandilla,César Soto,1.2,1.3,2,0
27,Mon,2022-03-07,21:00:00,Athletic Club,3–1,Levante,29485,San Mamés,Alejandro Muñíz,2.7,0.6,3,1
28,Fri,2022-03-11,21:00:00,Atlético Madrid,2–1,Cádiz,50573,Estadio Wanda Metropolitano,Pablo González,0.5,0.8,2,1
28,Sat,2022-03-12,21:00:00,Getafe,0–0,Valencia,10349,Coliseum Alfonso Pérez,Guillermo Cuadra,0.7,0.2,0,0
28,Sat,2022-03-12,14:00:00,Levante,1–1,Espanyol,13407,Estadio Ciudad de Valencia,Isidro Díaz de Mera,1.2,0.5,1,1
28,Sat,2022-03-12,16:15:00,Granada,0–1,Elche,15345,Estadio Nuevo Los Cármenes,Carlos del Cerro,1.5,1.1,0,1
28,Sat,2022-03-12,18:30:00,Villarreal,1–0,Celta Vigo,14929,Estadio de la Cerámica,Santiago Jaime,1.1,0.8,1,0
28,Sun,2022-03-13,18:30:00,Real Sociedad,1–0,Alavés,31573,Estadio Municipal de Anoeta,Jorge Figueroa,2.1,0.8,1,0
28,Sun,2022-03-13,14:00:00,Rayo Vallecano,1–1,Sevilla,9073,Estadio del Rayo Vallecano,Juan Martínez,0.4,0.3,1,1
28,Sun,2022-03-13,16:15:00,Betis,1–0,Athletic Club,48876,Estadio Benito Villamarín,Antonio Matéu Lahoz,0.8,0.5,1,0
28,Sun,2022-03-13,21:00:00,Barcelona,4–0,Osasuna,54507,Camp Nou,Ricardo de Burgos,3.1,0.2,4,0
28,Mon,2022-03-14,21:00:00,Mallorca,0–3,Real Madrid,17191,Iberostar Estadi,José Sánchez,1.4,2.0,0,3
29,Fri,2022-03-18,21:00:00,Athletic Club,1–1,Getafe,37367,San Mamés,Jesús Gil,1.7,0.2,1,1
29,Sat,2022-03-19,18:30:00,Osasuna,3–1,Levante,19429,Estadio El Sadar,Alberola Rojas,2.4,1.1,3,1
29,Sat,2022-03-19,21:00:00,Rayo Vallecano,0–1,Atlético Madrid,10349,Estadio del Rayo Vallecano,José Luis Munuera,1.7,1.3,0,1
29,Sat,2022-03-19,14:00:00,Alavés,2–3,Granada,16209,Estadio de Mendizorroza,Guillermo Cuadra,2.0,2.0,2,3
29,Sat,2022-03-19,16:15:00,Elche,0–1,Valencia,15780,Estadio Manuel Martínez Valero,Miguel Ángel Ortiz Arias,0.6,1.3,0,1
29,Sun,2022-03-20,16:15:00,Cádiz,1–0,Villarreal,13325,Estadio Nuevo Mirandilla,Alejandro Hernández,1.9,0.2,1,0
